,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X002475.SZ,X000338.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X002456.SZ,X601877.SH,X002241.SZ,X000100.SZ,X600066.SH,X600809.SH,X002508.SZ,X300136.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600522.SH,X600867.SH,X600271.SH,X600089.SH,X000157.SZ,X000981.SZ,X000596.SZ,X002085.SZ,X600177.SH,X600566.SH,X600699.SH,X600498.SH,X300142.SZ,X000661.SZ,X002179.SZ,X600118.SH,X002129.SZ,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.201900824954162,0,0.53178082769217,0,0,0.0822178314755483,0.0438416631925241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256706197117463,0,0,0,0.0332084544976405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00557685602993681,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0626551962390785,0,0,0.0119042087895366,0,0.0370283779524726,0,-1.73472347597681e-18,0.183834042141837,0,0.104911524614523,0,0,0,0,0,0,0,0,0.0502365232309433,0,0,0,0,0,0,0,0,0.070405520131298,0,0,0,0,0,0,0,0,0,0,0,0,0.0398776791785013,0,0,-0.00221158702651038,-0.0311330511059291,0,-0.0209130946804157,0.0278066014838067,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.210589181195855,0,0,0,0,0.00928154432620581,0,0.216808694432321,0.170800695041235,0,0.0163872180607133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0100249907183041,0,0,0,0,0,0
X000858.SZ,0.228146325830847,0,0,0,0.0574432604189282,-8.67361737988404e-19,0,0.0960166131501732,0,0,0.188050029605962,0,0,0,0,0,0,0,0,0.0221463526665938,0,0,0,0,0,0.363753718980448,0,0,0,0,0.0305814110491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304532181573103,0,0,0,0.0129184650897166,0,0,0,0,0,0
X000651.SZ,0,0.203680458948674,0,0.376819826131606,0,0,0,0.0842840481470068,0.0827393813757765,0,0,0,0,0.0786024413410051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063376452424216,0,0,0,0,0,0,0,0,0,0,0,0,0.0219239065645338,0,0,0,0,0,0,0,0,0.0191250367513625,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.439224096947108,0.028771686463962,0,0,0,0,0,0.0260279931052909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198694702008688,0.157617245037526,0,0,0,0,0,0,0.219082111150041,0,0,0,0,0,0,0,0,0,0,0.0776292741402395,0,0,-0.0586025229668368,0.115717608857212,0,0,0,0,0,0
X600276.SH,0,0,0.153184526083839,0,0,0,0,0,0,-6.93889390390723e-18,0.198542265030385,0.165245577708718,0,0,0,0,0,0,0,0.0015199831145969,-0.160380311178329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327627138362248,0,0,0,0,0,0.0859741724938178,0,0,0,0,0,-0.0217415819438286,0,-0.00990352275599474,0.0391677634649278,0,0,0,0,0,0
X002304.SZ,0.207160901992279,0,0,0.274865239550576,0,0,0,0,0,0,0.0515790854423542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603565702628756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101161633048234,0.00582467703198022,0,0,0,0,0,0,-0.0108840419401077,0.0252401487282601,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.435646579614795,0,0,0,0,0,0,0,0,0,0,0,0,0.0703820930528561,0,0,0,0,0,0,0,0,0,0,0,0,0.187335336972596,0,0,0,0,0,0,0,0,0,0,0.17321406351008,0,0,0,0,0,0.172164080586079,0.112004840103894,0,-0.00139423522360514,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.147683512298364,0,0,0,0.0514477369616365,0,0,0.0107112705037411,0,0.192180909933698,0,0,0,0,0,0.249565707334021,0,0,0,0,0.046592957493368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948511460044785,0,0,0,0,0,0,0,0.0522959078590864,0,0,0,0,0,-0.00541701113799336,0,0,0,0,0,0,0
