,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002179.SZ,X000100.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600584.SH,X600703.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X002028.SZ,X600418.SH,X002049.SZ,X601877.SH,X000661.SZ,X002180.SZ,X002223.SZ,X000921.SZ,X000800.SZ,X600487.SH,X601799.SH,X002129.SZ,X002156.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.16221218365767,0,0,0,0,0,0.165238443338699,0,0.184528282105152,0,0,0,0,0,0,0,0.00333531307249983,0.0607088678684809,0.110303875970776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501187205205317,0,-0.055182365380979,0,0,0,0,-0.0576279630103865,0,0,-0.0593125974958823,0,0,0,0,0,0,-0.0398705849710521,0,0,0,0.00178481443872852,0,0
X000858.SZ,0.221816249391998,0,0,0,0.0177835163694097,0,0,0,0,0.305970003141644,0,0,0,0,0,0,0,0.0296619004556112,0,0.0532891998413391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688042920127595,0,0,0,0,0,0,0.0113473427565687,0,0,0,0,0,0,0.0324710771139371,0.0117836117776404,0,0,-0.000252985376898934,0,0,0,0,0.0345706750360628,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261960064476276,0,0,0,0,0,0,0,0.176097213696659,0.453775111765339,0,0,-4.33680868994202e-19,0,0,0.0695354492018195,0,0,3.46944695195361e-18,0,0.0836826571493717,0,0,0.0811319537722452,0.0123045489621409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393412750665167,0,0,0,-0.0206041459114685,0,0
X002415.SZ,0,0,0,0,0.0618290955033096,0,0,0,0,0,0,0,-0.157923639492698,0,0,0,0,0,-2.71050543121376e-20,0,0.0129096990677398,0,0,0,0,0,0,0,0,0,0.0133561984445626,0.0188758286138192,0,0,0,0,0,0,0.0516539538654322,0,0,0,0,0,0,0,0,0.151026021517281,0,0,0,0,0,-0.144018894203878,0,0,0.0659223384902643,0,0
X600276.SH,0,0,0,0,0,0,-0.0565019863364791,0,0,0,0,0,0,0.0303521207961236,0,0,0,0,0,0,0.197766060756731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518343843314497,0,0,0,0,0,0,-0.0179918038464928,0.0216623590171096,0,0,0,0,0,0,-0.0650809806881991,0,0,0.0593364444063029,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,-0.230677960823815,0,0,-0.0688415113542584,0.099001533260189,0,0,0,0,0.0367681362396517,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.40894442203102,0,0,0,0,0,0,0,0,0,-0.08887022821595,0,0,0.0794746595176394,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.103985142659613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114366025326177,0,0,0,0,0,0,0,0.0366935846435337,0,0,0.0241562854650484,0,-0.102928652131168,0,0,0,0,0,0,0,0,0.15459349245708,-0.00403012377178931,0,0,0,0,0,0,0,0,-0.0477553581114923,0,0
X600809.SH,0,0,0.000264651744436725,0,0,0,0,0,0,0.0817981026184615,0,0,0,0,0,-0.124735096720849,0,0,0,0.229572524294034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269422208479326,0,0,0,0,0.0271337050260425,0,-0.00739502497186067,0,0,0,-0.00360813465242086,0.0760685746150665,0,0,0.0158570569448949,0,0
X000651.SZ,0,0,0,0,0,0.0414670479819828,0.0328432775943006,0,0,0,0,0,-0.0231059381415853,0,0.0539503562139388,0,0,0,0,0,0,0,0,0,0,0,0.0215140111349689,0,-0.0365357029644088,0,0,0,0,0,0,0,0.00386818562963419,0,0,0,0,0,0,0.176709204699966,0,0,0,0,0,0,0,0.0119291370346194,0.0207890607206912,0,0,0,0.000709432274003414,0,0
X000568.SZ,0.357308302637855,0.446005464243999,0,0,0,0,0,0,0,0,0.052652429336638,0,0.0227020522288288,0,0,0,0,0,0,0.119669066869886,0,-0.0283506954036607,0,0,0,0,0,0,0,0,0,0,0.0230358290676263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00467736701363642,0,0,0,-0.0420293127550197,0,0,0,0,0,0,0
