,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600183.SH,X002007.SZ,X002371.SZ,X600741.SH,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X002236.SZ,X000157.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002456.SZ,X002223.SZ,X600498.SH,X002049.SZ,X002179.SZ,X300136.SZ,X600584.SH,X600271.SH,X002414.SZ,X000066.SZ,X600522.SH,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0274888203157551,0,0,0,0,0,0,0,0,0,0,0.156147444522314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620365264747317,0,0,0,0,0,0,0.0497045505916417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0347375778529062,0.0110553829891615,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.209317326134374,0,0.0620445067661623,0,0,0,0.298273172575823,0,0,0,0,0.116213906791974,0,0,0,0,0,0.0426145601036426,0,0.00835687895111987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.00356310748895631,0.018282955283376,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514773853244093,0,0,0,0.0278935853926557,0,0,0,0,0,0.0185256053498202,0,0,0,0,0.0961982955888888,0,0,0,0.127796980933582,0,0,0,0,0.0469673521859064,8.67361737988404e-19,0,-0.00307382001172459,0,0,0,0,0,0,0,0,0,0,0.0135422930501467,0,0,0,0,0,0,0
X000651.SZ,0,0.23781456161661,0,0,0,0.0407841111212215,0.00935662320323232,0,0.09736965652052,0,0,0,0,0,0,0.225321518430627,0,0,0,0,0,0,0,0,0.00417318374105601,0,0,0.0597798888440566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024109130415271,0,0,0,0,0,0,0,0,0,0,0.00398910719296952,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0497149228103083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468130754268046,0,0,0.0543335233489707,0,0,0,0,0,0,0,0,0.10970331692132,0,0,0,0,0,0,0,0,0,0.0492058533730806,0.0299350139998856,0,0,0.0974782522208257,0,-6.93889390390723e-18,0,0.0189658706103895,0.022220882815404,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.17828110080166,0,0.149902031864533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397686890252432,0,0,0,0,0,0,0,0.0294552541019224,0,0,0,0,0,0,0
X600104.SH,0,0.106174228894664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838539542155958,0,0,0,0,0.151905696560001,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.284499128662515,0.105701400446767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03070052050414,0,0.00839867175902755,0.0216033762407833,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0514086516639018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760702506897054,0,0,0,0,0.0588112082919389,0,0,0,0,0,0,0,0,0.190169303706773,0,0,0,0.01492639679508,0,0,0.128613970036616,0,0,0,0,0,0,0,0,0.100412745209311,0,0.0346257848835747,0.0393095627247224,0,0,0,0,0,0
X600031.SH,0,0.0856028756212643,0,0.120555345177205,0,0.0660148426981785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205934232771103,0,0,0,0,0.00846914825674548,0,0,0,0,0,0,0,0.463042662426646,0.0627318447439978,0.00262532001538288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168835701411477,0.0136320077502471,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129773290429271,0,0.0127906113680147,0,0,0,0,0,0,0,0,0.140360359874973,0,0,0,0.010945693930318,-0.00783908349321107,0,0,0,0,0,0
