,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X600031.SH,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X300124.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300014.SZ,X000625.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X601877.SH,X000157.SZ,X002236.SZ,X600584.SH,X002179.SZ,X300003.SZ,X002414.SZ,X600183.SH,X000800.SZ,X300136.SZ,X000977.SZ,X000066.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X600066.SH,X000547.SZ,X002008.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0679331641584672,0,0.00275203172713485,0,0,0,0,0,0.084244049726222,0.295048412579781,0,0,0,0,0,0.0160181896105296,0,0,0,0.0945517145994234,0,0,0,0,0,0,0,0.0344787977182075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243988270409121,0,0,0,0,0,0,0,0,0,0.018362861926854,0,0,0,0,0,0
X000858.SZ,0.162888196540592,0,0,0,0,0,0,0.143352784459037,0,0.0521057800161511,0.388711223443921,0,0,0,0,0,0.0237854771884309,0,0,0,0,0,0,0,0,0,0.00288775953297993,0,0.00719011735470195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204726554679953,0,0,0,0,0,0,0,0,0.0322786789786441,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.109229182662273,0,0.0653291011135119,0,0,0,0,0,0,0,0,0,0,0.0749577152457765,0.0114673605896539,0,0,0.0161045050471092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239783909106385,0,0,0.01104910174937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351620873241103,0,0,0,0,0,0,0,0,0,0.0185789459185468,0.102294211805484,0,0.0465594410978112,0,0,0,0.128454038639319,0,0,0,0,0,0,0,0,0,0,0,0.0785425891715557,0,0.0287739938806029,0,0,0,-0.00494637114584913,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.166336087748806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0408775754024382,0,0,0,0,0,0,0.0507273172654257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730920687992212,0,0,0,0,0,0,0.0199574901371281,0,0,0,0,0,0,0.056313847827206,0.0325320746108536,0,0,0,0,0.0554510370052521,0.0104698016836163,0,0,0,0.00892393191403931,0,0,0,0,0,0.105188102680178,0,0,0,0,0,-0.0298480266816129,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0925595852794663,0,0,0.012021642860674,0,0,0,0,0,0.160219260691848,0,0.0495239707683075,0,0,0,0,0,0.120610621068418,0.0146627350749699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662201203960588,0,0,0,0,0.0382699242379587,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.307472318497074,0,0,0,0,0,0,0,0.27509571039139,0.00969631583977656,0,0,0,0,0,0,0,0,0,0.0513606656733492,0,0,0,0,0,0,0,0,0.179061584997239,0,0,0.0250973115703295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00032884964581112,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0477349324940383,0,0,0,0.056031662939277,0,0.0185935087880998,0,0,0,0.472932828220292,0,0,0.0596351759383753,0,0,0.0349627104848603,0,0.0384053738547913,0.00207893874147927,0,0,0,0,0.129578025591913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00205354387129582,0,0,0,0,0,0,0
X000568.SZ,0,0.360272139472844,0,0,0,0,0,0.117195676386154,0,0,0.134429145803897,0,0,0,0,0,0.00862129760772694,0,0,0,0.0696836038229157,0.071914639890374,0,0,0,0,0,0,0,0.0462275707996303,0,0,0,0.0474353315858205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451475687484875,0.0101550874722374,0,0,0,0,0,0
X600809.SH,0,0.306259663058256,0,0,0,0,0,0.137813316798137,0,0.253313307995658,0,0,0,0,0,0,0,0,0,0,0,0.132619520815725,0,0,0,0,0,0,-0.0476911735545123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365911687011643,0,0,0,0,0,0
