,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600066.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002456.SZ,X002426.SZ,X002085.SZ,X002007.SZ,X002074.SZ,X300124.SZ,X000050.SZ,X600867.SH,X600089.SH,X002294.SZ,X002180.SZ,X000869.SZ,X000981.SZ,X002465.SZ,X601877.SH,X002508.SZ,X600498.SH,X600699.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0890983009970421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031853828958717,0,0,0,0,0,0,0.195566375421223,0.0253056447488276,0,0,0,0,0,0.0821748165421567,0,0,-0.0506844626439666,0,0.00259704570928636,0,0,0,0,0,-0.0973560786298033,0.0891920134556261,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.161401630219977,0.046968789446454,0,0,0,0.208165619698776,0,0,0,0,0,0,0.048575009051446,1.73472347597681e-18,0,0,0.00105098042633725,0,0.0360415435070969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156723085172934,0,0,0,-0.0504381646797755,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107546975479872,0,0.0794503588294573,0,0,0,0,0,0,0.00172975892854418,-1.0842021724855e-19,0,0,0,0.0766603706719632,0.0774748618460631,0,0,0,0.0371922364098367,0,0.0451056614246455,0,0,0,0,0,0,0,0,0.0232875785931017,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.154603226970222,0,0,0,0,0.0106591576522832,0,0,0,0,0,0,0.0605902282142632,0,0,0,0,0,0,0,0.0210189532063153,0,0,0,0,0.00344209830327384,0,0,0.00926465197780541,0,0,0.0541505591967189,0,0,0,0,0.195584620571099,0,0,0.0230206436076513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0839575161715148,0,0,0.470332689569715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052856932980565,0,-0.0209666490729749,0.0582784985899928,0,0,0,0,0,-0.0658251070880653,0,0,0,0,0,0,0,-0.083312812030998,0,0,0,0,0,0,0,0.109254656197254,0,0,-0.0233784406371712,0,0,0,0,0,0,0
X600276.SH,0,0.0562026110076303,0,0,0,0,0,0.0194334800815398,0.0156253519965654,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0383969972160718,0,0.0751646813743779,0,0,0,0,0,-0.0166203871674366,0,0,0,0,0,0.232140279411211,0,-0.00628214997501665,0,0,-0.0550648359370425,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036353245073307,0,0.0751238006060266,0,0.0448417316954715,0,0,0,0,0.146832421005997,0.099887400858668,0,0,0.0139400815660968,0,0.0981613370277083,0,0,0,0,0,0.0278025744304843,0,0,0,0,0,0,0,0,0,0.00341019200498243,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.23666368636333,0,0,0,0,0.129789201013866,0,0,0,0,0.0949092921043421,0,0,0,0,0.0932772490888259,0,0,0,0,0,0,0,0,0,0,0.00567616557660217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013493287969967,0,0,0,0,0,0,0,0.183417478880973,0,0,0.100736678706106,0,0.264018020395617,0,0,0,0,0,0,0,0,0,0.0215334203434677,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.119016532943207,0.016244000525672,0,0,0.158422493713511,0.0801279503433973,0,0,0,0,0,0,0,0,0,0,0.177196309866515,0.0708273131089139,0,0,0.0816611074985963,0,0,0,0,0,0,0,0,0.056729105375942,0,0,0.0153429406050836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.0567273452157488,0,0,0,0,-0.015878992391953,0,0,0.141743527740299,0,0,0,0.0663733858121876,0,0.0360721293112857,0,0,0,6.93889390390723e-18,0,0,0.150458205679979,0,0,0,0,0,0,-0.14335382563679,0,0,0,0,-0.0365852039767153,0,0.0472394812023153,0,0,0,0,-3.3881317890172e-21,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399885205514767,0.0351197451285394,0.0310092117279074,0,0.0111969445525951,0,0,0,0,0,0,0,0,0.0297561158743749,0,0,0.0489483915166049,0,0.0451893611349364,0.0636855287974863,0,0,0,0,0,0,0,0.024412284124052,0,0.0323826020119012,0,0.0692858308575237,0,0,-0.000729508482087599,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0966217595665384,0,0,0,0,0,0,0,0,0,0.179635905062723,0,0,0,0,0.0570183778972731,0,0,0,0,0,0.00769831635104007,0,0,0.0858757238766906,0,0,0.145730886647735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0.06035376314481,0,0,0,0,0,0.00946536515004921,0,0,0,0,-0.309809529731603,0,0.0956737964071258,0,0.0805453223060078,0,0,0,0,0,0,0,0,0,0,0.0777335488676855,0.114001762507109,0,0,0,0,0,0,0,0,0,0,0.16482871914314,0,0,0,0,0.0317017930451965,0,0,0,-0.0134622245805762,0.17836079437786,0,0,0,0,0,0
