,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X002241.SZ,X000338.SZ,X300142.SZ,X600703.SH,X002007.SZ,X600690.SH,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600584.SH,X601877.SH,X002129.SZ,X600741.SH,X600183.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002414.SZ,X000977.SZ,X000066.SZ,X300136.SZ,X000625.SZ,X002456.SZ,X002179.SZ,X002185.SZ,X002008.SZ,X600118.SH,X002463.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.2299512880501,0,0,0,0,0,0,0,0,0,0.0998686855006374,0,0,0,0,0,0.0472274892722004,0,0.0235086198322066,0,0,0,0,0,0,0.0696429563931447,0,0.0120538615963931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109799038737611,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.105537892647903,0,0,0,0.168937000442191,0,0.255615634457795,0,0.0806767137500968,0,0.0488221566841034,0.00831987294214511,0,0,0,0.0854227180463375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879574383076275,0,0,-0.00297573956443465,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0583519879754376,0.179922573872617,0,0,0,0,0.0466487933610799,0,0,0,0,0,0,0,0,0,0.0484068276587227,0,0,0.0202169347314323,0.101969574524424,0.0495643531534192,0,0,0,0,0,0,0,0,0.0131969361431125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181926658211693,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302025364722457,0,0,0,0.0128293781672944,0,0,0.0964146896115713,0,0,0,0.0467202905659663,0,0.0802577163585112,0,0.0324272038514112,0,0,0,0,0,0,0,0,0.0286214114916449,0,0.0977280350020775,0,0,0,0,0,0,0,0,0,-0.00307809804615651,-0.0290976263359721,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.181872346243865,0,0,0,0,0,0.0409474343251369,0,0,0,0,0,0,0,0,0,0,0.0719699579809317,0,0,0,0,0,0,0,0.191832257689527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652996812139521,0,-0.000922107964266773,-0.0136357985312917,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0112806336975302,0,0,0,0.0556613884695643,0,0.0413569400240846,0,0,0.0657085149182538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107919829304056,0,0,0.00368980246659035,0,0,0,0,0,0,0.0204391666045348,-0.0209364645642163,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039775378561678,0,0,0,0.0723680933313138,-0.0882594074250243,0,0,0,0,0,0,0,0,0,0,0,0,0.158808916940079,0.100209475847659,0,0,0.0932502710406027,0,0.0953409797929221,0.0360426936890152,0,0.0127986843187607,0.0384880104949792,0,0,0,0,0,0,-0.0128635658788383,0,0,0,0,0,0,0
X002304.SZ,0,0.243955038218295,0,0,0,0,0,0,0,0,0,0.397613535398789,0,0,0,0,0,0,0,0,0,0,0.0228087998200712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00880084672534965,0.00541682736164091,0,0,0,0,0,0
X000661.SZ,0,0,0,0.150928591933237,0,0,0,0,0,0,0,0,-0.0337592230574154,0.0649501658034893,0,0,0,0,0,0.124776475554108,0,0,0,0,0,0,0,0.116281462399262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050663563772423,0,0,0,0,0.107536828930582,0,0.0173445968222439,-0.0186960515827649,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.270688317081437,0,0,0,0,0,0.0650035447745806,0,0,0,0,0,0,0,0.0150504576045592,0,0,0,0,0,0,0,0.0222856896027623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170196530694415,0,0,0.0182621521364523,0,0,0,0,0,0,0
