,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600271.SH,X600031.SH,X600703.SH,X000100.SZ,X000559.SZ,X600066.SH,X600118.SH,X002236.SZ,X000157.SZ,X002292.SZ,X002475.SZ,X600372.SH,X600741.SH,X600089.SH,X000338.SZ,X002241.SZ,X000568.SZ,X300124.SZ,X600177.SH,X600839.SH,X002465.SZ,X002294.SZ,X600867.SH,X002074.SZ,X002085.SZ,X000869.SZ,X000977.SZ,X300003.SZ,X000800.SZ,X600525.SH,X002129.SZ,X600582.SH,X600498.SH,X000550.SZ,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.217212551159131,0,0,0,0,0.127039575732481,0,0.00696274067500824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106537328710317,0,0,0,0,0,0,0,0.0823090131057884,0,0,0,0.00271256260422831,0,0,0,0,0,0,0,0,0,0,-0.0157341536650033,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.201164353042983,0,0.239679403759649,0,0,0,0,0,0,0,0,0,0,0,0.198557116402119,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912959825529134,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182723206080081,0,0,0,0,0,0,0,0,0,0.0428038994159165,0.0494866037354623,0.0410435355696459,0,0,0,0,0,0,0.0446820553031966,-0.0725677482164951,0,0,0,0,0,0,0,0.00231862601136903,0,0,0,-0.0186960931184333,-0.0355450652810496,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163318144068731,0,0.134582369396515,0,0,0.0640099163561924,0,0,0.0104123903398718,0,0,0,0.199526001129726,0,0,0,0,0,0,0,0,0,0.0456682936086849,0,0,0,0,0,0,0,0,0,0.100550626604474,0,-0.0339846100149934,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.128622738055831,0.125685562849687,-0.116161712490589,0,0,-0.0199837872524967,0,0,0,0,0,0,-0.0892272651831297,0,0,0,0,0.180118025598649,0,0,0,0.174262962555319,0,0,0.0162075786217626,0,0,0,-0.0527830545149551,0,0,0,0,0.0234968351707142,0,0,0,0,0,0,0,-0.0661797987988208,-0.0595999872251381,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259178935262928,0.00347822260436227,0,0,0,0.0568255658972212,0,0,0,0,0,0,0,0.299572471561189,0,0,0.0122630180955528,0,0,0,0,0.0561163132503647,0,0.0179915817111412,0,0.0127541586622971,0,0,0,0,0,0,0,-0.0452288377018641,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.148535804920462,0,0,0,0,0,0.0291636816970822,0,0,0.122150885052131,0.0705965878475581,0.0438993813740581,0.0629988258924747,0,0,0,0,0,0.132613588107073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109675431536098,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.248912906850252,0,0,0.0255515920860281,0,0,0,0,0,0.193808960065554,-0.025524710647833,0,0,0,0,0,0,0,0,0,0,0,0.226258919652417,0,0,0,0.00493120864643,0,0,0,0,0,0,0,0,0.185905192388461,-0.112314898573528,0,0,0,0.0791713086594965,0,0,0,0,-0.128259013872994,-0.073385630716622,0.0651451361344072,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.129937790728838,0,0,0,0.219315586119687,0,0.0455385144733609,0,0,0.0901720386088863,0,0,0,0.32643470114636,0,0,0,0,0,0,0.0609042431996735,0,0,0,0.0291119987387519,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214931385029533,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.00704829436493599,0.0109331551042419,0,0,0.159147815121503,0,0,0,0,0,0,0,0.0430422971611677,0.185601849484141,0,0.259375117868029,0,0.0929331578837772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488546978945458,0,0,0,0,0,0,0
