,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X000100.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X600809.SH,X002008.SZ,X600487.SH,X600498.SH,X000596.SZ,X000661.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X600177.SH,X002456.SZ,X600089.SH,X600066.SH,X300146.SZ,X002506.SZ,X002180.SZ,X600522.SH,X600372.SH,X002129.SZ,X002508.SZ,X600867.SH,X300136.SZ,X000977.SZ,X600183.SH,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.129419546675484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428641579253772,0,0,0.112494273639469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550053040269885,0,0,0,0,0,0,0.0237793204190335,0.0827252660658681,0,0,0,0,-0.0406818137723681,0.0421694974372532,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015578387415994,0,0,0.0370933220473088,0,0,0,0.0921329081023633,0,0,0,0,0,0.0907131889131215,0,0,0.0179723801285034,0.21584893830694,0,0,0,0,0,0,0,0,0,0.0222459913288341,0,0,0,0,0.160817315294844,0,0,0.0133935095762862,-0.0630933904476685,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0695040384452971,0,0,0,0,0,0,0,0,0.0420482721501867,0,0,0,0.722970562299507,0,0,0,0.0602982288418646,0,0,0,0,0,-0.0565774117714111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359135031343792,-0.0133425544539909,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0641221194401216,0,0,0,0,0.14050231289882,0,0,0,0,0,0,0,0,0,0,0.0327432789616879,0.0267976608519285,0.0211093580549979,0,0,0,0,0.0147712306575472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113748893378319,0,0,-0.00416712779873341,0,0,0,0,0,0,0
X000858.SZ,0.041184113406245,0,0.0492447947807906,0,0,0.0267742980814915,0.0929026420217026,0,0,0,0,0,0.0154570572097048,0,0.30300180634421,0,0,0,0,0,0,0,0,0.0717986481821783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444819771887739,0,0,0,0,-0.00753286460948055,0,0,0,0,0,0,0
X600276.SH,0.124988170956817,0,0.115297423383501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413037501473749,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0105463031870275,0,0,0,0,-0.107886958347986,0,0.0454810072647394,0,0,0,0,0,0.0215132477873018,0.0289728793378946,0,0,0,0,0,0
X002304.SZ,0.0154324907922014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262063767442263,0,0,0,0,0,0.180487276162451,0,0,0,0,0,0,0.171259308571451,0,0,0,0,0,0,0,0,0,0,0.115654285224458,0,0,0,0,-0.0885319095483812,0.125046721916347,0,-0.0553908026072804,0,0,0,0,-0.0164143276195532,0,0,0,0,-0.0158822287936993,0,0
X600690.SH,0,0,0,0,0,0.08255969165502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643142388607169,0.0430752197870041,0,0,0,0.0329932307375823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146483366522363,0,0,0.076566823437981,0,0,0,0.014715791096313,-0.0258523501851935,0,0,0,0.00172678632693744,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.08921937409632,0,0,0,0,0.0164726868297677,0.113735229901426,0,0,0.0223806626089479,0.0394659679103748,0,0,0.0796495543851692,0,0,0,0,0,0,0,0,0,0,0,0,0.0131315392555829,0,0,0,0,0,0,0,0,0,0.0672339530523174,0.0483399756462109,0,0,0,0,-0.000669026791750277,0.0152230912868327,0,0,0,-1.0842021724855e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762414526567832,0,0,-6.93889390390723e-18,0,0,0,0,0,0.322187628989021,0.283665152451921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121581427700803,0,0,0,0,0.0128409955202543,-0.0213916944741738,0,0,0,0.0932150027686756,0,0
