,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600584.SH,X600372.SH,X600703.SH,X000977.SZ,X600183.SH,X600741.SH,X600066.SH,X600522.SH,X002236.SZ,X002028.SZ,X002049.SZ,X600418.SH,X601877.SH,X002180.SZ,X600487.SH,X000921.SZ,X002223.SZ,X000661.SZ,X000800.SZ,X601799.SH,X600460.SH,X002156.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.166200723307527,0,0,0,0,0,0.173944129985024,0,0.163334442799664,0,0,0,0,0,0,0,0,0.00493787034372732,0.0139719119438278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129202677595831,0,0,-0.0262325145409536,-0.110200754203421,0,-0.0198084178640077,0,0,0,0,0,0,0,-0.0210715766070353,-0.0638238519905663,0,0,0,0.00323884070461712,0,0
X000858.SZ,0.214931448388698,0,0,0,0,-0.0171733151904401,0,0,0,0.331211656888596,0,0,0,0,0,0,0,0.0762042318236347,0,0.0964803568078684,0,0,0,0,0,0,0,0,0,0,0,0,0.0634311282614839,0,0,0,0,0,0,0,0.00608860815759443,0,0,0.00931123938323597,0.0179917391762999,0,0,0,0.00586339475911254,0.0206398590926893,0,0,0,0,0,0,0.0319349284446854,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646010119375941,0,0,0,0,0,0,0,-0.045185100263805,0.176721928080648,0.48774628912281,0,0,0,0,0.0260405826490265,0,0,0,0,0,0.0375000128176707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836441363295763,0,0,0,-0.0522303367201186,0,0
X002415.SZ,0,0,0,0,0.103470009752277,0,0.0419199563052487,0,0,0,0,0,-0.0831737649971398,0,0.0654115960917822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978160728952068,0,0,0,0.24784863465462,0,0.0555637557235894,0,0.043208992464362,0,0,0,0,0,0,0,0,0,0.0797046283360871,0,0,0,-0.056331526294623,0,0,0.00349611773188224,0,0
X600276.SH,0,0,0,0,0,0,0.0355380771454116,0,0,0,0.106950862580105,0,0,0,0,0,0,0,0,0.116911748542232,0,0.135500014427677,0,0.0827068387364317,-0.0108978362091825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219704314524448,0,0,0,0,0.0691092192077114,0,0,0,0,0,0,0,0,0.0254542721220002,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.200451035590358,0,0,0,0,0,0,0,0,0,-0.0103086263754177,0,0,0,0,0,0,-0.129005298149406,0,0,0,0,0,0,0,0,0.107675482684209,0,0,0,0,-0.0929424033196538,0,0,0,0,0,0,0,0.151272008965381,0,0,-0.0909083470175429,0,0.0144682792418806,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134666086886145,0.0175841460798374,0,0,0,0.141066957935579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00383986806464247,0,0,0,0.209713715068786,0,0,0,0,0,0,0,0,0,0,-0.14884932608226,0,0,0,0,0
X600809.SH,0.0555538348197795,0,0,0,0,0,0.155785938310834,0,0,0,0.0251959648447372,0,0,0,0,0,0,0,0,0.445228305412349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230915090058123,0,0,0,0,0,0.0520004823821091,0,0,0,0,0,0.0206482353332483,0,0,0,0,0,0,-0.0121447933286108,0,0
X000651.SZ,0,0,0,0,0,0.0188865533428651,0.117275216486558,0,0,0.0466209846926658,0,0,-0.00592071493444469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085781885970331,0,0,0,0,0,0,0.00324790398636518,0,0,0,0,0,0,0,0,0.153278173334275,0,0,0,0,0,0,0,0,0.0219712886532796,0,0,0,0,0,0,0
X000568.SZ,0.204049729557555,0.493940386855272,0,0,0,0,0,0,0,0,0.0445108187767509,0,0,0,0,0,0,0,0,0.138120862018086,0,0,0,0,0,0,0,0,0,0,0,-0.00779096664862529,0,0,0,0,0,0,0,0,0,-0.0101583834449182,0,0,0,0,0,0,0,0,0,-0.0467690563569236,0,0,0,0,0.0140526763140429,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384726666359926,0,0,0,0,0,0,0,0,0,0,0.118653817506601,0,0,0,0,0,0,0,0,0,0.0148703574444039,0,0,0,0.0265336670263242,0,0,0,-0.0195864216028212,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.161792291928209,0,0,0,0,0,0,0,0,0,0,0.0582358435372382,0,0,0,0,0,0,0,0,0,-0.020525907206484,0,0.0611786228693696,0,0,0.00664096197240892,0,0,0,0,0,0,0,0,0.0152733911052208,0.0395735263625124,0.0347872217745989,0,-0.0064598005849956,0,0,0,0,0.0512570918823963,0,0
X000625.SZ,0,0,0,0,0,0,-0.103583428026823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242139924703082,0,0.0561051834959102,0,0,0,0,0,0,0,0,0,0,0,0,0.0595642989530374,0.233637897046681,0,0,0,0,0,0,0,0,0.0597441850498272,0,0.0583827759739465,0,0.034018723439377,0.00326727273388533,-0.00985687692071566,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.107329441109716,0,0.00521563098785178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606767888302272,0.00401999448683578,0,0,-0.0943653446607782,0,0,0.100928344095809,0.073109116283768,0,0,0,0,0,0,0,0,0.160705433574163,0,0,0,0,0,0.0592247625778831,0,0,0,0,0,0.0238203993030437,0,0,0,-0.00697870719464545,0,0
X600031.SH,-0.247516111871244,0,0,0,0,-0.0217206877578028,0.227776063337538,0,0,0,0,0,0,0.157626295587034,0,0,-0.187059983009587,0,0.212282922649756,0,0,0.00722907115357804,0,0,-0.0712911323280025,0,0.322297181546703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151863141360155,0,0,0,0,0,-0.0564713470354608,0.00339719791048356,0,0,0.0584526313562094,0,0,0,0.0353171146466247,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.225605113249057,0,0,0,0,0,0,0,0,0.0355949302487405,0.257163526094937,0,0.0481502726382457,0,0,0,0,0.117704715977552,0,0,0,0.0776716803184619,0,0,0,0.00725039039651394,0,0,0,0.199576681677377,0,0,-0.17645734187977,0,0,0,0,0.20433411601191,0,0,0,0.00704913907264172,-0.0169112765211949,0,0,0,-0.0229366104938299,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138382711167537,0,0,0,0,0,0,0,0.187849781413339,0,0,0,0,0,0,0,0.0139385768602911,0,0,0,0,0,0,0,0.0332044953051677,0,0.0646670340828617,0.0202251538271786,0,0.041365523869098,0,0,0,0,0,0,0
X002304.SZ,0,0.038604385355334,0,0.234555114709557,0.0371083222297767,0,0,0,0,0,0,0,0,0,0,0.0666523636489049,0,0,0,0.214502837385351,0,0,0,0,0,0,0,0,0,0,0,0,0.302087692335997,0,-0.0934160893584199,0,0,0,0,0,0,0,0.0947357731230487,0,0,0,0,0,0.0149337962720825,0.0248221304385722,0,0.0564032802492119,0,0,0,0,-1.0842021724855e-19,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313628370493122,0,0,0,0,0,0,0.0371011372311672,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0461890561276733,0,0,0,0,0,0.150816632043201,0,-0.181528810630178,0,0,0.269602085920579,0,0,0,0,0,0.0213637833893218,0,0,0,-0.0486350128995321,-0.0432266739235011,-0.190027535663088,0,0,-0.0574639635098448,0,0
X000596.SZ,0,0,0,0,0.0769327214456865,0,0,0.401311988406541,0,0.332879379112625,0.0367894471674273,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152320302821407,0,0,0,0,0,0,0,0,0,0,0,0,0.0377942764599459,0,0,0,-0.0297159823957894,0.126180630846067,0,0,0,0.0517771154023572,0,0.153862096804013,0,0,0,0,0,0,0,-0.00750463994989525,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491867857557479,0,0,0,0,0,0,0,0,0.134560493965363,0,0.0477791259543457,8.67361737988404e-19,0,0,0,0.0280497031287286,0,0,-0.176888279914134,0,0.0090226432486285,0,0,0,0,0,0,0,0,0,0.326795379718212,0,0,0,0.0586037740611247,-0.0636391936206734,0,0,0,0,-0.0483400332466291,0,0
X300014.SZ,0,0,0.125740892988711,0,0.230889255801644,-0.22874702993262,0,0,0,0,0,0,0,0,0.0198093637885375,0,0,0,0,0.15535607063644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146121735385468,0,0,-0.0134442936098246,1.73472347597681e-18,0,0.0125008836179082,-0.166642988475888,0,0,0,0,0,0.00709798655825591,0,0
X002241.SZ,0,0,0.349387159237467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188960388067241,0,0,0,0,0.0959720315016015,0,0,0,0,0,0,0,0,0.0790019681171931,0,0,0,0,0,0,0,0,0,0.0221864188425695,0,0,0,0,0,0.0493640003729775,0,0,0,0,0,0,0,0,0,0.00117571394703856,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391430762100935,0.138542165853404,0,0,0,0,0,0,0.0570223360607929,0,0,0,0,0,0,0,0,0,0,0,-0.019504703289352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014998723669972,0.0230286556830894,0.133075523610524,-0.291967383592057,0.0149591371783185,0.0843495310987198,-0.0808214752984334,0,0,-0.00897410735479602,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,-0.139708869110793,0,0,0,0,0.0269280907819492,0,0,0,0,-0.0532776257128324,0,0,0.150714319530136,0,0,0,0,0.195325623748409,0,0,0.189390938003261,0.255014542474141,0,0,0,0,0.0125118756225477,0,0,0,0,0,0.0759920382919736,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114067703550335,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322248245075875,0,0,0,0,0.0844710832076692,0,0,0,0,0,0,0,0.0478004226202067,0.130475761411944,0,0,0,0,0,0,0.135501810992406,0,0.0630102309690997,0,0,0.345802967612708,0,0,0,0,0,0,0,0.0580308030454923,0,0,-0.110975146808147,0,0,0,0,0,-0.00442736845959289,0,0
