,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600276.SH,X600690.SH,X600372.SH,X000338.SZ,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X600118.SH,X000559.SZ,X000623.SZ,X000581.SZ,X000550.SZ,X002236.SZ,X000568.SZ,X600066.SH,X600271.SH,X000050.SZ,X002475.SZ,X002294.SZ,X300124.SZ,X600177.SH,X600839.SH,X000869.SZ,X002129.SZ,X002456.SZ,X000800.SZ,X002465.SZ,X000400.SZ,X002292.SZ,X300003.SZ,X002007.SZ,X600252.SH,X600435.SH,X002038.SZ,X600809.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.104811405615163,0,0,0.112319672505207,0,0,0,0,0,0,0.33592680608281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446467912012578,0.0203011065340645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251003188229611,0.000445277373386918,0,0,0,-0.0207271020036851,0,0
X600519.SH,0,0,0.0289151508235418,0.038669507642279,0,0,0.188703125421212,0.231236959759106,0,0,0,0.0717597069124238,0,0,0,0.101251993578635,0,0,0.0332358252831311,0,0,0.0960476129914198,0,0,0,0,0,0,0,0,0,0,0,0,0.0305164712119271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673111559530822,-0.0485579382592927,0,0,0,0,0,0
X000651.SZ,0,0,0,0.00762609290955037,0,0,0,0,0,0,0,0.175828668491335,-4.33680868994202e-19,0.090371949858603,0,0.0299992006141914,0.0648720655109319,0,0,0,0,0,0,0.0516521083120718,0,0,0,0,0,0,0,0,0,0,0.127445539601048,0.0157630949666478,0,0.131313831815645,0,0,0.0504432573750429,0,0,0,0,0,0,0,0,0,0,-0.011605763363651,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388102151469017,0,0,0,0,0,0,0,0,0,0.0652079027560724,0,0,0,0,0.105919991205803,0.015839825944393,0,0,0,0,0.0778783972803863,0,0,0,0.0320733555363552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0.0546671542463459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623366304533318,0,0,0,0.191859967246923,0,0,0,0,0.219484173372431,0,0,0,0,0,0,0,0,0,0.135918308900508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326208424406254,0,0,0,0,0,0,0
X000625.SZ,0.361440522246243,0,0.0793139803966496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688086908196998,0,0,0,0.0147288921960332,0,0.0745080056591482,0,0,0.0294541020843117,0,0,0,0,0,0,0,0,0,0,0,0,0.0749709317007018,0.0524002801620734,0,0,0,0.0343512029034131,0,0,0,0,0,0,0,-0.00740612351199039,0,0,0,0,0,0
X000858.SZ,0,0.0368840436475941,0.0964591325693875,0,0,0,0,0.0821418792095329,0,0,0,0.080429615856364,0,0.0204220289982472,0,-1.73472347597681e-18,0,0,0,0.0128590544918448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302491370855633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913598974805356,0.0131145080465179,0,-0.00143288191547254,0.0217265428852605,0,0,0,0,0,0
X002304.SZ,0,0.0118061051243951,0,0,0,0,0.202489929137999,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0544462154144331,0,0,0,-0.043384762145916,0,0,0,0,0,0,-0.0313089145703714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130799616347781,0.255099809133141,0,0,-0.0145681340400593,0.0165130665948151,0,0,0,0,0,0
X600031.SH,0.128897921028152,0,0,0,0,0,0,0,0,0,0,0.131279472183709,0,0,0.762998005224466,0,0,0,0,0.0162309400369791,0,0,0,0.0315843247239262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626361866202599,-0.0174142917427211,-0.0211569191470207,0,0,0,0,0
X000063.SZ,0.221389828063096,0,0,0,0,0,0,0,0.0742902084837362,0,0,0,0,0,0,0,0,0,0.194451557501498,0,0,0,0,0,0,0,0.008969312771346,0,0,0,0,0,0,0,0.0708081157009452,0,0,0.00507211145841749,0,0,0,0,0,0,0.0444387885074672,0,0,0,0,0,0,0,0.00589498092028567,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0267118164397554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127820281801193,0,0,0.0452367310331594,0,0,0,0,0,0,0,0,0,0,0.123085406035905,0,0,0,0,0,0.0334726008178888,0.206367461489514,0,0,0,0,0,0,0.0163138444331822,0.00866465574565012,0,0,0,-0.0228045479997762,0,0
X600690.SH,0,0.157526956047976,0,0,0,0,0,0,0.177075898986292,0,0,0,0,0,0,0,0,0.130451523416681,0,0.252726842796907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364855719121027,0,0,0,0,0.213270749649323,0,0,0,0.0697046302166015,0,0,0,0,0,0
X600372.SH,0,-0.0194610221175122,0,0,0,0.0240629093917442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226532003798156,0,0,0,0,-0.160878622199794,0,0,0,0,0.104651534015023,0,0,-0.0455588736348491,0.305542317730399,0,0,0.185594406256638,0,0,0,-0.115064477908469,0,0.21657802438473,0,-1.73472347597681e-18,0,0,-0.0288346802207245,0.0600108334293297,0,0,0,0,0,0
X000338.SZ,0,0,0.0535764636441726,0,0,0,0,0,0,0,0,0.213713545722963,0,0,0,0,0,0,0,0.000441709902825399,0,0,-0.00677920133822954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110863496139771,0,0,-0.0789480467291411,0,0,0,-0.00467589294370377,0,0.108491499726851,-0.0484319405333767,0,0,0,0,-0.0151639318838812,-0.00660476536558315,0,0,0,0,0,0
X000157.SZ,0,0,0.138305410347807,0,0,0,0,0,0.0417572118499298,0,0,0,0,0,0,0.0502040125000625,0,0.00146930493583828,0,0,0,0,0,0,0,0,0.0544405694585857,0,0,0.14666377445118,0,0,0,0,0,0.0801598591493188,0,0,0,0,0,0,0,0,0.000471615290781205,0,0,0,0,-4.33680868994202e-19,0,0,-0.00937761938012721,0,0,0,0,0,0
X600741.SH,0.132297626741293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163757578792561,0,0,0.0709958538400675,0,0,0,0,0.0349141684377516,0.045816430433459,0,0,0.0030040725264286,0,0,0,0.0282536147361213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161958403242087,0,0,0,0,0,-0.018430405227172,-0.00387317750132083,0,0,0,0,0,0
