,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X003816.SZ,X600809.SH,X002241.SZ,X600703.SH,X000338.SZ,X300142.SZ,X000596.SZ,X002007.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X002236.SZ,X601877.SH,X300003.SZ,X000157.SZ,X000800.SZ,X600183.SH,X002414.SZ,X000066.SZ,X000625.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X002508.SZ,X002463.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.192176928291396,0,0,0,0,0,0,0,0.0840012799867658,0,0,0,0,0,0,0.0530506810697551,0,0,0,0.0801183861927803,0,0,0,0,0,0.0283298092494129,0,0.027977571313863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.205456072382338,0,0.163823245268507,0,0,0,0,0,0.306541152463779,0.11440641096425,0.0120707091452702,0,0,0.0776753140231771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377871707905542,0,-0.0069732894102729,0.00251308208238708,0,0,0,0,0,0
X600276.SH,0,0.0228173145760839,0,0,0,0,0,0,0.239439828602212,0.0229644907543907,0,0,0,0,0,0,0.0488592597049558,0.0284583049489523,0,0,0,0,0,0,0,0,0.0524993584319729,0,0,0.0207249705084615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00433318011100766,-0.0036119464219178,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303250649273675,0,0,0,0.0474647891287472,0.0370946784470898,0,0,0,0,0.00393587916733148,0,0.108816333279778,0.0788925296655583,0,0,0,0,0,0,0,0.0596096430011679,0,0,0,0.0335171544579595,0,0,0,0.0296326649142846,0,0,0,0,0,0,-0.026636286335571,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.125221282189619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912056575436913,0,0,0,0.174007144321925,0,0,0,0,0,0,0,0,0,0.0518561393502231,0,0,0,0,-0.0135977950863631,0.0664458497996339,0,0,0.116946585026678,0,0,-0.0163263007934743,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0739815196370373,0,0,0,-0.0187143483219484,0.057943321041039,0.0449193326622261,0,0.051061928767362,0.123746437611875,0,0,0.00133549706255723,0,0.0251756373299745,0,0,0,0,0,0,0.0504406828805407,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078572277414422,0,0,0,0,0.0173237876334014,0.0626633676537297,0,0,0,0,-0.00869019584788905,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365190342610485,-0.00468196424507596,0,0,0,-0.0935745350251332,0,0,0,0,0,0,0.0445016284725962,0.0123853545884562,0,0,0.00500446394872019,0.163037104032833,0,0.0911991516543071,0.132213989291549,0,0,0,0,0,0,0.0119231342106669,0.0702145012595644,0,0,0,0,-0.0150859730789898,0.0105087477719792,0,0,0,0,0,0
X002304.SZ,0,0.145371030253177,0,0,0,0,0,0,0,0.318172865080185,0,0,0,0,0,0,0,0,0,0.012845305919992,0.0805413705173759,0,0.00652400304924684,0,0,0,0.0624003961362783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257373517123066,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.181020091964767,0,0,0,0,0,0,0,0,0,0,0,0,0.0403933194748216,0,0,0,0,0.254235658959499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531593693871227,0,0,0,0,0.0105311827049319,-0.0220241266510185,0,0,0,0,0,0
X000568.SZ,0,0.536556454681276,0,0,0,0,0,0.133273525575137,0,0,0,0,0,0,0,0.00439230027285613,0,0,0,-8.67361737988404e-19,0.050452659361583,0,0,0,0,0,0,0,0.0486343874547477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110507946069157,0,0,0,0,0,0,0
