,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000625.SZ,X002008.SZ,X600487.SH,X600809.SH,X601877.SH,X002241.SZ,X000100.SZ,X002508.SZ,X600066.SH,X002456.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X600089.SH,X000596.SZ,X600177.SH,X000157.SZ,X300136.SZ,X600566.SH,X002085.SZ,X000661.SZ,X000981.SZ,X600498.SH,X600699.SH,X300142.SZ,X002179.SZ,X600118.SH,X002129.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.127687010301836,0,0,0.641801776073804,0,0.159849703545433,0.00363225260351407,0,0,0,0,0,-0.0401663122897893,0,0,0,0,0,0,0,0,-0.00618388454948418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160983546756585,0,0,0,0,0,0.00134901213961555,0,-0.00627256380247281,0.0203550111601981,0,0,0,0,0,0
X600104.SH,0,0,0,0.0743916864089564,0,0,0,0,0,0.0435534036735297,0,0,0.126149769033633,0,0,0,0.0337939279067994,0,0,0,0,0,0,0,0,0,0.0691690115892023,0,0,0,0,0,0,0,0,0,0,0.0437539165869748,0,0,0,0,0,0,0.102548515372107,0,0,0,0.0683185507676172,0,0,-0.0175310005416177,0.0143262320517278,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.128275126263562,0.0655214580181774,0,0,0.14995578931034,0,0,0,0,0.332792577284014,0.157147869102777,0,0.0191328286345957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471671260657344,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235174399003242,-0.00579471852601409,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.564672965006469,0,0,0,0.0432090281719813,0,0,0,0,0,0.0731206266078246,0,0,0,0.0312728461163939,0,0,0,0,0,0.0304108311563988,0,0,0,0,-0.0484710124995176,0,0,0,0,0,0,0,0,0,0,0.121201911346012,0,0,0,0.00178521072717724,0,0,0,0,0,0,-0.00211438949215781,0.0243572659620466,0,0,0,0,0,0
X000858.SZ,0.226039017924508,0,0,0.340715595648324,0,0,0,0,0,0,0,0.326418242910233,0,0,0,0,0,0,0.0564687470401143,0,0.0227488629571966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137183001842116,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00544663636560742,0.004774366023734,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.459060171802835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184233093362639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240867575456791,0,-0.0441419998224958,0.0531976970936072,0,0,0,0,0,0
X600276.SH,0.0131142731868271,0,0.163472584037969,0,0,0,0,0,0,-1.38777878078145e-17,0.181858310606231,0.203420162115689,0,0,0,0.0751195958869279,0,0,0,0,0,0,0,0,0,0,-0.143613225799894,0,0,0,0,0,0,0,0.0375088114529059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118285321194835,0.0339452852588581,0,0,0,0,0,0
X002304.SZ,0.178588190132903,0,0,0,0.296778569540971,0,0,0,0,0,0.029431710059543,0.0284311829222074,0,0,0,0,0,0,0,0,0,0,0,0,0.178988277728586,0,0,0,0,0,0,0,0,0,0.0102177486917239,0,0,0,0.0873516585224998,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0118425847629883,0.0245697211225643,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.287822781317333,0,0,0,0,0,0,0,0,0,0,0,0,0.198949909107498,0,0,0,0.0778793808506875,0,0,0,0,0,0,0,0.0177220268667057,0.135508019622379,0.181420835236007,0,0,0,0,0,0,0,0,0,0.218508678353344,0,0,0,0,0,0,0,0,0.000646604115046543,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.215782300838976,0.192641500141392,0,0,0,0,0,0,0,0.0565573071235956,0,0,0,0,0,0.234244405258807,0,0,0,0,0.0791851640250174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017572971955912,0,0,0,-0.00815361344882655,0.012973749985623,0,0,0,0,0,0
