,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X000100.SZ,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X601877.SH,X000550.SZ,X000581.SZ,X002236.SZ,X600177.SH,X002475.SZ,X600582.SH,X000800.SZ,X000568.SZ,X000623.SZ,X002129.SZ,X000559.SZ,X300124.SZ,X600060.SH,X002294.SZ,X000050.SZ,X000977.SZ,X002456.SZ,X000869.SZ,X000400.SZ,X002465.SZ,X300146.SZ,X002292.SZ,X300003.SZ,X600839.SH,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.107166963145393,0,0,0,0,0.142022576980216,0.11308064560861,0,0,0,0,0.17962581459534,0,0,0.0524625941064738,0,0,0,0,0,0,0,0.0763118279886439,0,0,0.11660597577538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0.129381141601516,0,-0.0669905760427852,0,0.0817227190315737,0.261399929320455,0,0,0,0,0.0390350067741187,0,0,0,0,0,0,0,0,0,0,0.100310628350561,0,0,0,0,-0.0159204611092092,0,-0.000680183799350691,-8.67361737988404e-19,0.0127533595063097,0,0,0,0.00946824777656425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.039208881819838,0,0,0.214684239255587,0.00270292619360716,0.162156708064325,0,0,0,0,0,0.0681897487532507,0,0,0,0,0,0,0,0,0,0.0735539470193922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867892282481028,0,0,0,0,0,0,0,0,0,0,0,0,0.139469760088891,0,0,0,-0.00772654777234046,0,0,0,0,0,0
X000725.SZ,0,0,0.00637592993211468,0,0,0,0,0,0,0,0,0.121046980573232,0,0,0.0711325783255568,0.195458387706103,0.0211850792414537,0,0,0,0,0.0344557631512144,0.113300805713279,0,0,0,0,0.100496741876376,0,0,0.0941172006083115,0.0563093338248873,0.0744713411667114,0,0,0,0,0,0,0,0,0,0,0.0567741672064658,0,0,0,0.138860486271799,0,0,0,0,0.00252242939533498,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.312973634182015,0,0,0,0,0,0.0276607969876611,0,0,0,0,0,0,0,0,0.11003200097871,0,0,0,0.0837837484616353,0,0.164798885747071,-0.0629963648544152,0,0,0.0524160129286342,0,0,0,0,0.0656599555963373,0,0,0,0,0,0,0.0745544225504999,0,0,0.0823839703805268,0,0,0,0,0,0.000877225218096161,-0.000110054735440861,0,0,0,0,0,0
X000625.SZ,0.259769723099558,0,0,0.071472247856137,0.122670929474084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316638725287745,0,0,0,0,0,0,0,0.138397009848879,0,0,0,0,0,0,0,0,0,0,0.0144730145964692,0,0,0,0,0,0,0,-0.0191360620335133,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.39650348788337,0.0414961706660014,0.0370047656186996,0,0,0,0,0,0,0,0,0,0,0.0876833212454113,-0.0699666505797927,0,0,0,0,4.33680868994202e-19,0.0630498872920017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103387908132933,0.419765287450892,0,0,0,0,-0.0835004945632107,0,0,0,0,0,-0.00393483938532482,0,0,0,0,0,0
X000858.SZ,0,0,0.0432086309331031,0.0795480822992579,0,0,0,0,0,0,0,0.119673660413509,0.0640314639978338,0.124416865598481,0,0.191223425062131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385336751051574,0,0,0,0,0,0,0,0,-0.0412627481810617,0,0,0,0,0,0,0,0,0,0,0,0,-0.00245654437341315,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0799393852314674,0.00117598405234839,0,0.193594529905997,0,0,0,0,0.0404656806722987,0.00360592468055594,0,0,0,0,0,0,0,0.0660342577857658,0,0,0.0103587919569482,0,0.12314937768356,0,0,0,0.0480837532925016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00644280836258495,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.199064520887599,0,0.00809569398773693,0,-0.0961627532481072,0,0,0,0,0,0,0,0,0,0.0665577996675253,0,0.0696162745827541,0.0396877135875283,0,0,0,0,0.00230514623374203,0,0,0.00681130380925112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0
