,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X600703.SH,X002007.SZ,X000100.SZ,X300142.SZ,X000157.SZ,X002236.SZ,X600271.SH,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X600183.SH,X600498.SH,X600487.SH,X600177.SH,X000977.SZ,X600867.SH,X002371.SZ,X002241.SZ,X300014.SZ,X600066.SH,X000050.SZ,X000066.SZ,X600522.SH,X300146.SZ,X600776.SH,X600118.SH,X600372.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.217944752450087,0,0,0,0,0,0,0,0.0477875806607644,0,0,0.0553779605257965,0,0.0331849817856381,0,0,0,0,0,0,0,0.0870750203172314,0,0.0791412295427769,0,0,0,0,0,0,0,0,0,0.0448658719028137,0,0,0,0,0.0104401184584544,0,0,0,0,0,0,0,0,0,0,0,-0.0102537064030002,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.109051002429699,0.148643738697175,0,0.509726498428706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708961044147995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258236805078468,0,0
X000651.SZ,0,0,0,0,0,0,0.285081686043986,0.0941982096650023,0,0,0,0.200609395681561,0.138117577082555,0,0.0259129322065242,0,0,0.0632255842925292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143155942536454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451703096932471,0,0,0,0,0,0
X600104.SH,0,0,0.0701675494466829,0,0,0,0,0,0,0,0,0,0.0203996705850203,0,0.229652328362104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256638509855741,0,0,0,0,0,0,0,0,0,0.0105479293126576,0,0,0,0,0,0,0,0,0,0,-0.00501715183396894,0,0,0,0,0.0040354423150138,0,0
X600276.SH,0,0,0.0669801716942804,0,0,0,0,0,0,0,0,0,0.24637850916939,0,0,0,0,0.109673406271497,0,0,0,0,0.0888832872309436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311269983708609,0,0,0.0686294452686885,0,0,-0.0020005288933147,0,0.0398650711646094,-0.0238476727956591,0,0,0.0177738150274348,0.112006185458191,-0.022256912243422,0,0,0,0,0,0,0
X002415.SZ,0,-0.0101672086704076,0,0,0,0,0,0,0,0,0,0,0.332225221139153,0,0,0,0,0,0,-0.0724971208744902,0,0,0,0,0.583674464872392,0,0,0,0,-0.0229276605675486,0.055964683442754,0,0,0,0.145136819128068,0,-0.129074172578114,0,0,0,0,0,0,0,0,0,0,-0.0242443341224046,0,0,0,0.00623907301328692,0,0,0,0,0.0253361222305944,0,0
X002304.SZ,0,0.160143586464194,0.209364759524745,0,0,0,0,0,0,0,0,0,0,0,0,0.11142662907438,0.167143976221267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656884403957145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215310228204249,-0.0310911766017545,0,0,0,0,0,0
X000063.SZ,0,0,0.307028573775406,0,0,0,0,0,0,0,0,0,0.159106400272863,0,0,0,0,0,0,0.0584897580531507,0,0,0,0,0,0,0,0,0,0,0,0.0396043047278485,0.0794905788229213,0,0,0,0,0,0,0,0.0473154086744145,0,0,0,0,0,0.22781341022054,0,0,0,0,0,-0.0582130748277867,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296507208042162,0,0,0,0,0,0.0490844027013858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824923942570313,0,0.0948957633998103,0,0,0,0,0,0.356552884070342,0.0393257699256432,0,0,0,0,0,0.056724767452164,0,-0.00256928370436141,0,0,0,0,0.0110760034177188,0,0
X000568.SZ,0,0.206634895520566,0,0,0,0,0,0.010664829067266,0,0,0,0,0,0,0,0.27034279151945,0.00798384593507332,0,0,0.0807962426704871,0,0,0,0,0,0,0,0,0,0,0.0954502737059487,0,0,0,0,0,0,0,0,0.106956171069954,0.0519230351157095,0,0,0,0,0,0,0,0,0,0,0,-0.037477656262145,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.100317335191508,0,0,0,0,0,0.0204751177908952,0,0.104111098006553,0.0864578250408191,0,0.106935316644883,0,0,0,0,0,0.0553922829398681,0,8.56391758418673e-05,0,0,0,0.111646929441482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369022494025439,0,0
X600031.SH,0,0.0786558651773695,0.152612572612281,0,0,0,0,0,0,0,0,0,0,0.253922057289798,0,0,0.126483494464762,0,0,0,0,0,0.034169647648773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216799214713038,0,0.019750134336475,0,0,0,0,0,-0.00461332945535459,0.020291643551051,0,0,0,0.0485210733214208,0,0
X002475.SZ,0.0189939258451682,0.0777285978663275,0,0,0,0.26310184144964,0,0.0733590750336402,0,0,0,0,0,0,0.150477117078488,0,0,0,0,0.187265048697542,0,0,0,0,0,0,0,0,0.235576968434443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263215990028143,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.132420452100688,0,0.354459736318881,0,0,0,0,0,0,0,0,0,0,0.0179253665670888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738880329248011,0,0.0134291029874852,0.108742396548493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598537749670968,0,0
X600741.SH,0,0,0.299784597123928,0,0,0,0,0,0,0,0.0722354959088448,0,0.165683468884708,0,0,0,0,0,0,0.0510907257284788,0,0,0,0,0,0,0,0,0.111841299918645,0,0,0.0305132111381732,0,0,0.0462215261037398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553487108832729,0,-0.0129485582747925,0,0,0,0,0.0134214209884881,0,0
X600809.SH,0,0.353390708812032,0,0,0,0,0,0,0,0.0501446389763874,0,0,0,0.0717120917810058,0,0,0.136245588913114,0,0,0.0133671278952884,0,0,0.0219670938764322,0,0.015997664341036,0,0,0,0,0,0,0,0,0,0,0,0.0490962822415094,0,0,0,0,0.0807116098831697,0,0,0,0,0,0,0,0,0,-0.00926674837236806,0,0,0,0,0.043420913750154,0,0
X000596.SZ,0,0.0725125308682467,0,0,0,0,0,0,0,0.262774087998499,0,0,0,0,0,0.350936766202675,0,0,0,0,0,0,0,0,0.0164358879830546,0,0,0,0,0,0,0,0,0,0,0,0.021787841032834,0,0,0.136433790577838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251509939654618,0,0,0,0.0372982381154915,0,0
X000661.SZ,0,0,0.0841872381475382,0,0.273157249958578,0,0,0,0,0,0,0,0,0,0,0,0.212117429634883,0,0,0,0.0238225519760285,0,0,0,0,0,0,0,0,0,0,0.0143971588294972,0,0,0,0,0,0.0478295399070579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879123557077938,0.0043912336538459,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.126207473724834,0,0,0,0,0,0,0,0.125010091937032,0,0,0,0,0,0,0,0,0,0.053777180256383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211690623867008,0.0972446251741976,0,2.71050543121376e-20,0,0,0,0,0,0,-0.00837814834784279,-0.0055032941502324,0,0,0,0.00456851961132107,0,0
X600703.SH,0,0,0,0,0,0,-0.649190531575634,0,0,0,0,0,0.543438267734522,0,0,0,0,0,0,0,0.24832783751907,0,0,0,0,0,0,0,0,0,0.393591472520258,0.014102659487921,0,0,0,0,0,0,0.0575948235536127,0,0,0,0,-0.107818240956576,0,0,0,0.150393705692243,0,0,0.241975698460211,-0.0272002252620819,0,0.426646198638405,0,0,0.0114790314455905,0,0
X002007.SZ,0,0.00422280126163024,0,0,0.413617972600821,0,0,0,0,0,0,0,0.151807637763616,0,0,0,0,0,0.0659546424918154,0,0,0,0.197820178517188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018072819352074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109316431939668,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0352358822675905,0,0,0,0,0,0.112338376380957,0,0,0,0,0,0,0,0,0.053871189256464,0,0.0280084526809021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989503112355899,0.0727769707617869,0,0,0,0.0520987373373775,0,0.00438425914418201,0,-0.0116364714453322,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0.142811010609684,0,0,0,0.0845185293053241,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00655525695324074,0,0,0,0,0,0,0,0.205727057329911,0,0,0,0,0.145532526767888,0,0.0100434569062316,0,0,0,0,0,0,0.0974895431013981,0,0,0,0,0,0,0,0,0,0.0109166843377664,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.0398414525034492,0,0.0829183217464199,0,0.0903528098791363,0.101235730958518,0,0.10514335176546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124161626420906,0,0,0.0399040280361526,0.0683303192770328,0,0,0.0205710687742598,0,0,0,0,0,0,-0.0290331738788079,0,0,0,0,-0.018910129542261,0,0
X002236.SZ,0,0,0,0,0,0.453054308126535,0,0.071230813898765,0,0.0788654185928988,0,0,0,0.00433023404110184,0,0,0,0,0,0.0472498996961472,0,0,0,0,0,0,0,0,0,0,0,0.084015639117862,0,0,0,0,0,0,0,0.198493938056368,0.0204917100117124,0,0,0,0,0,0,0,0,0,0,0.00183836476006706,-0.066897119296066,0,0,0,0,0,0
X600271.SH,0,0.029798553354222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021389066473275,0,0,0,0.0795430058710071,0,0,0,0.00242427315184334,0,0,0,0,0,0.0445778296108631,0,0.0628310409019967,0,0.0944317088962628,0,0.0222831263722848,0,0,0.26793887160822,0,0,0,-0.0153539744984381,0,0,0,0,0.0303175567252124,0,0
