,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X600703.SH,X000157.SZ,X600741.SH,X002236.SZ,X600089.SH,X000100.SZ,X002475.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X601877.SH,X600066.SH,X000550.SZ,X002294.SZ,X600271.SH,X002129.SZ,X000568.SZ,X002456.SZ,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X000400.SZ,X600839.SH,X000800.SZ,X000869.SZ,X002049.SZ,X002038.SZ,X000977.SZ,X600566.SH,X002008.SZ,X000623.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.00528743498611783,0.0886098207781354,0,0,0,0,0.01125250113018,0.122084147936184,0,0,0,0,0,0.250573046786604,0,0,0,0,0,0,0,0.0514489784060715,0,0,0,0,0,0.0243658788350116,0,0.0266012561535892,0,0,0,0,0.165484965034219,0,-1.73472347597681e-18,0,0,0,0,0,0.0571310690472251,0,0,0,0,0.0109762422373278,0,0,0,0,0,0,0
X600519.SH,0.10711560413711,0,0,0,0,0,0.21004803091239,0.150706516073045,0,0,0,0,0,0,0,0,0,0,-0.00846645161768703,0,0,0,0,0.0487285050688425,0,0,0,0,0,0,0,-0.0338588185618494,0,0,0,0,0,0,0,-0.0160956426836264,0,0,0,0,0,0,0,0,0,0,0,-0.0119331916627965,0.00702102694104495,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131319768503327,-0.0204980256055198,0,0,0,0,0,0,0.0480075352298316,0,0,0,0,0,0,0,0,0.128321669826913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119762874381181,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.145078377149093,0,0,0,0.205620303950573,0,0,0,0,0,0.0624070355211575,-0.0146735419652093,0,0.0300820810309753,0,0,0,0,-0.0369100203912349,0,0,0,0,0,0,0.0283274470958912,0,0,0,0,0,0,0,0,0.0874010113799102,-0.0179807341791993,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.00703536287446071,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.11212123043298,0,0,0,0,0,0,0,0.310598939110363,0,0,0,0,0.0494599954004337,0,0,0,0,-0.0197262097368401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909062477366159,0,0,0.0529238151360564,0,0,0,0,-0.0134830314084112,0.041109543051486,0,0,0,0,0,0
X000625.SZ,0.235497081606425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134324449247197,0,0.112638406021408,0,0,0,0,0,0,0.100342700231827,0,0,0,0,0,0,0.00401705615238892,0,0.0226480644342829,0,0,0,0,0,0,0,0,0,0,0,0,0.062782404261008,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0712207338614761,0,0,0,0,0,0,0,0,0,0.0694546536678797,0,0,0,0,0,0,0.0971562127526606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287455436791037,0,0,0,0,0.0563794592216616,0,0,0,0.159868967578906,0,0,0,0,0,0,0,0,0,0.00293129978309697,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.341028942951505,0,0,0,0,0,0,0,0,0,0,0.181573220714763,0,0,0,0,0,-0.0925032357497194,0,0,0,0,0,0,0,0,0.203263017143746,0,0,0,0,-0.0164985849787084,0,0,0,0.0909167422241661,0,0.0541609421710161,0,-0.0342737874886024,0,0,0,0,0,0.00225306869389812,-0.0034945779641978,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136237457612187,0,0,0.0278879506865855,0,0,0.0211115411543074,0,0,0,0.114970415124377,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883093484601243,0,0,0,0,0,0,0,0,0.0883419678067808,0,0,0.0178616202274201,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0806255604996326,0.072788288885546,0,0,0,0,0.0555793118245897,0,0,0,0,0,0,0,0.0660326645118155,0,0,0,0,0.0113228573332288,0,0,0,0,0,0,0,0,0,0.0928373897485065,0,0,0.0754320939529598,0.000826806442106044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866751315276313,0,0,0,0,0,0,0
