,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X600741.SH,X002007.SZ,X300003.SZ,X600183.SH,X002371.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X000977.SZ,X002241.SZ,X601877.SH,X000625.SZ,X300142.SZ,X002236.SZ,X000157.SZ,X300124.SZ,X002463.SZ,X002129.SZ,X600498.SH,X002179.SZ,X002456.SZ,X002223.SZ,X600271.SH,X000066.SZ,X600118.SH,X300136.SZ,X600177.SH,X002414.SZ,X600487.SH,X600584.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.390251155706038,0.108720060451835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143020751603921,0,0,0,0.0406265151000869,-0.0470470528055602,0,0,0.0466830729745011,0,0,0,0,0,0,0,0,0,0,0,0.0435046017282697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107390215581758,-0.0120508620856167,0,0,0,0,0,0,0
X000858.SZ,0.0248982741056205,0,0,0,0,0.0636163343733612,0,0,0,0.0732345352228659,0,0,0.105147043123849,0.381927496772103,0,0,0,0,0,0,0,0,0,0.195761505211148,0,0,0,0,0,0.0557441922263929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159751571345779,0.0119469424125635,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810803562693633,0.0637274079647816,0.189753594556131,0,0,0.0358775237795117,0,0,0,0,0.00187637098701842,0,0,0.067399162197496,0,0,0,0,0,0,0,0,-0.0152964837560136,0,2.16840434497101e-19,0,0,0,0.00934243497324626,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0891049421916826,0.153408006430779,0,0,0,0,0,0,0.174689389499292,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336983531128514,0,0.00238666719431448,0.0720280916032132,0,0.0333606882581479,0,0.17993323235238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420377826801937,0,0,0,0,0,0
X600104.SH,0,0.100894103250484,0,0,0,0,0,0,0,0,0,0,0,0,0.119774201410944,0.0774188522565929,0.00468082202465997,0,0.0116758402758228,0,0.0248487879377458,0,0,0.0396380779619717,0,0,0,0,0,0.251257539006296,0,0,0,0,0,0,0,0,0,0,0,0.150184837378417,0,0,0,0,0,0,0,0,0,-0.00889146008403597,0.011750122603377,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.176419327514186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233921521208261,0,0,0,0.0268392423678974,0,0.0510257496921133,0,0,0.190433198375916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263671963522389,0,0,0,0,0,0,0,-0.0055824656543963,0.0175054625919642,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.125032718898177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436897681418592,0,0,0,0,0,0,0,0.174660293305609,0,0,0,0,0,0,0.237508014345061,0,0,0,0,0,0.0661595231786475,0.0540566534725655,0,0,0,0,0,0,0,0,0.0410725252549366,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633476039557051,0.0329995206341298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131236738791219,0,0,0.168844242117868,0,0,0,0,0.0531836898581215,0,0,0,0,0,-0.00526809140426829,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0701132020989168,0.00440992247475746,0,0,0,0,0,0.0351168176642561,0,0.147913913948884,0,0,0,0,0,0,0,0,0.097044552002656,0,0,0,0,0,0.135371726671872,0,0,0.372155131978533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232301038689848,0.00859456940058291,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214358798850711,0,0,0.0707028826445297,0.484321566261686,0,0,0,0,0.149465194113171,0,0,0,0,0.000188274126104637,0,0,0.0396237094904946,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.220550702453343,0.0945154920620114,0,0,0,0,0,0,0,0.00357927092963143,0,0,0,0,0,0,0.0454985595605329,0,0,0,0,0,0,0.00373804879700875,0,0,-0.00382265973579578,0.0415087755491662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425883130054577,0,0.141712783892492,0,0,0,0,0,0,0.179846915175185,0.0142393352546793,0,0,0,0,0.123281813080603,0,0,0,0,0,0,0,0,0,0,0,0,0.163652877929197,0,0,0,0,0,0,0,0,0.0532262120415788,-0.0138435687695785,0,0,0,0,0,0
X000568.SZ,0,0.376247132248732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472627161235722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827268862864824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000805821263101225,-0.00431809419523743,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0294382322911743,0,0,0,0,0,0,0.391424750253455,0,0,0,0.00625944611756286,0,0,0,0,0.00188944306084784,0,0,0,0,0,0,0.00389228213748488,0.054314296563533,0,0,0,0,0,0,0,0,0,0,0,0,0.0388450415474174,0,0,0.0722210689804543,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0324054209984945,0,0,0,0,0,0,0,0,0,0,0,0,0.0623132075983748,0,0,0,0,0,0,0,0,0.129481035971494,0.0731092435201429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486823751687238,0,0,0,0,0,0,0,0.0537895380672033,0,0,0.00574857827988444,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0336169105494283,0,0,0,0,0,0,0,0.618762253940668,0,0,0,0,0,0,0,0,0.0384160616333547,0.096021667959268,0,0,0,0,0,0,0,0,0,0,0,0.0169103112892415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000744205951794179,0,0.0486073131141119,-0.0093487316436317,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934095206338468,0,0,0,0.0144934487634285,0,0,0,0,0,0,0,0,0,0.105582375338791,0,0,0.130641910185911,0,0,0,0,0,0,0,0,0.49194457711063,0,0,0,0,0.0305587412799786,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.312517552442545,0,0,0,0,0,0,0,0,0,0,0.00167104797524986,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0105875242582933,0,0,0,0,0,0,0.0915073458122331,0,0,0.0412655731164073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266638409050351,0.0285328029824795,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270708923941505,0,0,0,0,0,0.129979252544206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016933628767909,0,0,0.158090517671177,0,0,0,0,0,0,-0.0962844956264556,0,0,0,0.113669302824639,-0.00722325407922616,-0.0398352858273579,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149445900615716,0,0,0,0.0895963606812454,0,0,0.179125616484963,0,0,0,0,0,0,0.0463967776980779,0,0,0,0,0,0,0,0,0,0,0,0.01620445953495,0.0569110858865341,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0.00446934167692673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151961024230825,0,0.0115116177132465,0.217037493826438,0,0,0,0,0,0,0,0,0.599311089560857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177767168586023,0,0,0.0145191753565093,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208494902892334,0,0,0,0,0,0,3.46944695195361e-18,0.0367509905149979,0.0484646580464535,0.0253992193829767,0,0,0,0,0,0,0,0.213758654232799,0,0,0,0,0,0,0,0.20464220604392,0,0.0745066113723181,0,0,0,0,0,0.0169724381335791,0.0334770909553934,0,0,0,0,0,0
X000596.SZ,0,0.0734864202507266,0,0.0110420007427956,0,0.17319995538046,0,0,0,0.0446405374647849,0,0,0.0648293615347259,0.0711918769019176,0,0,0.243758064160954,0,0,0,0,0,-0.120792523960291,0,0.227783499638494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023502235835613,0,0,0,0.0113621335272605,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139788337277608,0,0,0,0,0,-1.38777878078145e-17,0,0.240785899713212,0,0.26221376212247,0,0,0,0,0,0.211930945892449,0,0,0,0,0,0,0.0996674536785062,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20612055664078,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.216087461334349,0,0,0,0,0,0,0,0,0,0,0,0.29019004156041,0,0.108122928054883,0,0,0,0,0,0,0,0,0,0.0352696992591866,0,0,0,0.0197801966765166,0,0,0,0.122375783418134,0,0,0,0,0.0103542374512462,0,0,0,0,0.0263733835138153,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326909790586895,0.0909878675057424,0,0,0,0,0,0.0355962878297399,0,0.0690659408643552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673350159302397,0,0.175544407674483,0.204903455000254,0,0,0,0,0,0.0783247627799542,0,0,0,-0.0478810721888507,0.0230538274972047,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.0963505137816944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298165489716397,0,0.208042627830929,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474638393423822,0.249088507491373,0,0,0,0.148700083697825,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0450322239203172,0,0,0.0586509943503307,0,0,0.0385231840995087,0.154609339385609,0,0,0.162866326131499,0,0,0,0,0,0,0,0.0112868208868511,0,0,0,0,0.0272041305956544,0,0,0.0725862747448066,0,0,0,0,0,0,-0.0455407323966954,0,0,0.0791671476077232,0,0,0,0,0,0,0,0,0,0.0204341638052169,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.207535357927789,0.172602650633157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101422878080336,0,0,0.112917630055239,0,0,0,0,0,0,0,0,0.0614824710733984,0,0,0,0,0,0,0,0,0,0,0
