,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000596.SZ,X000063.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002236.SZ,X000661.SZ,X600702.SH,X002180.SZ,X601877.SH,X600522.SH,X600584.SH,X300142.SZ,X000157.SZ,X002074.SZ,X600741.SH,X600460.SH,X000977.SZ,X000733.SZ,X300003.SZ,X600183.SH,X000799.SZ,X002463.SZ,X000066.SZ,X002007.SZ,X002414.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.209164711007394,0.00664784169747846,0,0,0.132053017802513,0,0,0,0,0,0.00311510431506918,0.0327498759761569,0.0336995203547572,0,0,0,0.0462616751160127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253065398074431,-0.000949878126604826,0,0,0,0,0,-0.0283372642466696,0.0471659215859459,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.448778309418447,0,0,0.0284806238418964,0,0,0,0,0.095458424414912,0.0278457561883058,0,0,0,0,0.101985505037298,0,0,0,0,0,0,0,0.0737084768980607,0,0,0,0,-0.033824786374822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130876953926387,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570987122311876,0,0,0,0,0.253248867546382,0,0,0,0,-0.140974102304316,0,0,0,0,0,0,0.099811166244143,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0101784638527863,0,0,0,0,0,0
X000568.SZ,0,0.361713735284997,0.0532484227809619,0,0,0,0.329392256628817,0,0.200584100277056,0,0,0.0121134154347791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679360429795945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136554484124452,0,0,0,0,0,0,0
X600809.SH,0,0.0570508089088192,0,0,0,0.0506720405953592,0.0459270639150595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119538899941849,0,0.0195223093525413,0,0,0,0,0,0,0,0,0,0.258394173392136,0,-0.00142039919950463,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0434543571840634,0,0,0,0,0,-0.0015622744081853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780243310243687,0.0689988071538266,0,0,0,0,0,0,0.0223926896275197,0.0737005135143833,0,0,0,0.0384085112981281,0,0,0,0,0,0,0,0.321456154478043,0,0,0.0271288602819818,0,0,0,0.0919499119836389,0,-0.0243118478507206,-0.00678862036349708,0,0,0,0,0,0
X002304.SZ,0,0.389062742830363,0,0.374412472111679,0,0,0,0,0.0533483779552833,0,0,0,0,0,0,-0.000517466335073166,0,0,0,-0.0265659681067974,0,0,0,0,0,0,0,-0.0161652497440538,-0.0643417827105246,0.0905846118428273,0,0,0,-0.0141879777306869,0.0604286216749404,0,0,-0.0384277606168185,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0901456160135892,0,-0.0143962373388405,0,0,0,0,0,0,0
X002475.SZ,0,0,0.167454872931685,0,0,0,0,0,0,0,0,0,0,0.0083513776036188,0,0,0,0,0.22166546667277,0.0443158770324637,0,0,0,0,0,0,0,0.0519676864812261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179493777050395,0,0.0277008577212962,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0179112128010409,0,0,0.0665951205580927,0,0,0.256692772008034,0.0741350903674001,0,0,-0.0111567245818747,0,0,0.163338871404791,0,0,0,0,0,0,0,0,0,0,0,-0.0882875291036837,0,0,0,0,0,0,0,0,0,0,0,0.0258511731079918,0,0,0,0,0,0,0,0,0,0,0,0.0130154083243725,0,0,0,0,0,0
X000651.SZ,0,0.101335021264034,0,0.0126496868845058,0,0,0,0,0.166628972870182,0,0,0,0,0,0,0.00159051956109294,0,0,0,0,0.0534001999541774,0,0,0.0395554872061178,0,0,0,0,0,0,0,0,0,0,0.0469870673902252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911299329213171,-2.71050543121376e-20,0,0,0,0,0,0
