,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000063.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X601877.SH,X600183.SH,X000100.SZ,X002007.SZ,X600703.SH,X002236.SZ,X300003.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600271.SH,X002241.SZ,X000625.SZ,X300124.SZ,X600498.SH,X600867.SH,X002463.SZ,X002129.SZ,X600177.SH,X002506.SZ,X002008.SZ,X300014.SZ,X300136.SZ,X600066.SH,X300146.SZ,X002049.SZ,X000050.SZ,X600487.SH,X002371.SZ,X000977.SZ,X600118.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.259877305968853,0.0644787111613711,0,0,0.100859603332927,0,0,0.0853179396077475,0,0,0,0,0.00219488003913718,0,0,0,0,0,0,0,0,0.0222795941466385,0,0,0,0,0,0,0,0,0,0,0,0.00266554415575882,0,0,0,0,0.000387058775114875,0,0,0,0,0,0,0.0226589696737551,0,0,0,0,-0.0115567719735606,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.35892080375542,0,0.103111364088486,0,0,0.0351443767423343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589980626958505,0.0286294488272129,0,0,0,0,0,0,0,0,0,0,0.0900497456876623,0,0,0,0,-0.00749625769717027,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0.16895089745417,0,0,0,0,0.102042794254921,0,0,0,0.0979161607413681,0,0,0,0.0903902918929039,0,0,0,0,0,0,0.127077397642709,0,0,0.00808836048671644,0,0.0662197464347995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201064333020323,1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0461831955421231,0,0.0158882103767191,0,0,0,0,0,0.368786826323504,0,0,0,0,0,0,0,0,0,0.139654192713566,0,0,0,0.144465976763662,0,0,0.0271529761590399,0,0,0,0,0,0,0,0,0.0466318812727432,0.127898300047642,0,0,0,0,0,0,0,-0.0129428065616227,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154516072474579,0,0,0,0,-0.0570396047182321,0,0.0371798745502788,0,0,0.114832639983982,0,0,0,0,0,0.252212205313208,0,0,0,0,0,0,0,0,0.0845395411223515,0,0,0.0157823235306716,0,0,0,0,0.0663701315012809,0,0,0,-4.33680868994202e-19,-0.00441530493294932,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.108018025736984,0,0,0,0,0,0,0,0,0,0,0,0,0.658052551676781,0.0426032608455253,0,0,0,0,0.113900629427038,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329743177391419,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.165331614285922,0,0,0,0,0,0.214781539330664,0,0,0.0740851866939241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767708009265397,0,0,0,0.0542421133043978,0,0,0,0,0,0,0,0,0,0,0,-0.0216693518702947,0.0577157244871443,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0987296514452767,0,0,0,0,0,0,0,0,0,0.330704160730791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133091209571093,0,0,0,0,0,0,0,0,0,0.340082278947291,0,0,0,0,0,0,-0.00169942879935688,0.0388399936667838,0,0,0,0,0,0
X000568.SZ,0,0.418804914759001,0,0.0545773501543793,0,0,0.156053645822335,0,0,0,0.0512159828488389,0,0,0,0,0,0,0.142513914856644,0,0,0,0,0,0.0437363683741114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186885500050143,0,0,0,-0.01075635722216,-0.0234148285508423,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.146481651885765,0,0.090811309983785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226125026433929,0,0,0.319478252447622,0,0.012072189644611,0,0,0,0,0,0.075387335030781,0,0,0.0920304584048143,0,0,0,0,0,0,0,0.0264699928926324,0.0618237715565224,0,0,0,0,0,0
