,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000625.SZ,X002241.SZ,X000100.SZ,X600703.SH,X000596.SZ,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X600741.SH,X000799.SZ,X002007.SZ,X002236.SZ,X601877.SH,X600584.SH,X300146.SZ,X002414.SZ,X300003.SZ,X600183.SH,X000800.SZ,X601799.SH,X600779.SH,X600702.SH,X600460.SH,X600089.SH,X000066.SZ,X600707.SH,X002074.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0815950462627677,0,0,0,0.227068802131964,0,0,0,0,0,0,0,0.218818669852181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122543162367176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00709934560263233,0,0,0,8.67361737988404e-19,0,0
X000858.SZ,0,0,0,0,0.127177974880738,0.340263340032934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702905763152891,0,0.0812208201256485,0,0,0,0.122464187187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0035696992451766,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0463294911579031,0,0.0756062671570136,0,0,0,0,0,0,0.00737926514618562,0,0,0,0,0,0,0,0,0,0.226887144541029,0.0336848776880054,0,0,0,0,0.081091181494767,0,0,0,0,0,0.0341391763440682,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0
X600276.SH,0,0.0645196771438919,0,0,0,0.117449136396914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144170029515472,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.14521870403444,0,0,0,0,0.105065580815908,0,0,0,0,0,0,0,0,0,0.0169288845907168,0,0,0,0,0.0130938297311139,0,0
X600809.SH,0,0,0,0,0,0.0357893008159754,0,0,0,0,0,0,0,0,0.116315227313456,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.103503702500228,0,0,0,0,0.41926135359703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792132601485103,0,0,0,-0.0666710777389762,0,0
X000568.SZ,0,0.760315700350851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0102156450385839,0,0,0,0,0,0,0,0.235348439629215,0,0,0,0,0,0,0,0,0,0.0434780186479598,0,0,0,0,0,0,0,0,0,-0.0466179578334192,0,0,0,-0.00784949197290379,0,0
X000651.SZ,0,0,0,0,-8.67361737988404e-19,0,0,0.00976683906995912,0.055356884682919,0,0,0,0,0,0,0.02428012153325,0,0,0,0,0,0.0980233294918811,0,0,0,0.013626465243914,0,0,0,0,0.167930082690732,0,0,0,0,0,0,0,0,0,0,0,0,0.0393586837612268,0,0,0,0,0,0,0,-0.0167872057104623,-0.00702913416096703,0,0,0,-2.71050543121376e-20,0,0
X600690.SH,0,0,0.135455006741711,0,0.0590289674038104,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0187337582305048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100280999530991,0,0,0,0,0,0,0,0,0,0,0,0.140165812752432,0.0675887801884352,0,0,0,0,0,0,0,0,-0.0262919150003155,0,0,0,0.00789662369160982,0,0
X002304.SZ,0,0.172488626283661,0,0.105204551815804,0.0562643517115707,0.200602991010392,0,0.152947853486846,0,0,0,0,0,0.0988991783180035,0.00578564696765359,0,0,0,0,-0.00684073480862132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396876309961881,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286388951951876,0,0.286975867401023,0,0.0184461992399707,0.0586559616831157,0,0.0374578875712332,0,0.00830851644166696,0,0,0.131690106337878,0,0.174380746426561,0,0,0,0,0,0,0.0784146351677347,0.0144751477279719,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371490850345035,0,0,0,0,0.0115265909613406,0,0
