,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600118.SH,X600031.SH,X002236.SZ,X002475.SZ,X000568.SZ,X600177.SH,X000559.SZ,X002506.SZ,X002074.SZ,X600372.SH,X000157.SZ,X300003.SZ,X000338.SZ,X002456.SZ,X300124.SZ,X000050.SZ,X002426.SZ,X002085.SZ,X002249.SZ,X600867.SH,X002007.SZ,X002294.SZ,X600089.SH,X002465.SZ,X000869.SZ,X002180.SZ,X600699.SH,X002508.SZ,X000981.SZ,X002049.SZ,X002179.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.166040821661281,0.0540558323137025,0,0,0,0.0221270362267896,0,0,0,0,0,0,0,0,0,0,0,0.0162229029331845,0,0,0,0,0.0368057856673936,-0.0697610767527565,0,0,0,0,0,0,-0.0954612229653248,-0.00141727727268398,0,-0.129023550961026,0.148191921921123,0,0,0,0,0.124780451729431,0,0,-0.0256600210810066,0,0,0.0154030488215247,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.136196699837271,0,0.148976685316313,0,0.0635948441079558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439608797172302,0,0,0,0,0,0.122083054213664,-0.0373348526126474,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12452223119272,0,0,0.0436248797543604,0,0,0,0,0,0,0,0,0.0609708010496322,0,0,0,0,0.00541073006599764,0,0.0242247659634658,0,0,0.156767611991334,0,0,0,0,0,0,0,0,0.00648894029084983,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.211221046492251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964742250734062,0.0723530792490357,0,0,0,0.0178244894488541,0,0,0,0,0,0,0,0.0693398711796546,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0855706441124263,0,0,0.275937804245189,0,0,0,0,0,0,0,0,0,0.0267286758384038,0,0,0,0,0,0,0,0.177787163352438,0,0.0337994382238866,-0.108906862396699,0.00322150170301294,0,0,0,0,0,0,0,0,0,0,0,0.0988644029011815,0,0,0,0,-0.0131045946988589,0,0,0,0.139153748258933,0.108801456548124,0,0,0.0240610479012191,0,0,0,0,0,0,0
X600276.SH,0,0.255190280919537,0,0,0,0,0,0,0,0.0984876654105365,0,0,0,0,0.158802432908768,0,0,0,0,-0.0241015555688814,0,0,0,0,-0.0243989150849516,0.0752292165250428,0,0,0,0,0,-0.0629108752227278,-0.0212067119226361,0,0,0,0,0,0,0,0,0,-0.0367517307665108,0,0,-0.0191728064616615,0.0574255913835015,0,0.253161193764504,0,-0.0109353905034854,-0.0191664500365646,0,0,0,0,0,0
X000725.SZ,-0.0149662957368708,0,0,0,0,0,0,0,0,0,0,0,0,0.0419455085421468,0,0,0.0820664973500916,0,0,0,0,0,0,0.132749214952236,0.0981493918796293,0,0.0140788328237416,0,0,0,0.0945868819058943,0,0.0531860340484169,0,0.0219644968280707,0,0,0,0,0,0,0,0,0,0,0.0207807963869105,0.00832000047914638,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.157881735997066,0,0,0,0,0,0,0,0,0,0,0,0.158206912296997,0,0,-0.0538961485056311,0.146879287767957,0,-0.0443843033830685,0,0,0,0,0,0.032226278849676,0,0,0,0,0,0,0,0,0,0,0,0.0485152648876071,0,0.0646292535847102,0,0,0,0.000570429720584878,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.1477940605963,0,0,0,0.112412522155149,0,0,0,0,0,0,0,0,0.0130242945874144,0,0,0,0,0,0.024599650153906,0,0.0555727159287094,0.0711911768622562,0,0,0,0,0,0,0.0224501866645285,0.0512189639134084,0,0,0,0,0,0,0,0,0,0,0,0.0812528214369089,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0439182196110607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114176858387148,0,0,0,0,0,0,0,0,0,0,0.017583081491976,0,0,0,0,0,0,0.492338305453943,0,0.116953515181824,0,0.0378136256169853,0,0,0,0.0348710232872614,0,0,0.00879406448258379,0,0,0,0,0,0,0
X600703.SH,-0.0300475845419661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797991517205612,0,0,0,0,0,0,0,0,0,0,0,-0.0425452753845272,0,0,0,0.0426446980210867,0.140125831184483,0,0,0,0,0,0,0.0940249982238992,0,-0.0149605919510891,-0.0206483202580862,0,0.0786696192324483,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0437634953806613,0.0948603829205153,0,0.114550408823777,0,0,0,0,0,0,0,0,0,0,0,0.0560412816338567,0,0,0,0,0,0,0,0.112567088092332,0.024682484480051,0,0,0,0.0666666297310258,0,0,0,0,0,0.0149565430337593,0,0.0965909796138674,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536386170049873,0,0.287558195163677,0,0,0,0,0.101282339328691,0,0,0,0,0,0,0.0236751562385548,0,0.115282140348167,0.0145999706321026,0,0,0,0,0,0,0,0,0,0,0,0.0655220962040397,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0811815389524771,0,0,0,0,0,0,0,0,0,0,0,0.0724389684417323,0,0,0.09986329578262,0,0,0,0,0,0.0043851377513859,0,0,0,0,0,0.051200325096971,0,0.0981172387152488,0,0,0,0,0,0,0.016620970248897,0,0.0491833416933217,0,0,0,0.0184566206828111,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248458399331493,0,0,-0.0260929709497738,0,0,0,0,0,0.118831846093757,0,0,0,0,0,0,0,0.147127327062611,0,0,0,0,0,0,0,0,0,0.106250358729334,0,-0.0508772802382592,0.0375390487495941,0,-0.209286447796576,0,0,0,0,-0.0236190078120369,-0.0233796616210871,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.0868397112517772,0,0,0,0,0,0,0.0278282709244623,0,0,0.0556676216245022,0,0,0,0,0,0,0,0,0,0.0193228673160831,0.055206687461938,0,0,0.0657965007101716,0,0.0266006848781055,0,0,0.00099013350294266,0,0.0564322884475157,0,0,0.115093201074245,0,0,0,0,0.0574997847661211,0,0.00203376890168661,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308963884669454,0,0,0,0,0,0,0,0,0,0,0.317027401576056,0.00962185119186082,0,0,0.0710545640452138,0,0.0123096154128878,0,0.0785915996740214,0,0,0.199399405152657,0,0,0,0,0,0,0,0.133766067659134,0,0,0.10811485918048,0,0,0,0.0352065672196131,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105904533758309,0,0,0.115192095516956,0,0,0,0.0421752850611325,0,0,0.0401895324693539,0,0,0,0.111936113609948,0,0,0,0,0,0,0,0,0,0.220254728064567,0,0,0,0,0,0.0815217472199355,0.0122710562456233,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0449814413188575,0,0,0,0.202075829380919,0,0,0,0.0577966228412178,0,0,0,0,0,0,0,0,0,0.0147476820649102,0.182181397729499,0,0.181768574389831,0,0,0,0.0269810075050657,0,0,0,0,0,0,0,0,0,0,0,0.0802054890188921,0.131441480397734,0,0,0,8.67361737988404e-19,-2.16840434497101e-19,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125884022129472,0,0,0,0.152723270540119,0,0,0,0,0,0,0,0.0620810770080518,0,0,0,0,0.163405736122275,0.0325033161106567,0.0252612255223533,0.0488812579607997,0,0,0,0,0,0,0,0,0,0.105699899020682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0.17356934399919,0,0,0.0204879452110651,0,0,0,0,0.0374074520873907,0,0,0,0,0,0,0,0.23951165022302,0,0,0,0,0,0,0,0.123861172359015,0,0,0,0,0,-0.0292258012353909,0,0,0,0,0,0,0.100375742479444,0,0,0,0,0.00328904006462227,0,0,0.0625880729280937,0,0,0,0,0,-0.0654715585018854,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.181798845910808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906421285636131,0,0,0,0,0.154405831818547,0,0,0,0,0,0,0,-0.108497076027353,0,0.0450243635887223,0,0.279986922847752,0,0,0.0142378850086567,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130828109204925,0,0,0,0.0717417685140575,0,0.0173737964665768,0,0,0,0,0,0,0,0.158320240531146,0,0,0,0.0995026081634384,0,0.0365356044605055,0,0,0,0,-0.102591277484446,0,0.0421438504851013,0,0.0104098556320593,0,-0.0205463300041785,0,0,0,0,0,0,0
X000559.SZ,0,0,0.351970685480142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15325195626859,0,0.117555112330477,1.73472347597681e-18,0,0,0,0,0,0.133552667797105,0,0,0,0,0,0,0,0,0,0.0115433917701048,0,0,0,0,0,0,0,0.160057261065454,0,0.0162696998967093,0.0589078569124726,0.0154098190670674,0,0,-0.035898767639956,0,0,0,0,0,0,0
