,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X600372.SH,X000338.SZ,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X000100.SZ,X600703.SH,X600118.SH,X000623.SZ,X601877.SH,X000559.SZ,X000581.SZ,X000568.SZ,X002236.SZ,X000550.SZ,X600066.SH,X600271.SH,X600177.SH,X000800.SZ,X000050.SZ,X300124.SZ,X002475.SZ,X002294.SZ,X600839.SH,X000869.SZ,X002465.SZ,X002129.SZ,X002456.SZ,X300003.SZ,X000400.SZ,X002007.SZ,X002292.SZ,X600252.SH,X600435.SH,X002038.SZ,X000977.SZ,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.10304317792046,0,0,0,0.0735432567960621,0,0,0,0,0,0.235023744951506,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0462699534249398,0,0.067965549926377,0,0,0,0,0,0.035792579300624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038370063464894,0.00878855297870096,0,0,0,0,0,0
X600519.SH,0,0,0,0.0554170433296101,0,0,0.233161943611201,0.246432166235279,0,0,0,0,0,0,0,0.0128593746778354,0,0,0,0.0979746395594286,0,0,0,0,0,0,0,0,0,0,0.128645308684666,0,0,0,0,0,0,0,0,0,0,0,0,-0.00712455868666395,0,0,0,0,0,0,0,0,-0.0349185959727806,-0.122536709608352,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394022090789862,0,0.00312585069212198,0,0,0,0,0,0,0,0,0.0952379037924614,0.129774534307357,0,0,0,0,0,0.0177973780958778,0,0.14326165894929,0,0,0,0,0.0132818483938341,0,0,0,0,0,0,0,-0.0222188364907287,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0124730334874431,0,0,0,0,0,0,0,0,0.124554501501248,0.0460103517422641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123463631078895,0,0,0.0932564361842123,0,0,0.0167641329032415,0,0,0,0,0,0,0,0,0,0,0,0.039831393162991,0,0,-0.0299328231554122,0,0,0,0,0,0,0
X002415.SZ,1.73472347597681e-18,0,0,0.0538592768328837,0,0.0162869312843597,0,0,0.134799069033779,0,-0.0238846934306645,0,0,0,0,0,0,0,0,0,0.0361780631550642,0,0,0,0,0,0.240132067457429,0,0,0,0,0,0,0,0,0,0,0.240368857709096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690161553642848,0,0,0,0,0,0,0
X000625.SZ,0.335238244908251,0,0,0.0788696719780475,0.0794507190223285,0,0,0,0.0577955080095996,0,0,0,0,0,0,0,0,0.0154860019680678,0,0,0.0412087271875955,0.0307229126122376,0,0,0,0,0.013596905158264,0,0,0,0,0.128655106625777,0,0,0,0,0,0,0,0,0,0,0,0.0723104436337798,0,0,0,0,0,0,0,0,-0.00770439311596815,0,0,0,0,0,0
X000858.SZ,0,0.0560946557044435,0,0.103455641643078,0,0,0,0.055227171528709,0,0,0,0,0,0.102024625757691,0,0.0561732440092937,0,0,0,0,0,0,0,0,0,0.0202832942214971,0,0,0,0,0,0,-1.73472347597681e-18,0.017498597298751,0,0,0,0,0,0,0,-0.00138626821321476,0,0,0,0,-0.0125585161603824,0,0,0,0,0,0.00359688058006764,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.23275530307883,0,0,0.0528840172298004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465771813587933,0,0,0,0,0,0.158781726844011,0,0.0435936580527143,0,0,0,0,0,0,0,0.0977217258898078,0,0,0,0.000566382379269424,0,0,0,0,0,0,0
X000063.SZ,0.207110583746912,0,0,0,0,0,0,0,0,0.01835276887564,0,0,0,0,0,0,0,0,0,0.185049019557461,0.0323634839394971,0.0274357032771429,0,0,0,0,0,0,0,0,0.0384641254666459,0,0,0,0,0,0,0,0,0.0127019364018823,0,0,0,0.0633398996751812,0,0,0,0,0,0,0,0,0.00316131442283848,0,0,0,0,0,0
X600031.SH,0.15176725071938,0,0,0,0,0,0,0,0,0,0,0.143707957741726,0,0,0.688030663551227,0,0,0,0.0171842429935594,0,0,0,0,0,0,0,0,0.0410258967746695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106994862672102,-0.0225979585408586,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.20622163073065,-0.0544110826098429,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451517548529038,0.0292532189867595,0.0231714575479534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296375040361439,0,0,0,0.208016305781004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.303011784819502,0,0.199535750809335,0,0,0,0,0,0.121221569598523,0,0,0,0,0,0,0,0.073837383335117,0.181467915655271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427538814688061,0.0720278327875892,0,0,0,0,0,0
X600372.SH,0,0,0,0.0277799017642855,0,0.0860202039772886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228590609247287,0,0,0,0,0,0,0,0,0,0,0,0.119835167802268,0,0,0,-0.114002568083501,0,0.286897557643119,0,0,0,-0.050033416555967,0,0,0.215217835578325,0,0,0,0,-0.0524417752515849,0.0602498844715498,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0347685083040879,0,0,0,0,0,0,0,0.12650585681133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163775286696063,0,0,0,0,0,0,0,0,0,-0.126633926463568,0,0,0,0,-0.0219066773798156,0,0.156951163959204,0,0,-0.0157484474929247,-0.00155134611435822,0,0,0,0,0,0
