,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600418.SH,X600584.SH,X600089.SH,X000977.SZ,X600703.SH,X600372.SH,X002049.SZ,X000157.SZ,X002028.SZ,X600066.SH,X002236.SZ,X600522.SH,X600741.SH,X600183.SH,X601877.SH,X600460.SH,X601799.SH,X000800.SZ,X600487.SH,X000661.SZ,X000921.SZ,X002294.SZ,X002180.SZ,X002456.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.473020745959267,0,0,0,0,0,0,0,0,0.0397041160680506,-0.0144915926618844,0,0,0,0,-0.0188650604767016,0.191448986251022,0,0,0,0,-0.0189481821372015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00211760037241484,-0.0309268197511993,0,0,0,0,0,0,0,0,0,0.0569464699787295,-0.119806965423885,-0.00627449786089,0,0,0,0,0
X000858.SZ,0.3166997555244,0,0,0,0,0,0,0.312292158315664,0,0,0,0,0,0,0,0,0,0,0,0,0.0371868211480432,0,0,0,0,-0.000108290353272644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113690558051539,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0317987040773108,0,0,0,0.124034488261797,0,0,0,0,0,0.16051127293764,0,0,0,0,0,0,0,0,0.0886863684272936,0,0,0,0,-0.060929624374425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940788191710144,0,0,0,0.077602166287108,0,0,-0.0494883437911929,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138129724057629,0,0.753154437434395,0.0302351681208472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946210731974319,0,0,0.0299211595757427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.334083797263369,0,0,0,0,0,0.0646394876175693,0,0,0,0,0,0.0135223697895907,0.0508592982468424,0.0226438103981711,0,0,0,0,0.104990045206474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00233205007995858,0,0,0,0,0.191994716429604,0,0,0,0,0,-0.0362502207372728,0,0,0,0,0,0,0
X002415.SZ,0.15794834181826,0,0,0,0.20097425944319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192218687682691,0,0.0219964275336064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785905679258097,0.0164519246445091,0,0,0,0,0,0,0.13338642926782,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.404748382754428,0,0,0,0,0,0,0.0711763925593246,0,0,0.150040135949547,0,0,0,0,0.0115308686242787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584272871824196,0,0,0,0,0.0140136224816087,0,0,0.0342005305380362,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0328144196259396,0,0.536090340716086,0,0,0,0,0,0,0,0,0.3297809707325,0.0179778453854687,0,0,0,0,0.00234199107266479,0,0,0,0,0.0198182046300157,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696735394434224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.362859445938437,0,0,0,0,0,0.0554639814878333,0,0,0,0,0,0,0,0.3970331918624,-0.41163333918056,0,0,0,0,0.0414538282896802,0,0,0,0,-1.0842021724855e-19,0,-0.402225190273414,0,0,0,0,0,0,0,0.0762759176857471,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0.133461321726918,0,0,0,0,0,0,0,0.0624442310491431,0,0,0.119125424828263,0,0,0,0.279961800495738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829005109004428,0,0,0,0.129291248627321,0,0,0,0,0.17657693006493,0,0.0132230827013327,-0.0172386763057213,0,0.0192607130272756,0,0,0,0
X000568.SZ,0.152094187254484,0.114291394507099,0,0,0,0,0,0.581968844296292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366461293355948,0,0.000642542193161916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514891402036032,0,0,-0.0472876266922177,0,-0.0445340956183134,0,0,0,0,0
X300124.SZ,0,0,0.246261645651169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100236319383126,0.412750639287355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363669823147581,0,0,0,0,0,0,0,0,0.117919619427707,0,0,-0.115569701416225,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0508726823957868,0,0,0,0,0,0,0,0.0264666078536022,0.0154925890175066,0,0,0.571682081909363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210492650707747,0,0,0,0,0.0272259661350834,0,0,0,0,0.0246589368201376,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.155458642458936,0.142736843533734,0,0,0,0.157585959675213,0,0,0,0,0,0,0,0,0,0.0703090487636422,0,0.0328314668815723,0,0,0,0,0,0,0,0,0,0.13020518851663,0,0,0,0,0,0,0,-0.0386151588223006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.0235911130099888,0,0,0,0,0,0,0.11126301102574,0,0.226592337897173,0.138855655878559,0,0,0,0,0,0,0,0,0,0,-0.106875553643341,0,0,0,0,0.041141353740415,0,0,0,-0.0242428863100696,0,0,0,0,0.0408898423186592,0,0,0,0,0.00250495691369523,0,0,0,0.0979297051466332,0,0,0.0227695314401267,0,0,0,0,0,0,0,0,0,0
