,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X002008.SZ,X300003.SZ,X600809.SH,X300124.SZ,X600487.SH,X600776.SH,X002456.SZ,X000596.SZ,X600498.SH,X000625.SZ,X002007.SZ,X000050.SZ,X000977.SZ,X002371.SZ,X002179.SZ,X002241.SZ,X000157.SZ,X002180.SZ,X300142.SZ,X600089.SH,X600522.SH,X600372.SH,X300146.SZ,X600066.SH,X600867.SH,X600177.SH,X600118.SH,X300136.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.104596137859657,0,0,0.0106034073801389,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0811859045030458,0,0,0,0.03345468371766,0,0,0,0,0,0,0.0049481169344849,0,0,0.00390969106919395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434736898047937,0,0,-0.0175248016708888,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0241762925972075,0,0,0,0.0981852393908112,0.0917131132767925,0,0.0851552777807311,0,0,-3.46944695195361e-18,0,0.305319375881566,4.33680868994202e-19,0,0,0,0,0,0,-0.000727746785899675,0,0,0,0,0,0,0,0,0.151424367360261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267698091938284,0.0219663831130492,0,0,0,0,0,0
X600104.SH,0,0,0,0.0480625008434381,0,0,0,0,0,0.148599819999005,0,0,0,0,0.229871689763506,0,0,0,0.112888692624426,0,0,0,0,0,0,0,-0.0207401811491468,0,0,0,0,0,0.00812363974934832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583198800392681,0,0,0,0,0,0,-0.0463597606482882,0,0
X000858.SZ,0,0.0717707517753902,0,0,0,0,0.0203905370803195,0,0,0,0,0,0,0.299710285876979,0,0,0,0,0.0256326738758945,0,0,0,0,0.0978949045966838,0,0,0.0194972577895129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157574503182553,0,0,-0.0143964019522677,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.243713655655235,0,0,0,0,0,0.0624032349287285,0,0,0,0,0.0477892765536841,0,0,0,0.083136031447646,0,0,0,0,0,0.0346807485202782,0,0,0.00746897363230564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134671821268093,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122287247073783,0,0.426000170300381,0.110562649605562,0,0,0,0,0,0,0,0,0.0979093905851806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525879285683675,0,0.0119355452322724,0.0295937615726684,0,0,0,0,0,0
X002304.SZ,0,0,0.102829668620879,0,0,0,0,0,0,0,0,0,0,0.112923432225852,0.0289863449010206,0,0,0,0,0,0,0,0.141966788065489,0,0.135420843184487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222449844388376,0,0,0,0,0,0.00414198835494855,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.145273100648404,0,0,0,0,0,0,0.0471041982463605,0.0185619483135616,0.092768017207528,0,0,0.08113715068778,0,0.0775813830329731,0,0,0.0888845237225321,0,0,0,0,0.128533048771537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274410562416399,0.009495159424247,0,0,0,-0.10608004043282,0,0
X000063.SZ,0,0,0,0.0763837058563711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956746539047086,0,0,0,0.0268317874642845,0,0,0,0.073505563592925,0,0,0.0580868892950063,0,0,0,0,0,0,0,0,0,0.0196754577961378,0,0.0150979473854479,0,0,0.264320187194254,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.159139543455742,0.166470355093057,0,0,0,0,0,0,0,0,0.153994569734206,0,0.010656255952492,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192259617906542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220760512504921,0,0,-0.032858916953956,-0.00766699883754449,0,0,0,0,0,0
