,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X600690.SH,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X600703.SH,X601877.SH,X000661.SZ,X002236.SZ,X600809.SH,X000100.SZ,X600271.SH,X300003.SZ,X300124.SZ,X000625.SZ,X300142.SZ,X600487.SH,X002008.SZ,X002007.SZ,X000157.SZ,X000977.SZ,X002506.SZ,X002241.SZ,X600498.SH,X600776.SH,X002179.SZ,X002456.SZ,X600177.SH,X600066.SH,X300146.SZ,X600522.SH,X600867.SH,X000050.SZ,X002371.SZ,X600566.SH,X600183.SH,X600089.SH,X002129.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.224692310159375,0,0,0,0.017424217260779,0,0,0,0,0,0,0,0,0,0.0320109138281933,0,0,0,0,0.0466949581779697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103882414385318,0,0,0,0.0248727600742058,0,0,0,0,-0.00897229943707459,0,0,0,0,0,0,0,-0.00663360509830332,0,0,0,0.00697584967273533,0,0
X000858.SZ,0,0,0,0,0,0,0.365504946354318,0,0,0,0,0.0299684775463289,0,0.163978333573944,0,0,0,0,0,0,0.151853358526376,0,0,0,0,0,0,0,0,0,0,0,0,0.0431709781413838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334750693268095,0,0,-0.0215732690660291,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.130870008761024,0,0,0,0,0,0,0,0.119982523058247,0.178834461406049,-3.46944695195361e-18,0,0,0,0.00392498718966267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301313483743444,0,0,0,0,-0.00339385597961196,0,0
X600104.SH,0,0,0.120257317515928,0,0.00776821317785708,0,0,0.0279292858332441,0,0,0.00239180238333076,0,0.0313780594865866,0.0649953410993197,0.0932094568374541,0,0,0,0,0,0,0,0,0,0,0.112238295792047,0,0,0,0,0,0.0222142783134437,0,0.0568199826066502,0,0,0,0,0,0.0421707469451644,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117674486091876,0,0,0,0,0,0
X002415.SZ,0,0,0.0360398281437229,0,0,0,0,0.0743983982444096,0,0,0.0123016938189908,0,0,0,0.109427721219421,0,0,0,0,0.33358612973605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0351983302589698,0,0,0,0,0,0,0,0,-0.031270587834907,0.0109247465480596,0,0,0,0,0,0
X600276.SH,0,0,0.166781011882138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949634488846342,0,0.108373394642201,0,0,0,0,0.223737586387912,0,0.0218396194928686,0,0,0,0,0,0,0,0,0,0,0,0.0126838556398068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987589521960486,0,0,0,0,-0.0401486362756351,0,0
X002304.SZ,0,0.158850651498643,0.0605214927070178,0,0,0,0,0,0,0.0234332356217156,0.0884162518023405,0,0,0,0,0.0965855217276626,0,0,0,0,0.309321256168286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027730542129038,0,0.073540935468502,0,0,0,0,0,0,0,0,0.0172608262624614,-0.00530883323185959,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0289517133375806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859747401024457,0,0.0520793455716337,0,0.0215955986510131,0,0,0,0,0,0,0.183314181628456,0.0565033756440166,0.167478448979011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00693985224978055,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0457744085810796,0,0,0.0981828481672491,0,0,0,0,0,0,0,0,0.008825635281576,0,0.20574921406518,0.0602620330256922,0,0,0.0388814523160476,0,0,0,0,0,0,0,0,0,0,0,0.0640777650029336,0,0,0,0,0,0.0823862340546022,0,0,0,0,0.167036947833309,0,0,-0.0314819005593901,0,0,0,0,0.0352399293468675,0,0
X000568.SZ,0,0.230659295133517,0,0,0,0,0.0748980709646317,0,0,0,0,0,0,0.183086799503418,0.017607789994051,0,0.0438585289698565,0,0,0,0.0429326417939413,0,0,0,0,0,0,0.0538789213278403,0,0,0,0,0,0,0,0.011752435679053,0,0,0,0,0.141020902366975,0,0,0,0,0,0,0,0,0,0,-0.0286219342058998,0,0,0,0,0,0,0
