,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600276.SH,X000100.SZ,X600118.SH,X600703.SH,X600372.SH,X000157.SZ,X600271.SH,X000338.SZ,X000559.SZ,X600741.SH,X002241.SZ,X002129.SZ,X600839.SH,X600089.SH,X002292.SZ,X600066.SH,X000568.SZ,X002475.SZ,X600177.SH,X000800.SZ,X300124.SZ,X002236.SZ,X600582.SH,X601877.SH,X000727.SZ,X002276.SZ,X002223.SZ,X002456.SZ,X000550.SZ,X600435.SH,X300003.SZ,X002465.SZ,X600060.SH,X000016.SZ,X000581.SZ,X600198.SH,X600166.SH,X002049.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.142763435863606,0.125590125450997,0.0694261416422785,0,0,0,0,0,0,0,0,0.0187639256668291,0,0,0,0,0,0,0,0.0716752370388114,0,0,0,0.00245333752776154,0,0,0,0,0,0,0,0,0.0115496114510171,0,0,0,0,0,0,0.0268907279343585,0,0,0,0,0,0,0,-0.00351243951006741,0.00800805294261331,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0658449563122867,0,0,0,0.0743088207038361,0,0,0,0,0,0.0130608662746566,0.0212084321035203,0,0.000963629701262269,0,3.46944695195361e-18,0,0,0,0.0718976390649819,0.120949955200316,0,0,0.130519872857959,0,-2.16840434497101e-19,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00646037580126207,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050647589535428,0,0,0,0,0,0,0,0,0,0.079458779703365,0,0,0,0,0,0,0.00425769148513742,0,0,0.307760977874496,0,0.0627762442937245,0,0,0,0,0,0,0,0,0,0,0.0472369218144467,0,0,0.031961287897024,0,0.00336038705120491,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0528547601355942,0,0,0,0,0,0,0,0.018025094241881,0,0,0,0,0,0.0423268497983744,0.0200979496619436,0,0,0,0,0,0,0,0.0712320392243025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275012579718514,0.077145005892446,0,0,0,0,0,0,0,-0.00975471943192489,3.3881317890172e-21,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637079023149029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194217318828999,4.33680868994202e-19,0,0.0502904664803303,0.0519368179224183,0.108479308782733,0,0,0,0.110966926573877,0,0,0,0,0,0,0,0,0,-0.0149677928910307,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0311797022740592,0,0.0887203565597318,0,0.0406249851452626,0,0,0,0,0,0.00981652903049497,0,0,0.0195459003174537,0.0250973595333272,0,0,0,0,0,0.027041382062407,0,0,0.257410738262928,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113534511380454,-0.00662243835606404,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.148974865959335,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.000212078404232114,0,0.0334288088040006,0,0.149395668772034,0,0,0,0,0,0,0,0,0,0,0.00546636852653871,0,0,0.039251557954669,0,0,0,0,0,0,0.0271947385002798,0.0223717116797923,0,0,0.122563356078202,0,0.0138549383174713,0,0,0,-0.00639208385105484,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0718260117649652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688145306606914,0,0,0.0168324519513245,0.0224231365645555,0,0,0,0,0,0,0,0,0.00783553276467506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178603610432428,0.0360913701982835,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.028545734720147,0,0,0,0,0,0,0,0,0,0,0.0530684543464768,0,0,0,0.117559722475916,0.127579810455559,0,0,3.46944695195361e-18,0.190812573629747,0,0,0,0,0.0569684324984936,0,0,0,0,0,0,0,0.110828691579201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135014770233877,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,3.46944695195361e-18,0,0.020892930855012,0,0,0,0,0,0,0,0,0.041744007931761,0.0168886025063273,0,0,0,0,0.0507175489978575,0,0,0,0,0,0.0338303570782669,0,0,0,0,0,0,0.0468369480382683,0,0,0,0,0,0.0806529525331429,0.0447245401149802,0,0.0523412440625393,0.0790147433631791,0,0,0,0,0,0,0,0,0,0,0,0
