,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X002129.SZ,X000661.SZ,X000157.SZ,X002236.SZ,X002049.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X002463.SZ,X002028.SZ,X600183.SH,X002007.SZ,X000800.SZ,X002074.SZ,X300142.SZ,X600460.SH,X002223.SZ,X601799.SH,X002294.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0948437359490551,0.33602250579047,0,0.0791334012224457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128059615218455,0,0,0,0,0,0,0,0.074125000775914,0,0,0,0,-0.00676781041205306,0,0,0,0,0,0,0
X000858.SZ,0.202851766248882,0,0,0,0.0992974212507579,0.33524413100034,0,0.0268270229750184,0,0,0,-0.120320518538288,0.00697203332625146,0,0,0,-0.0405587599037811,0,0,0,0.0416721180023677,-0.00895474540550165,0.0838731272338414,0,0,0,0,0.0397989478416503,0.0410537430262752,0,0,0,0,0,0,0,0.0612563819878444,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.000414517332667847,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0650380600986733,0,0,0,0,0,0,0,0.00292291520052931,0.029708797057278,0,0,0.158642302398849,0.0205666859244362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191539018383997,0.0528692985846559,0,0,0,0,0,0,0,0,0,0,0,-0.0427762367316306,0,0
X600276.SH,0,0,0,0,0,0,0,0.0905997899837149,0,0,0,0,0,0.0267177067233867,0,0,0.0892699993989098,0,0,0,0,0,0,0,0,0,0,0,0.18107343785602,0,0,0,0,0,-0.0491836645415357,0,0,0,0,0,0.0376457037468031,0.0462478270510769,0,0,0,0.102385333019435,0,0.128012545568855,0.00469445501985038,0,0,0.0166635565064531,-0.020452761051117,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.515208136797774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291230377337771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324605240042746,0,0,0,-0.0502276215618992,0,0,0,0,0,0,0,0.035408189865604,0,-0.0322587221548335,0.0200203049052886,0,0,0,0,0,0
X000568.SZ,0,0.445487283247742,0,0,0.452864700936939,0,0,0,0,0,0,0,0,0,0,0,0.0548222938818874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871367615823938,0,0,0,0,0,0,0,0.00130137929827699,0,0,0,0,-0.00676255059807272,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245591652259583,0,0,0,0,0.237256120809365,0,0,0,0,0,0,0,0,0,-0.143452035603238,0,0.123642349288576,0,0,0.11271576143784,0,0,0,0,0,0,0.12739166870192,0,0.111330372276604,0,0,-0.021337656412911,0.0224645980675497,-0.0172845311518116,0,0,0,0,0
X600690.SH,0.0283171178172194,0.0307512630314961,0,0,0.0732238157794001,0.238487133850078,0,0,0.113627608659254,0,0,0,0,0,0,0,0.0216595659547314,0,0,0,0,-0.041888802559602,0,0,-0.0124086145477872,0,0,0,0.0227130163159929,0,0,0,0,0,0,0,0,0,0,-0.0149177232430005,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0214223969597462,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0439088790908096,0,0.0745013343382527,0,0,0,0,0,0,0,0,0.0782062878647575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077686472713043,0,0.0153010266036268,0,0,-0.0207449123776956,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280093034225607,0,0,0,0,0,0,0,0,0,0,-0.0518215672059511,0,0,-0.0846372784243651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253371091337421,0,0,0.0146942143219297,-0.0132116264090933,0,0,0,0,0.0364271339644637,0,0
X300124.SZ,0,0,0,0,0,0.101011073553372,0,0,0,0,0,0.13135226343006,0,0,0,0,0,0,0,0,0,0,0,0,0.111715905864923,0,0,0,0,0.121879565501372,0,0,0,0,0.0451653802641643,0,0,0,0,0,0,-0.0474061841010959,-0.229916446419555,0.237583945496846,0,0,0.079766026891058,0,0,0.012518653772068,0,0.00676471533862533,0.00856527737351394,0,0,0,0,0,0
X600104.SH,0.185045946748761,0,0,0,0.0756828385230377,0.0359695368246707,0,0,0.0122224777004347,0,0.0185153987751918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179930520096005,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.014492432446609,0.111304865456624,0,0,0,0.0270357386013158,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.297712652566348,0,0,0,0,0,0,0,0.0202533420935307,0,0,0,0,0,0,0.163197354414961,0,0,0,0,0,0,0,0,0,0,0.0638933476507946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335374422922742,0,0,-0.00158236767511721,-0.0128230532342562,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130938780933066,0,0,0,0.108882878539035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136715609208849,0.00974978160081651,0,0,0,0,0,0.404851200973892,0,0,0.00151761209853541,-0.0116484367099458,0,0,0,0,0,0
X000725.SZ,-0.0180922369450688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548787653221694,0,0,0,0,0,0,0,0.147418099912432,0.0161007168360112,0,0.0036390105668402,0,0,0,0,0,0.00360526116193449,0,0,0,0,0,0,0,0,0,0,0,0,0.015728862903266,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0584316949996876,0,0,0,0,0,0,0.0866431308571321,0,0,-0.019042297183869,0.100582544785822,0,0,0,0,0,0,0.070068874447813,0,0,0,0,0,0,0.247142214283772,0,0,0,0,0,0,-0.0916722478326007,0,0,0,0,0,-6.93889390390723e-18,0,0,0,4.33680868994202e-19,0,0,0.0174134896352821,-0.00145298016942019,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144275451571146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421099037507832,0,0,0,0,0,0,0.0339032827906401,0,0,0,0,0,0,0,0,0,0.0011204230678771,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179483569519284,0,0,0,0,0,0,0,0,0,0.255544070107517,0,0,0,0.154537755546959,0,0.0562974965837807,0,0,0,0,0,0.154421820539815,0,0,0,0,0,0,0.016111020694106,0,-0.0185829178734932,0,0,0,0,0.0871415356562249,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114027984544409,0,0,0,0,0,0,0.00864652041286489,0,0,0,0.0596107564170939,0,0,0.0740145007477164,0.170227338738067,0.189785235319061,0,0,0,0,0,0,0.0262950903187959,0,0,0,0,0,0,0,0,0,0,0,0.0584410666498691,0,0,-0.0164042644336383,0.0247187352012748,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.272451530044625,0.0665982317846887,0,0,0,0,0,0,0,0.0618981799357173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20282604766256,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701940487129449,0,0,-0.0137305668806855,0,0,0,-0.120796065600903,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488433192037674,0,0,0,0,0,0,0,0,0,0.0187991812292959,0,0,0,0,0.0821047583230167,0,0,0,0,0,0.0426616695060873,0,0,-0.00600091770509914,9.73178709362476e-05,0,0,0,0,0,0
X002179.SZ,-0.259627339413405,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.164574667724536,0,0,0,0,0,0.020611723174351,0,0,0,0,0,0,0,0,0,0,0.0519163187266252,0,0,0,0,0,-0.222349048374728,0,0,0,0,0,0.075371892596442,0,0,0.0410076673708222,0,0.103639528781241,0,0,-0.0232614796471841,0.00540404287388166,0,0,0,0,0,0
X000100.SZ,0,0.101839078949884,0,0,0,0,0,0,0,0,0,0,0,0,0.663401447000848,0,0,0,0,0,0,-0.0363981955361012,0,0,0.00597642751638845,0,0,0,0,0,0,0,0,0,0,0,0,0.130394785420654,0,0,0,0,0,0,0,0,-0.0497605181887647,0,0.0122128930278856,0,0,-0.0142731354036293,0.0101529249989972,0,0,0,8.67361737988404e-19,0,0
