,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X002506.SZ,X002241.SZ,X600118.SH,X002236.SZ,X002475.SZ,X000559.SZ,X000157.SZ,X600372.SH,X600177.SH,X000338.SZ,X002074.SZ,X000568.SZ,X300003.SZ,X300124.SZ,X002085.SZ,X600089.SH,X002294.SZ,X002049.SZ,X002465.SZ,X600867.SH,X600498.SH,X601877.SH,X600582.SH,X002007.SZ,X002180.SZ,X002456.SZ,X000869.SZ,X300001.SZ,X000623.SZ,X000050.SZ,X000981.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0787628748990221,0,0,0.188448502095386,0,0,0,0,0,0,0,0.085627782586335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398451360026961,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134740351733648,0,0,0,0,0,0,0
X600104.SH,0,0,0.12898348604913,0.147485173857084,0,0,0,0,0,0,0,0,0,0,0.346938071510233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342990025374726,0,0,0,0,0,0,0,0,-0.00915162891272147,-0.0204245502010397,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277465430647221,0,0,0,0.0173895773566246,0,0,0,0,0,0,0,0.0859928119580082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156959753184535,0,0,0.333192407338715,0.0550124237618184,0,0,0,0.0133675397251368,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.165776805558147,0,0,0,0,0.0756978030277776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700693306098822,0,0.0163046263592356,0,0,3.46944695195361e-18,0,0,0,0,0,0.0493111440543841,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0606064838436981,0,0,0.0614125853188332,0,0,0.0794796417329538,0,0,0,0,0,0.0702479502499248,0,0,0,0,0,0,0,0,0,0,0.253786539819835,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00197262733798904,0,0,0,0,0,0,0,0.0113012968487988,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0371150207773778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319308948608422,0,0,0,0,0,0,0,0,0,0,0.0464475084317186,0,0,0,0,0.0469117880348434,0,0,0.0146208110655025,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0172759050377837,0,0,0,0,0,0,0,0,0,0,0,0,0.270320018969564,0,0.0424032784684722,0,0,0,0,0,0,0,0,0,0.0423920138806222,0,0,0,0,0.0134228421324016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170976120367633,0,0,0,0.0262372936317027,0,0,0.022650257667639,0,0.142340574187573,0,0,0.168593334970511,0,0,0,0,0.0889823165515167,0,0,0,0,0,0,0.0949462338329148,0.000114087801238106,0,0,0,0.0161621215905372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0595974854815653,0,0,0,0,0,0,0,0.00309880519700392,0,0.111900965782326,0,0,0,0,0,0,0,0,0,0,0,0.245256427128037,0,0,0,0,0,0.0146026653884568,0,0,0,0,0,0,0,0.0465403277729557,0.147638310925719,0,0.0176126195653923,0,0.0713896628888221,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151731860694753,0,0,0,0,0,0.101997213726875,0,0,0.257896879071596,0.0519521277664293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167937523747352,0.0236066065972704,0.0366579606830827,0,0.0705708027912333,0,0,0,0,0,0,0,0,0,0,0,0,0
