,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002292.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X000157.SZ,X002085.SZ,X000568.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002074.SZ,X600177.SH,X002294.SZ,X600089.SH,X300124.SZ,X002049.SZ,X600867.SH,X600582.SH,X002180.SZ,X600498.SH,X002465.SZ,X002007.SZ,X601877.SH,X000869.SZ,X002456.SZ,X002508.SZ,X000050.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0226964168070193,0.306947405078622,0,0,0.176696278727108,0,0,0,0,0,0,0,-0.0724264493315762,0,0,0,0,0,0,0.0192153813764161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0593054431128189,0,0,0,0,0,0,-0.00251612850624635,-0.0211215208476002,0,0,0,0,0,0
X600104.SH,0,0,0.372058135542464,0.0260694537027204,0,0,0,0,0,0,0,0,0.0132147182558239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084825132282801,0,0,0,0,0,0,0,0,0,0,0,0.0643415932709604,0,0,0,0,0,0,-0.00727539135571618,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.146790568983455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718376436556058,0,0,0,0,0.0419340256955596,0,0,0,0,0,0,0,0.181651879241099,0,0.0690384320452089,0,0.198505381883887,0,0.0124301296361732,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.144254365627169,0,0,0,0.0762364218090511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696772697670754,0.0537152383215414,0,0,0,0,0,0,0,0,0,0,0,0.0482789145290641,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969706027158748,0,0,0,0,0,0,0.0914588450277521,0,0,0,0.0187359363043356,0.203858776678271,0,0,0,0,0.0213035679717697,0,0,0,0,0,0.0207265771041312,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00387411956641777,0,0,0,0,0,0,0
X002304.SZ,0,0.192960622943547,0,0,0,0,0,0,0,0.158379829377076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140941115453735,0,0.0600398202140042,0,0,0,0,0,0,0,0,0,0.0545114700534292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.04659455715851,0,0.025060260460389,0,0,0,0,0,0,0,0,0.0692795171220802,0,0,0,0,0,0,0.05367423009908,0,0,0,0,0,0,0.0894335172057537,0,0.0315705165611845,0,0,0.0274057071310026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.175489276558915,0,0,0,0,0,0,0.0322177058545874,0.0349422301927725,0,0.115699463774688,0,0,0,0,0,0,0,0.14611673557006,0,0.127630122998574,0.0266543891693352,0,0,0,0,0.0860595990010434,0,0,0,0,0.0374581011148813,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0762438586516325,0.0838475206177687,0,0,0,0,0.131878804742537,0,0,0,0,0,0,0,0,0,0,0.0415067848624167,-3.46944695195361e-18,0.0863128595435115,0,0.0487259725100283,0,0,0,0,0,0,0,0,0,0,0,0.0157600100747169,0.0449335705911383,0,0,0.059186808474106,0,0,0,0,0,0,0.198729918715316,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0399676715537854,0,0,0.132235662005808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188651956529461,0,0,0,0,0,0,0,0.210047585859549,0,0,0,0,0,0,0.0695864686737717,0,0,0.122900128593731,0,0,0.0803882377107052,0,0.00609056043675407,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.0320237544304521,0,0,0,0,0,0,0,0,0,0,0,0,0.0922040118980336,0.231173920710148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103904266021812,-0.138268725943263,0,0.0619151314235086,6.93889390390723e-18,0,0,0.0486974076921188,0,0,-1.73472347597681e-18,0,0,-0.0344162930551593,-0.115042715671633,-0.153023542132031,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409188293568045,0,0,0,0,0.0624272118055422,0,0,0,0,0,0.137276050608032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800359418477809,0,0,0.0334548081735789,0,0.0724338003626627,0,0.164170756934355,0,0,0,0.0131773421777715,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0158894818156792,0,0,0,0,0.0767565103043822,0.143325623720616,0,0,0,0,0,0,0,0,0,0,0,0.129431538750692,0,0.0817110907593004,0,0,0,0,0,0,0.0176992936233058,0,0,0,0,0,0,0.0471071955828034,0,0,0,0,0.0142864527807574,0,0.136265864896846,0,0,0,0.0824935358432729,0,0.0242247817054218,0,0,0,0,0,0,0
