,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600271.SH,X600031.SH,X600703.SH,X000100.SZ,X000559.SZ,X600118.SH,X600066.SH,X002236.SZ,X600372.SH,X000157.SZ,X002292.SZ,X002475.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X000568.SZ,X300124.SZ,X002465.SZ,X600839.SH,X600177.SH,X002294.SZ,X300003.SZ,X600867.SH,X002074.SZ,X002085.SZ,X000869.SZ,X000977.SZ,X000800.SZ,X002129.SZ,X600525.SH,X600582.SH,X000550.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.171050443811744,0,0,0,0,0.0948717227629514,0,0,0.0404769116787403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12617890527247,0,0,0,0,0,0,0,0,0,0,0,0,0.0532531957712178,0,-0.0150010260999493,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.216315852467362,0.303135671221472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154907250446359,0.0113367359220502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878325012632057,-0.0733422439764037,0,0,0,0.0172267503506697,0,0,0,-0.0823201496852385,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181097042403606,0,0,0,0,0,0,0,0.0520286055653472,0,0,0.0676141051558135,0,0,0,0,0,0,0,0,0.0312918625031279,-0.0840414839897768,0,8.67361737988404e-19,0,0,0,0,0,0.0185607009897326,0,0,-0.0313349755151477,-0.0256386429674615,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172791948772999,0,0.152324839203115,0,0,0.036723531153539,0,0,0,0.0136702668631272,0,0,0,0.18280145098282,0,0,0,0.010561871611416,0,0,0,0,0,0.0356494997703867,0,0,0,0,0,0,0,0,0.0647380257680462,0,-0.0382775078670542,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.128894835142124,0.136249409042389,0,-0.0939910764518877,0,-0.00539630205716879,0,0,0,0,0,0,-0.063556378782709,0,3.46944695195361e-18,0,0,0,0.168217823309883,0,0,0.110744892047389,0,0,0,0,0,0,0,-0.057233609220744,0,0,0,0.0400234382303096,0,1.73472347597681e-18,0,0,0,0,0,-0.0836342135455263,-0.0492735299196633,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25991454748389,0,0,0,0,0,0.0513795726194119,0,0,0,0.00652719028595952,0,0,0.294651374489743,0,0,0.0124261385587175,0,0,0,0,0,0.0577359691719531,0,0.0210812260258607,0.0147664580900083,0,0,0,0,0,0,0,-0.0467176826579143,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0419151459277494,0,0,0,0,0,0,0.0417107469903109,0,0.149606754879838,0.0894799343846823,0.0654343254819911,0,0,0,0,0,0,0,0.148491194829089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.142883568165346,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.276026859979653,0,0,0.0478326962350718,0,0,0,0,0,0.148996104256147,-0.0343168560014084,0,0,0,-0.0147414733171154,0,0,0,0,0,0,0,0,0.212302199517253,0,0,0.0836332558856044,0,0,0,0,0,0,0,0,0,0.162264395758042,-0.115747780083797,0,0.0862488942152589,0,0,0,0,0,-0.146470972712099,-0.0772418244202018,0.0806977978118448,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.016424221692838,0.00451068669415022,0,0,0.167955987592563,0,0,0,0,0.0489260526099703,0,0,0,0,0.166125108500381,0,0.252905951639426,0.10350579072289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344926690608093,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.033912229385007,0,0,0,0.250605997046835,0.0745656653646174,0,0,0,0,0,0,0,0,0.302152490977132,0,0,0,0.00651270486832635,0,0,0,0,0,0.0176100275994204,0,0,0,0,0,0,0,0,0,0.0829972583512003,0,0,-0.0246212307365785,0,0,0,0,0,0
