,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X300003.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X601877.SH,X300014.SZ,X300124.SZ,X600183.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002007.SZ,X000066.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X002371.SZ,X002008.SZ,X600271.SH,X000977.SZ,X002463.SZ,X002180.SZ,X600584.SH,X600177.SH,X000050.SZ,X600066.SH,X600498.SH,X002508.SZ,X600487.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.227016547776892,0,0,0,0,0.0696114419838818,0,0.220406063606027,0,-4.33680868994202e-19,0,0,0.0278045383951826,0,0.00999887503867644,0.134114080688498,0,0,0,-0.044915327583197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175316062077465,0,0
X000858.SZ,0,0,0,0.00585722652029187,0,0,0.0796821365348894,0,0,0,0,0,0,0.451628146379048,0,0,0,0,0,0,0.0109106304282208,0.0640405217403336,0,0,0,0,0,0,0,0,0,0,0.0193084604629285,0.0218229168005422,0,0,0,0,0,0.0365606003111757,0,0,0,0,0,0,0,0,0,0,0,-0.0125829861312413,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0402973021805606,0,0,0.236749460262998,0,0,0,-0.0805060213056924,0,0,-0.0128246810962675,-8.67361737988404e-19,0.00703263754681256,0.0967172189111144,0,0,0,0,-0.0724888985808726,0,0,-0.0517542901275451,0,0,0,0,0,0,0,0,0,-0.00148933637367592,0,0,0,0,0,0,0,0,0.214558166077769,0,0,0,0,0,0,-0.0373629051588625,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330280736422669,0,0,0,0,0,0.096155211177147,0,0,0,-0.00543263267357412,0,0,0,0,0.0376498279214194,0,0.0606687519371729,0,0,0,0,0.0587414461509255,0,-0.056376917831829,0,0,0,0,0,0,0,0,0,0,0,-0.011774155447097,-0.0655177694904241,0,0,0,0.00256619601603544,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.140279553463272,0,0,0.0249720817283576,0,0,0,0,-8.67361737988404e-19,0,0,0.549579116247962,0,0,0.059794224594608,0,0,0.0158452348082176,0,0,0,-0.0688240398407373,0,0,0,0.0348724239970969,0,0,0,0,-0.018937020984689,0,0,0,0,0,-0.0227459208908041,0,0,0.0270154099084281,-0.0678745703600506,0,0,0,-0.0421090127291327,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121089148220416,0,0,-0.0430348658381093,0,0,0,0,0,0,0.0166153519678378,0,0,0,0.0237506250430589,0,-0.0274537772956547,0,0,0,-0.0735775990003734,0,0,0,0.0345130521378776,0,0.0105662629724131,0,0,0,0,0,0,0.076878211929618,0,0.00792338503878383,0,0,0,0,-0.0119301859846682,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.160503857582235,0,0,0,0,0,0,0.000217007854122495,0,-0.00648339812167348,0,0,0.222661974944421,0,0,0,0,0,0.0227447128497949,0,0,0,0,0,0,0.12419197662599,0,0,0,-0.0236723418298373,0.260928203405581,0,-0.0229355745467988,0.0982601542924213,0,0,0,0,0,0,0,0,0,0,-0.0232541366810427,0,0,0,0,0.0195068529447305,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0547298037652094,0,0.104361251725731,0,0,0,0,0,0,0,0,0.0289818310611956,0,0,0,0,0,0,0,0,0,0,0,0,0.0928761281195094,0,-0.073543681757596,0,0,0,0,0.0288748318098967,0,0,0.237801639855642,0,0,0,0.0848049694884128,0,0,0.0889082968753523,0.0262623907882187,0,0,0,-0.0325112027918942,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05350581815279,0,0,0,0,0.0225200700265913,0,0,0.188750095672764,0,0,0.0378472505659018,0,0,0,0,0,0,0.0601789165113196,0,0,0,0,0,0.0137256596795223,0,0.00328328956926144,0.00586299436783653,0.133788665581726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799969231716203,0,0
X002304.SZ,0,0,0.0648756432575349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243401654139069,0,0,0,0,0.0993543136165403,0,0,0,0,0,0.0215162487464939,0,0,0,0.0570817231301238,0,0,0,0,0,0,0,0.047227263803536,0,0,0,0,0,0,0,0,0,0,0,0,0.0443876977958337,0,0,0,8.67361737988404e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0723799414590842,0,0,0,0,0,0,0.0256106240857573,0.100473154707006,0.13809313610139,0,0,0,0,0,0,0,0,0.0562102792119141,0,0.0749756040256451,0,0,0,0,0,0,0.0268191464019124,0,0,0,0,0.0266044087689696,0,0,0,0,0,0,0,0.136158332457287,0.0451006946946231,0.0726604746709579,0,0,0.0431314145229167,0,0,0,0,0,0
X600031.SH,0.0492349033160586,0,0,0,0,0,0.124135674582752,0,0,0,0,0,0,0,0.0774705559715983,0,0,0,0.153721965477417,0.0343279573112924,0,0.0471736496819024,0,0,0,0.0463940604735789,0,0,0,0,0,0,0,0,0,0,-0.065907135857296,0,0,0,0,0,0,0,0,0,0,0.000817093931839161,0,0,0,-0.0183425329882895,0.0270693426862227,0,0,0,0.0329119202949696,0,0
X600690.SH,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0156973546519798,0,0,0,0,0.108953111410133,0,0,0,0,0,0,0.191552500379378,0,0,0,0,0,0,0.00966593715382527,0,-0.0486509292881334,0,0,0,0,0.0298304413016358,0,0,0,0,0,0,0,0,0,0.0430430662884481,0,0,0,0,-0.00952337717210192,0,0
X000568.SZ,0.226646103042491,0.470653401357383,0,0,0,0,0.036427576173761,0,0,0,0,0,0,0,0,0,-0.0104705411499029,0,0.0584456153644489,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0396957907433507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168634274761984,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.122783394787319,0,0,0,0,0,0,0,0,-0.0386868355052314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985752055033763,0,0.0498799165526888,0,-0.04847811003914,0,0,0.101896389413578,0,0,0,0,0,0,0,0,0,0,0,0,0.0294508729371565,0,0,0,0,0,0
X000661.SZ,0,0,0,0.336147184726819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604765748072657,0.000792420563668098,0.0764227265641467,0,0,0,0,0,0,0,0,0.0247746569306637,0,0,0,0,0,0,0,0,0,0,-0.0777553405343638,0.0518109797802616,0,0,0,0,0,0,0,0,0,-0.0179649374230222,-0.063719120659444,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234914023223609,0.0724729358260725,0,0,0,0,0.0788435433701324,0,0,0,0,0,0,0.0449698608876613,0.177512946809835,0,0,0.1907125073754,0,0,0,0.110741332562542,0,0.270387337526008,0,0.16536048140039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.106761734701491,0,0,0,0,0,0,0,0,0,0.0990957120417717,0,-0.125882857176847,0,0.00957533853983011,-0.139605185933888,0,0.115981146535009,0,0.0869937269333902,0,0,0,0,0.183650125616438,0,0.0626196947324884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037291340417365,0,0,0,0,-0.00662754876754102,0,0
X600809.SH,0,0,0,0.0455781401631466,0,0,0,0,0,0,0,0,0,0.302884956410086,0,0.0470864049581606,0,0,0,0.0828291169678327,0.115664443610337,0,0,0,0,0.0528282934755285,0,0.00382111178313179,0,0,0,0,0.0109294533029789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504110130731198,-0.0224514564535247,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.160018888169558,0,0,0,0,0,0,0,0,0.0607368434219808,0.251309347237694,0,0.0777892597621927,0,0,0,0,0,0,0.117859266442304,0,0,0,0,0,0,0,0.0760396010988235,0,0,0,0,0,0.157414530270263,0,0.0643057002295759,0,0,0,0,0,0,0,0,0,-0.0208579832072202,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0.247993696647845,0,0,0,0,0,0,0.0111868475375248,0,0,0,0,0.111777624903052,0,0,0.112073448066994,0,0,0.0646898805718877,0,0,0,0.041728642063792,0,-0.173772790923775,0,0,-0.0642916509294948,0,0,0,0,0,0.174606699692012,0,0,0.135664086737104,0,4.33680868994202e-19,0,0,0,0,0,0,0.0797870866730391,0,0,0.0210501554541466,0,0,0,0,0,0,0
X000596.SZ,0.280460078417237,0,0,0,0,0,0,0,0,0,0,0.23577847154876,0.0248111191406216,0,0,0,0,0,0.101740033654978,-0.0451236284392776,0.103523246537255,0,0,0,0,0,0,0,0.0221512275371617,0.0416411848419625,0,0,0,0,-0.0684269271933091,0,0,0,0,0.0398285767644618,0,0,0,0,0,0.0801687357887824,0,0,0,0.0338014012806003,0,-0.0161916486185626,0.0264699813739418,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.41608723842038,0,0,0,0,0,0,0,0,0,0,0.0376894136342356,0,0,0,0,0,0,0,0,-0.133560437684757,0,0,0,0.0315122588776073,0,0,0,0,0,0,0,0,0,0,0,0.436888668852216,0,0,0,0,0,0,-0.00919007640813924,-0.0149470408120972,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.271778991943085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325895786339646,0,0,0,0,0,0,0.0354179802728276,0,0.131409627186502,0,0,0,0,0,0,0,0,-0.0107100516092561,0,0,0,0,-0.00294623464358819,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.149428924476665,0,0,0,0,0,0,-0.0455853411051959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457438806349134,0,0,-0.0932983258870569,0,0,0,0.0481350889736525,0,0,0,0,0,0,0,0.0287183146270773,0.0763080332305724,0,-0.0062641365203924,-0.00918176650164501,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.0460504790524481,0,0.072976408823353,0,0,0,0,0,0,0,0,0.448908591080597,0,0,0.362892379405123,0,0.0945924508063133,0,0,0,0,-0.137801205192935,0,0,0,0,0,0,0,0,-0.350721153156518,0,0,0.00959744354948268,-0.254217544990807,0,0.364486889828511,0,0,0,0,0,0,-0.0591247292246908,0,-0.0269004491729671,0,0,0,0,-0.0457806834296224,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453309291336315,0,0.0523619812696983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577517162016124,0,0.0259492166892397,0,0,0,0,0,0,-0.0341165688649909,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0.316200604090932,0,0,0,0,0.0402437179502082,0.0575087563077269,0,0,0,0,0.0654918945927664,0,-0.389125949873048,0,0,0,0,0,0,0,0,0,0.176136097476367,0.0153017598705292,0,0,0,0,0,0.421210998757163,6.93889390390723e-18,0.186957276110159,0,0,0,0,0,0,0,0,-0.0851846589454757,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0892920383047532,0,0,0,0,0.0265720814508533,0,0,-0.00728864162734893,0,0.0118699544156001,0,0,0,0,0,0,0,0,0,0.127589914538767,0,-0.0341742086791753,-0.0665624221284229,0,-0.0104399248844477,0,0,0.127347193592519,0,0,0,0,0,0,0,0,0.0627522545256412,0,0,0.0328610887942383,0.0201338016939823,0,0,0,0,0,0
X300142.SZ,0,0,0,0.0139409238358261,0,0,0.206269708546009,0,0,0,0,0,0,0,0,0,0,0,0,0.0431355299489477,0,0,0,0,0,0.0861101123785279,0,0,0,0,0.169750543038638,0,0.0572946754208889,0,0.0149270507058597,0,0,0.0707013071490104,0,0,0,0,0,0,0,0,0,0,0,0.0491301442070876,0,0,0.0411445978662745,0,0,0,0,0,0
X000625.SZ,0,0,0.125756057435709,0,0,0,-0.004482996902717,0,0,0,0,0,0.293215654195655,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646080885323116,0.046345522829669,0,0.16968833314526,0,0,0,0,0.159847286143374,0,0,0,0,0,0,-0.0610388536805454,-0.0855861751089154,0,0,0,0.0235653449594162,0,0
