,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X300014.SZ,X000338.SZ,X002129.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000661.SZ,X601877.SH,X000157.SZ,X002241.SZ,X600584.SH,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X300142.SZ,X002007.SZ,X000800.SZ,X601799.SH,X002463.SZ,X002028.SZ,X000066.SZ,X600460.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.348452237193052,0.0605090737802277,0,0.025702112574854,0.0412095458638564,0,0,0,0,0.0265515631610824,0,-0.0265262900857826,0,0,0,0,0,0.00715698195645469,0.0812789511462493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598107606714303,0,0,0,0,0,0,-0.0347238762669175,0,0,0,0,0,-0.0158700356181347,0,0,0,0,0,0,0
X000858.SZ,0,0,0.745211749690435,0,0,0,0,0,0.0444525284161452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541986721666447,0,0,0,0,0.0250696130078978,0,0.0398794707158895,0,0.0036799980978696,-0.00215202980330431,0,0,0,0,0,0,0
X000568.SZ,0.365121870630271,0.335668369730766,0,0,0,0,0,0,0,0,-0.0683966799533129,0,-0.0354521549848825,0,0,0.162313860302407,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205398938106685,0.00246490971210169,0,0,0,0,0,0,0,0,0.208249538894276,0,0,0,0,0,-0.0333392095183149,0,0,0,0,0,0,0.00797550037080976,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.246962230599194,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032212821143159,0,0,0,0,0,0,0,0,0,0.336500668566666,-0.0499134166651226,0,0,0,0,0,0,-0.132569803124826,0,0,0,0.239584354810504,0,0,0,0,-0.0467224061191511,0,0,0,0,0,0.0115780785089627,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.126718478271599,0,0,0,-0.0415584002351095,0,0,0,0,0.228281058237416,0.0460913361136136,0,0,0,0,0,0,0,0,0,0,0.0224665482706724,0,1.35525271560688e-20,0,0,0,0,0,0,0.20355444216502,0,-0.0616160264849283,0,0,0,0,0,0,0,0,0,0,0.110496927037837,0.0864605405485645,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.176582976078553,0,0,0,-0.0750316008290799,0,-0.0907680008300307,0,0,0,0,-0.211018131110576,0,0,0,0,-0.00519174548486096,0,0,0.0842037402021972,0,0,0,0,0,-0.0737530184354945,0,0,0,0,0,0,0,-0.11844986987315,0,0,0,0,0,-0.0635686585669462,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.011981080983335,0,0,0,0,0,0,0,0,0,0,0,0,0.0486626955005681,0,0,0.126634292454361,0,0,0,0,0,0.195995934452906,0.0675463310812542,0,0,0.0248966665965344,0,0,0,0,0,0,0.0567706709868025,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.15217091969027,0,0,0,0,0,0,0,0.0793431448442899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120394844943653,0,0,0,0.0778577560100234,0,0,-0.0237936215259792,0,2.71050543121376e-20,0,0,0,0.0869740337523426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.370659932268572,0.175079382675595,0,0.0140308552836575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274643781226927,0,0,0,0,0,0,0,0,0,0,0.0143627517419036,0,0,0,0,0,0,0,0,0.0519105068165981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.192666756844821,0,0,-0.0738887908422627,0,0,0,0.39067090248824,0,0,0,0,0,0,0,0,0,0,0.0444978885378734,0,0,0.0202035046261852,0,0,0,0,0,0,-0.01170538720036,-0.0353095243533951,0,0,0,0,-0.00921740144842809,0,0,0,0,0,0.022021550790786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.0128179177140013,0,0,0.141139315605289,0.0746221304227142,-0.0845237097275522,0,0,0,0,0,0,0,0,0,0,0.188051841328736,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0453359417911238,0,0,0,0,0,0,0,-0.0097259605441055,0,0,0,0.0709205965099331,-0.0181765659678218,0,0,0,0,0,0,0,0,0,-0.0584181525034012,-0.0285626653499888,0,0,0,0,0,0
X600104.SH,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135069986434013,0.15815830959429,0,0,-0.0347840163626694,0,0,0,0,0.0576560678328635,0,0,-0.0097671340902143,0.147076710959038,0,0,0,0,0,0,0,0,0,0,0.0742003625699395,0,0,0,0,0,0,0,0,0,0,-0.0405419254706092,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182879542720108,0,0,0,0,0,0,8.67361737988404e-19,0.184862615796183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19456357808242,0,0.0696152547308759,0,0,0,-0.0257587134840523,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124993129111685,0,0,0,0.125028827598739,0,0,0,0,0,0,0,0,0.0685867962254104,0.0120516689076816,0.0134294328296106,0,0,0,0,0,0,0,0.0163033423760344,0,0,0,0,0,0,-0.0727984713657581,0,0,0,0,0,0.095826128287178,0.0497093215691785,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485992783566188,0,0,0,0,0.38992303585384,0,0.0308582581106624,0.0340245511587992,0,0,0,0.0174036757485785,0,0,0,0,0,0,0,0,0,0,0.0659833403286033,0.0251992255096794,0,0,0,0,0.0928860162621619,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0.276999772894072,0,0,0.092411211096304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364784863346592,0,0,0,0,0,0,0,0.00396259528696187,0,0,0,0,0,0,0.235530950992535,0,0.0420255372734711,0.0404349885603793,0,0,0.0648998545268816,-0.0582176989922832,0,0,0,0,0,0.0725815004761515,-0.012307812127101,0,0,0,0,0,0
X002371.SZ,0,0,0.189487955788402,0.0375045902771912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211221863360538,0,0,0,0.16309560775091,0,0,0.198092174419876,0,0,0.163470310323481,0,-0.107098483677503,0,0,0,0,0,0,0,0,0,0,0,0,-0.092641917668821,0,0,0,0.182251040603889,0,0,0,0.0118857241808844,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0683526567089962,0,0,0,0,0,0.0838413594368505,0,0,0,0,0,0,0,0.108540903111675,0,0,0,0,0,0,0,0.256795487279578,0,0.0535644056620124,0,0,0,0,0,0,0,0,0,0,0,-0.0573115985868739,0,0,0.0166433494733055,0,0,0,0,0,0,0,-0.0371669522388511,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0101432296514827,0,0,0,0,0,0,0,0,0.112723841208664,0.0726243162056454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305233220671914,0.0812676671619751,0.0809075745965095,0,0.10160488910134,0,0,0,0,0,0,0,0,0,0,0.412024291922241,0,-4.33680868994202e-19,0,0,0.0568513774921525,0,0,-0.124763625219606,0,0,0,0,0,0,0
