,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X601877.SH,X300124.SZ,X002508.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600177.SH,X002294.SZ,X600271.SH,X600522.SH,X002085.SZ,X002008.SZ,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X600867.SH,X000981.SZ,X600699.SH,X600566.SH,X600809.SH,X600372.SH,X002074.SZ,X000559.SZ,X300115.SZ,X000623.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0866154489472889,0,0,0.100284873141731,0,0.19635483050759,0,0,0.0136005862940263,0,0,0,0,0,0,0,0,0,0,0.0504442545234963,0,0,0,0,-0.138647346624263,0.0775150837287055,0,0,0,0,0.0473153029738606,0,0,0,-0.0188823442734629,0.229744134964374,0,0,0,0.0100146779180286,0,0,0,0.00715844547501621,-0.0164362768425145,0,0,0,0,0,0
X600104.SH,0,0,0,0.271324690889799,0,0,0,0,0,0.00854784265926575,0,0.400723563644642,0,0.15167505364712,0,0,0,0,0,0,0,0,0,0,0,-0.0823580164289887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10836553237457,0,0.0344770342219125,-0.0177228717407348,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.134131247948539,0.0817055818286361,0,0,0,0,0,0,0,0,0.391095567600668,0.12479218212997,0,0,0,0,0,0,0,0,0.179377254937584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051819429184054,0,0,0,-0.015088968222929,-0.0714811916324426,0,0,-0.100601462861925,0,-0.00301913521644296,0.00997180532572919,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0311758800098887,0.0627077514960305,0,0,0,0.0282662626253832,0,0,0.191121380293606,0,0.157153532728624,0,0,0,0,0.134864711170091,0,0,0,0.00639397168094773,0.0850802183324408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351320233736027,0,-0.00286255912095019,0.00806693370688705,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.036840855540486,0,0,0,0,0,0,0.580606811613636,0,0,0,0,0,0,0,0,0,0.0842827098684788,0,0,0.0334001306322526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724221224930422,0,0,0,0,0,0,0,0.0116148689631515,0.00135900362604649,0,0,0,0,0,0
X000725.SZ,0,0,0.215540739167731,0,0,0,0,0,0,0,0,0,0.083118094972405,0,0,-0.167530437914465,0,0,0.223473414548955,-0.0600447674756614,0,0,0,0,0,0,0.0691731662898455,0,0,0,0.369014773781909,0,0.192112508975952,0,0,0,0,0.160376817666599,0.145220331033826,0,0,0,0,0.0654944543902047,0,0,0,0,0,0,-0.0143522078430025,0.0576442564071553,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0401182551120017,0,0,0.0567183113039572,0,0,0,0.184053489162406,0,0,0,0,0,-0.0621558887454671,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982443581652478,0.0947801928186599,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.100311017525122,0,0,-0.113591288983743,0,0.0242429637951732,0.00521321251681254,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.472340818156779,-0.0278235371214245,0,0,0,0.125157739137989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991928978985,0,0,0,0,0.195615285806878,0,0,0,-0.143235996636033,0,0,0,-0.00311882824374714,-0.00439127939581721,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0487754795376131,0,-0.0220911562297949,0,1.0842021724855e-19,0.0811891423280318,0.0108026230797103,0,0,0,0,0,0.039439203681904,0,0,0.262806193642333,0,0,0.101022196063484,0,0,0,0.0328468163365599,0,-0.15308938394291,0.0199103928055416,0,-0.022410882226003,0,0,0,0,0,0,0,0,0,0,0,-0.0640124894054434,0,0.212616580779333,0,0,0,-0.0277770020571086,0,0,0,0,0,0,0
X600690.SH,0,0.217775311652109,0,0.0339347209631154,0,0,0,0,0,0,0,0.37827246343226,0,0,0.123469338559001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031802242722039,0,0,0,0,0,0.0290888704606973,0.0112493838634375,0,0,0,0,0,0
