,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X002475.SZ,X600809.SH,X600276.SH,X000651.SZ,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000063.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X002463.SZ,X600089.SH,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600372.SH,X600584.SH,X002028.SZ,X600522.SH,X000977.SZ,X000921.SZ,X002236.SZ,X600741.SH,X600183.SH,X002049.SZ,X601877.SH,X000661.SZ,X600487.SH,X002223.SZ,X000800.SZ,X002180.SZ,X002129.SZ,X600060.SH,X600418.SH,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.220864237577787,0,0,0,0.051932428831997,0,0,0,0.143741298687689,0,0,0,0,0,0,0,0,0,0.0681898933267923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046466383381793,0,0,0,0,0,0,0,0.000129589828589187,0,0,0,0.0145163821088035,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.439047035633025,0,0,0,0,0,0,0,0.130326711227086,0,0.0322903585078938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373053620574601,0.0423564758582392,0,0,-0.029441333882058,0,0,0,0.00924659703660734,0,0
X002415.SZ,0,0,0,0,-0.00341938793284912,0,0,0,0,0,0,0,0,0,0,-0.0996383024207858,0,0.221906758979727,0,0,0,0.0479881465824102,0,0,0,0,0,0,0,0,0,0,0,0.0622121142639565,0,0.0955915897269305,0,0.0382076427518287,0,0,0,0,0,0,0,0.0811531268560362,0,0,0,0,0,0,0,-0.0958910196529389,0,0,0.0175983208129523,0,0
X600690.SH,0,0,0,0,0,0,0,0.0760735301452527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166464876415036,0,0,0,0,0,0,0,0,0,0.00855734424884726,0,0,0.252401020689681,0,0,0.0206476533406347,0,0,0,0,0,0,-0.15002803915986,0,0,0,0,0,0,0.0263694068167032,0.0199513370116121,0,0,0,0.141952365511728,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497073569039837,0,0,0.110534940591444,0,0,0.342135806991449,0,0,0,0,0,0,0,0,0,0,0,0.0402866792171314,0,0,0,0,0,0,0,0,0.0182659824427594,0,0.0797874851195391,0,0,0,0,0,0,-0.00538686822603042,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0784462667908829,0,0,0,0,0,0,0,0,-0.0750663181336444,0.230216423506282,0.00423836888219096,0,0,0,0,0,0,0,0.0013613843121527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397158530790721,0,0,2.16840434497101e-19,0,0.011269110326086,0,0,0,0,0,0,0.0261927043337238,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.143260973232018,0,0,0,0,0,0,0,0.0153529559850818,0,0.160956256175,0.0585836750901813,0.138476118172152,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213665788470554,0,-0.0568830371861582,0,0,0.0294478929010033,0,0
X000651.SZ,0,0,0,0.283574071412707,0,0,0,0,0,0.0943676993246921,0,0,0,0.061059464433944,0,-0.144111654886542,0.0587112689861282,0,0,0.0823455280102858,0,0.0718216213682626,0,0,0.0409813331079152,0.0593880262048594,0,0,0,0,0,0,0,0,0.122106776596158,0,0,0,0,0,0,0,0,0,0,-0.0248646795774359,0.0744765338322985,0,-0.0237104529674028,0,0,2.16840434497101e-19,-0.0168651440066738,0.0235533064997003,0,0,-0.0343168658011424,0,0
X003816.SZ,0,0,-0.0839441609823864,0,0,0,0,0,0,0,0,-0.0218993424963262,0,0,0,0,0,0,0,0,0,0,0,-0.258427340607367,0,0,0,0,0,-0.0446099345224849,-0.042459853886308,0.083163684716579,0.123959821180099,0,0,-0.0202596127383602,0,0,-0.00240038169010225,0,0,0,0,0,0,0,0.0857148567503941,0,0,0,0,0,-0.0389092665723771,0,0,0,-0.0200956918572897,0,0
X000568.SZ,0,0.797161128702251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150106915465128,0,0,0,0.174282376254132,0,0,0,0,0,0,0,0,0.0714358364475311,0,0,0,0,0,-0.0215353747026174,0,0,0,0,0,0,-0.0234047271218335,0,0,0,0.00375691902123346,0,0,0.125636988747621,0,0,-0.0089060786683477,-0.03649846646609,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0.0383153629057372,0,0.0582715322682501,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150478880573486,0,0.183204171711694,0,0,0,0,0,0,0,0.322194320109472,0,0,0,0,0.0121563349461292,-0.0432218114232186,0,0.0242667433352464,0,0,0,0,0,0,0,-0.067063231308607,0,-0.0227700580075683,0.0951070551826574,0,0,0.056339879614361,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804500383714927,0,0,0,0,0,0.0231244910069186,0,0,0,0,0,0,0,0,0,0,0,-0.0220108658551344,0,0,0,-0.0431746861280339,0,0,0,0,0,0,0,0.00295423106160759,0,0.0118928240453252,0.102674651809709,0,0,-0.0457324506409931,0.035821922316961,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0165867396385813,0,0,0,0,0,0,0,0,0.103135984864627,0,0,0,0,0,0.414052618862534,0,0,0,0,0,0,0,0,0,0,0,0.228993510131656,0,0,0,0,-0.113280051819729,0,0,0,0,0,0,0,0.0101073187934308,0,0.0872805055366547,-0.0521092642833809,0,0,0.00147122351994318,0,0,0,0.0181209415690145,0,0
X300124.SZ,0,0,0,0,-0.186371856478496,0,0,0,0,0.20597246574392,0,0,0,0,0,0,0.139854558418128,0,0,0,0,0,0.0265204002240135,0,0.252095669908573,0,0,0,-0.0581822118138884,0,0,0,0,0.00945241738446508,0,0,0,0,0,0,0,0,0,0,0.037051881852209,0.159871551668928,0,0,0,0,0,0.12961820490439,0.0387588938959792,0,0,0,0.160228324865998,0,0
X600031.SH,0,0,0,0,0.00910581738918678,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0877285401214045,0.175799050743178,0,0,0,0,0,0,0,0,0.644033724297058,0,0,0,-0.111215381924129,0,0,0,-0.00357829829241998,0,0,0,0,-0.0912271153606307,0,0,0,0,0,0,0.114119501018101,0,0,0,0,0,-0.0298167778338226,-0.0019477332968535,0,0,0,0.021857901884,0,0
X000625.SZ,0,0,0,0,0.091456776231534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145658734087772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762462883036643,0,0.377131262746017,0.173579390873924,0,0,-0.00454011064505036,0.0583477193000463,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.0274577303453791,0,0.0520769872723663,-0.0721107092144502,0,0,0,0,0.0677661415337136,0,0,0,0,0,0,0.0956001716431779,0,0,0.0459726864317053,0,0,0,0.0183880328436814,0,0,0.0581430210207398,0,0,0,0,0,0,-0.0450405034386705,0,-0.0934634918656961,0.242894805874361,0,0.243868831758699,-0.0531585886978953,0,0,0,0,0,0,-0.0186824279306466,0.0100521971194868,-0.258145337273333,0,0,0,0,0
