,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002304.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X000100.SZ,X002371.SZ,X600183.SH,X300003.SZ,X002007.SZ,X300014.SZ,X000977.SZ,X000596.SZ,X002241.SZ,X002236.SZ,X601877.SH,X002129.SZ,X300142.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X002463.SZ,X600498.SH,X002456.SZ,X002179.SZ,X000066.SZ,X600271.SH,X600487.SH,X600584.SH,X600118.SH,X300136.SZ,X002180.SZ,X600522.SH,X002049.SZ,X002414.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.272530106364059,0,0,0,0,0,0,0,0,0,0,0.0321686252747205,0,0,0,0,0.0729918221231243,0,0.0202863606264695,0,0,0.0203908537801489,0,0,0,0.205861516853005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291821296849007,0,0,0,0,0,0,0,0,0,-0.0005372860522126,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.102512976041232,0,0.387702530748121,0,0,0,0,0,0,0.0197167552450171,0,0,0,0,0.0449187000209978,0,0.0236283183907341,0,0,0,0,0,0.0114453665235716,0,0,0,0,0,0,0,0,0.0042903030865649,0,0,0,0,0,0,0,0,0,0,0.020715780227052,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165712905391826,0,0,0.213051499015768,0,0,4.33680868994202e-19,0,0,0.0453443707966801,0,0,0.0371855268528982,0.0330240880733215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118178630536993,0,0,0,0,0,0,0,0,0.00225640567835016,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0166297152190259,0,0,0,0,0,0.0546349661508088,0.103842694954622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222085468605402,0,0,0,0.0826567047897128,0,0,0,0.0116562360227821,0,0,0,0,0,0,0,0,0.0265486546062419,0,0,0,0,0,0,0.00663466287881136,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0976027227725196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164470029556012,0,0.124581013613172,0,0,0,0.131127889525496,0,0,0,0,0,0,0,0,0,0,0,0.0975503842234651,0.00865320262913211,0,0,0,0,0,0,0.0279421734806045,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0939558024361784,0.0532914234614368,0.113567510887562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806999883816364,0,0.17665574094611,0,0,0,0,0.0939919444383499,0,0.0474975123721295,0,0,0,0,0.0458195261939458,0,0,0,0,0,0,0,0,0,0.0200328764405564,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306236889649017,0,0,0.115343388091595,0,0,0,0,0,0,0,0,0,0,0.403556196594096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282822497635264,0,0,0,0,0,0,-0.0138211920388629,0.0128268477670392,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438187700456061,0,0,0,0,0,0,0,0.22949199107229,0,0,0,0,0,0,0,0.136523743282884,0,0,0,0.0610224157939327,0,0,0,0,0,0,0.0704360461786231,0.106784218943233,0,0,0,0,0,0,-0.0251778380738107,0.0650349089395608,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0532027618707485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059793751337965,0,0,0,0,0,0,0.112452211879687,0,-2.16840434497101e-19,0,0,0,0.193329162121485,0,0,0,0,0,0.125683838767152,0,0,0,0,0.0238314726267875,0.000511970686876341,-0.0144129108159179,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032771646929292,0,0,0.429737560316148,0,0.0128678675861281,0,0,0.0749319685695805,0,0,0,0,0,0,0,0,0,0,0,0,0.00870086375015545,0,0,0,0,0,0,0.180065153977186,0,0,0,0,0,0,0.00119696376618571,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0277511430708525,0,0,0,0,0,0,0.0506225006333713,0,0,0,0,0,0.109317156307659,0,0,0,0,0,0,0,0.0234500374384598,0,0,0,0,0.00972864628240031,0,0.476988882465165,0,0,0,0,0,0,0.022452536615142,0,0,0,0,0,0,0,0,0,0.0127343016476362,0.00954545891229145,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0634134835106705,0,0.290251058278326,0.111856908698538,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221778183391956,0,0,0,0,0,0,0,0,-0.00714552192819273,0,0,0,0.0312075833549874,0,0
X000568.SZ,0,0.109667976220314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418835446780324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13312146038631,0,0,0.0003779858523459,0.0609543336054365,0,0,0.02038709076839,0,0,0,0,0,0.0785717291806513,0,0,0,0,0,0,-0.00903743701911788,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0619647605627643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192021390783267,0,0.435865697143214,0,0.0089229918735251,0,0,0,0,0.05769445985244,0,0,0,0.0658613866000078,0,0,0,0,0,0,-0.0125875719151927,0,0,0,0,0,0
X600690.SH,0,0.126793487009691,0,0.175644810362275,0.0448359215605078,0,0,0,0,0,0.0741894907176622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15203529224479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733812490173043,0,0,0.109197585485402,0,0,0.0245272315248614,0,0,0.13268215290094,0,0,0,0,0,0,0.15585615576711,0,0,0,0,0.419782392487937,0,0,0,0,0,0,0,0,0,0.0105941322438423,0,0,0,0,0,0
