,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X300014.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X000157.SZ,X600703.SH,X600183.SH,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600839.SH,X601877.SH,X000066.SZ,X600460.SH,X002281.SZ,X002156.SZ,X002085.SZ,X600487.SH,X000921.SZ,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.229730389037605,0,0,0,0,0,0.0156243360464387,0,0,0,0,0,0,0,0,0,0.338747313258923,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250806730285178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243302028766428,0,0
X000858.SZ,0,0,0,0,0,0,0,0.200712267814271,0.0213715587345552,0,0,0.22257730143636,0,0,0,0,0,0.145799910163141,0,0,0,0,0,0,0,0,0,0,0,0.0632573699271626,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252987883875474,0,0
X600276.SH,0,0,0,0.018228471602648,0,0,0,0,0,0,0,0,0,0,0.00807205291706948,0,0,0.0583941237927504,0,0,0,0.0782973886253722,0.195729238143446,0,0,0,0,0,0,0,0,0,0,0,0,0.130781752980998,0,0,0,0,0,0.0529347554746662,0,0,0,0,0,0,0.0255697007207589,0,0,0,0.0425052975598932,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260260058459255,0,0,0,0,0,0.229066585565001,0,0.0491782687386545,0,0,0.0235701004768356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363821637690408,0,0,0,0.00295955933323874,0,0,0,0,0,0,0,-0.0397284322100412,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00806307394212838,0,0,0,0,0,0,0,0,0,0,0,0,0.00385322064807842,0,0.223599623852712,0,0,0,0,0,0,0,0,0.085988799283099,0,0,0,0,0,0,0,0,0,0.0166611846641389,0,0,0,0.00444936364474291,0,0,0.160998393858846,0,0,0,0.0214401794446591,0,0,0,-0.0238551173000801,0,0
X600690.SH,0,0,0,0.226040207404407,0,0,0,0.0585096974995493,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264687855255272,0,0,0,0,-0.0308928243825006,0,0,0.168539533242438,0,0,0,0,0,0,0,0,0.0105253759429995,0,0
X000651.SZ,0,0,0.00719898030570544,0.132911552201845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145643369407437,0,0,0,0,0,0,0,0,0,0,0,0.0338648015653149,0,0,0,0,0,0.0044178824385281,-0.0665341245030373,0,0,0,0,0.236759387249514,0,0,0,-0.0587551269243796,0.0453559838319169,0,0,0,-0.0065668315313146,0,0
X600809.SH,0,0.137585764328359,0,0,0,0,0,0,0,0,0,0.444711274411092,0,0,0,0,0,0,0,0,0.0155563280421816,0.206746476025528,0.0248354652745372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033466858673525,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.220389179154953,0,0,0,0,0.291887608416011,0,0,0,0,0,0,0.10531353859126,0,0,0,0,0,0,0,0,0,-0.245736831115036,0,0,0.276371401911009,0,0,-6.93889390390723e-18,0,0,-0.0673077757586144,0,0,0.0833556788267352,0,0,0,0,0,0,0.0818581498820749,0,0,0,0.115234250482014,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400866232575442,0,0,0,0,0,-0.0551165650420048,0,0,0,0,0.204034576319667,0.0832875150327803,0,0,0,0,0,0,0.0252782383538437,0.0898363315791698,0,0,0,0,0,0,0,0,0,0.105617600203036,0.050523739653711,0,0,0,0,0,0,0,0,0,0,-0.00822829318332849,0,0
