,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X300142.SZ,X002179.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000799.SZ,X002414.SZ,X600183.SH,X600584.SH,X601799.SH,X600779.SH,X000800.SZ,X300003.SZ,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X600707.SH,X000977.SZ,X600702.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.240670228559637,0,0,0,0,0.0952697042162917,0,0,0,0,0,0,0,0,0,0,0,0,0.0900467458772088,0,0,0,0,0.063339580164322,0,0,0,0,0,0.0644321696095201,0,0,0,0,0,0,0,0,0,0,0,-0.0176989977656525,0,0,0,0,0,-0.0143908569289163,0,0,0,-0.00773413035155046,0,0
X000858.SZ,0,0,0,0,0,0.357464809470887,0.0472293604752942,0.0242438718084076,0,0,0.112929048692279,0,0,0,0,0,0,0,0,0,0,0,0,0.0146124348253343,0,0,0,0,0.078072017338189,0,0,0,0,0,0.176017676226837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00377063153461448,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.139790146587031,0,0,0,0.15812008126585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354405286463753,0.104171916278623,0,0.269370302859363,0,0,0,0.263226762094832,0,0,0,0,0,0.0885273105973768,0,0,0,0,0,0,0,0,0,0.022995144392108,0,0,0,0,-0.0119782565070022,0,0
X600276.SH,0,0,0,0,0,0.086622481915399,0.078898952855622,0,0,0.067400392804638,0,0,0,0,0,0,-0.0745932971868535,0,0,0,0,0,0,0.0319798733539232,0,0,0,0.0399702458814852,0.22450458473544,0,0,0,0,0,0,0,0,-0.0231978399268239,0,0,0,0,-0.130698590815613,0,0,0,0,8.67361737988404e-19,0,0,0,0.00824719309426803,0,0,0,0,0.0349395979281479,0,0
X000651.SZ,0,0,0,0,0,0,0,0.122406056423569,0,0.0110659606824342,0.00812940528918832,0,0,0.00985456788030358,-0.0148070169269842,0,0.0326230861362512,0,0,0,0.23942395779768,0,0,0.00837457940976008,0,0.01774434774597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433986450043797,0,0,0,0,0,0,0,0,-0.0132076321421505,0,0,0,0,-0.0141901777760117,0,0
X000568.SZ,0,0.377742304599022,0,0.105442522730238,0,0,0,0,0,0,0,0,0,0,0.104062838807622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184977654781996,0,0,0,0,0.109858917590275,0,0,0,0,0,0,-0.0242851358551342,0,0,0,0,0,-0.0536186168173192,0,0,0,-0.0308843669475435,0,0
X600809.SH,0,0,0,0,0,0.0507409049628942,0,0,0.205496051705768,0,0,0,0,0,0.123045720438687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852542265086726,0,0,0.0468397626499456,0.365715485228681,0,0,0,0,0.0174981974742607,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689165569346569,0,0,0,-0.0364526990697135,0,0
X600690.SH,0,0,0.0625946682496597,0,0.154504616067949,0,0.196931430988944,0,0,0,0,0,0,0.129564733162794,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389632858795329,0,0.144076598640249,0,0,0.00324567794170303,0.164564974015333,0,0,0,0,0,0,0.0220520346860068,0,0,0,0,0,0,-0.0391614173592837,0,0,0,0,0,0.00267585366750171,0,0,0,-0.0144064610912563,0,0
X600031.SH,0,0,0,0,0,0,0.0561736764139592,0,0,0,0,0,0,0,0,0,0.167047037044284,0,0,0,0.113580783759254,0,0.130044908459311,0.110596731444407,0,0,0.110592299840944,0,0.0857641528894017,0,0,0,0,0.112046494294483,0,0.0746480374119908,0,0,0.043361464812205,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123333214872172,-0.0190143279165561,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0612409018730051,0,0,0,0,0,0,0,0,0.00410454656743191,0,0.139168505745006,0,0,0,0.0406156369532643,0.353382724685392,0,0.0383132896642967,0,0,0,0,0.00644900226462579,0.0532734536693304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309558687729548,0,0,0,0.00149034104309162,0,0
