,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X300124.SZ,X600703.SH,X000338.SZ,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X000157.SZ,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X000799.SZ,X300142.SZ,X000066.SZ,X000800.SZ,X601799.SH,X002008.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X600779.SH,X002508.SZ,X002185.SZ,X000547.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.374917190625979,0,-0.135814280214177,0,0,0,0,0.068423467973646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000623381112944066,0,0,0.0323774655878999,0,0,0,0.0856581495565276,0,0,0,0,0,-0.0675551262377356,0,0,0,0.0458788527080911,0,0,0,0,0,-1.35525271560688e-20,0.00169263179507197,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.148788450194953,0,0.214757616139115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300367920051918,0,0,0,0,0.0714688510639166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954245940772288,-0.0318131755084854,0,0,0,-0.00131628648953228,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230554924731313,0,0,0,-0.00455273955058556,0,0,0,0.132120796120839,0.0487236832186825,0,0,0.0313006361017524,0,0,0,0,0.00397413879351549,0,0,0,0.0109845117243669,0,0,0,0,0,0,0,0,0,0,-0.0135045209333293,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059262043854547,0,0,0,0,0,0.117516777258746,0,0.176142838687986,5.42101086242752e-20,0,0,0.141241176201579,0,0,0,0,0,0,-0.0156512672852816,0,0,0,0,0,0,0,0,-0.0133535587576097,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0937083273135266,0,0,0,0,0,0,0,0,0,0.0580842808020316,0,0,0.386156478185446,0.0275041216235197,0,0,0,0,0,0,0,0,-0.0765237865068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143168033620349,-0.0189109562685021,0,0,0,0.0131301836210375,0,0
X000651.SZ,0,0,0,0,0,0,0.0474312381865041,0,0,0,0.136626360548981,0.0699077097312016,0,0,-0.0387388666134514,0,0,0,0,0,-0.0749594938004302,0,0,0,0.0279885311295158,0,0.221636612409097,0,0,0,0,0,0,0,0,0,0,0.0267583866865836,0,0,0,0,0,0.142622179727675,0,0,0,0.0598591751608111,0,0,0,0.0125948020624258,0,0,0,0,-0.0197032288827455,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.420445893674023,0.162559961673394,0,0,0,0,0,0,0,0.0337474165422787,0,0,0,0,0,-0.0217465520217231,0,0,0,0,0,0,0,0,0,0,0,0,0.0696481933937622,0,-0.0230133914243776,0,0,0,0,0,0,0.106900879777942,0,0,0,0,0,0,-0.0156803155701648,0,0,0,-0.0036796757771019,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.160570792865653,0,0,0,0,0.0865245765057202,0,0,0,0,0,0,0,0,0,0.0272901887958367,0,0,0.301030379617032,0,0,0,0,0,0,0,0,0,0.0656018219906215,-0.032483706068902,0,0,0.351330752497809,0,0,0.00481309913985406,0,0.00248198459316265,0,0,0,0,0,-0.010798817396936,0,0,0,0,0.00372350723854455,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.119879105774447,0.0464959505957353,0,0,0,0,0,0,0,0,0,0,0,0.164499214946334,-0.0993183668491522,-0.0682742712073447,0,0,0,0,0,0,0,0,0,0,0,0.0774091503922387,0,-0.0443144683352038,0,0,0,0,0,0,0,0.20643066015651,0,0,0,0,-0.0192176700083054,-0.00965035754205275,0,0,0,0.00623407106441779,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.139095963148577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033288477161072,-0.0260146999761357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861475567735764,0,0,0.0468371452166996,0,0.203031788490933,0,0,0,0,0,-0.0453844868617112,0,0,0,0,0.00361542646376239,0,0
