,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X002241.SZ,X000596.SZ,X002007.SZ,X002236.SZ,X000100.SZ,X000157.SZ,X300003.SZ,X601877.SH,X002463.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000066.SZ,X000625.SZ,X002129.SZ,X300136.SZ,X600867.SH,X300014.SZ,X000977.SZ,X002506.SZ,X600498.SH,X600177.SH,X002456.SZ,X002049.SZ,X002371.SZ,X002180.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.158597324121263,0,0,0,0,0,0,0,0,0,0.282481028192258,0,0,0,0,0,0,0,0,0.0443694280108378,0,0,0,0,0,0,0,0,0,0,0,0,0.018666886806847,0,0,0,0,0,-0.0138028518954706,0,0,0,0,0,0,0,0,0,0,0,0.00288065985478937,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.110562485280007,0,0,0.347273641248586,0,0,0,0,0.0137131318073302,0,0.00184444437729574,0,0,0.0685827160039836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025037719605121,0,0,0,0.0447134565078642,0,0.008211734474125,0,0,0,0,-0.00208405708131355,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.120150015595489,0,0,0.244053865913601,0,0,0,0.0812314313047399,0,0.0261790797093695,0,0,0,0.0371861972660079,0,0,0,0,0,0,-0.023366638482116,0,0,0,0,0,0,0,0,0,0,-0.0573397563381266,0,0.0415406367691447,0,0,0,0,0.0384622858817345,0,0,0,0,0,-0.0103364244238255,0,0,0,0.00802827734204171,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230544264516793,0,-0.0710776533047782,0,0,0,0.00187666979882895,0,0,0,0,0,-0.0636875264964576,0,0,0.0443594180539741,0,0,0.123862965159403,0,0.0129970106080866,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.041630076845992,0,0,0,-0.0106367840957778,0,0,0,0,0.0315582769968282,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0224693621332965,0,0,0,0.0509759130192014,0,0,0,0,0,0,0,0.497099850031986,0,0,0,0.0768171706407683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169058143621924,0,0,0,0.002030081652162,0,0,0,0,-0.0245278277429592,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435187901577876,0.119186337782073,0,0,-0.0589436484334633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533746851346369,0,0.135694409441471,0,0,-0.0243538959306649,0,0,0,0,0,0,0.0389366117243427,0,0,0,0,0,-0.00840429532174327,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033663511241734,0,0,0,0.148556743380964,0,0
X002304.SZ,0,0,0.0188108278877136,0,0,0,0.105741970392332,0,8.67361737988404e-19,0,0,0.22208401387691,0,0,0,0,0,0,0,0,0.0503445257332895,0.0888496165714355,0,0,0,0,0,0,0,0,0,0,0,0.135206913467594,0,0,-0.0221647669915665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127788930214213,0.0369898298412382,0,0,0,0,0,0
X002475.SZ,0,0.12376118897363,0,0,0,0,0,0,0,0.0677017294972927,0,0,0,0,0,0.0463613978416191,0,0,0.0140957484545962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157586680671154,0,0,0,0.0589542965212117,0,0,0,0,0,0,0.133659512568791,0.0878375471683187,0,0,0,0,0,0.0172067564642384,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.20219423695177,0,0,0,0,0,0,0,0,0,0,0,0.0885624305689144,0,0,0.238641558282764,0.0654965979694549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489969236431879,0,0,0,0,0,0,0,0,0,0,0,0.0109793178455025,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0154687912879404,0,0,0,0,0,0,0,0,0,0.0525771620006132,0.0272046032005042,0,0,0.0671994923068845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524881356430035,0,0,0,0,0,0,0,0.128671166402015,0,0,0,0,0,-0.0226360216584966,0.0314912320666082,0,0,0,-0.0196098220438853,0,0
X000568.SZ,0,0.546384525002833,0,0,0,0,0,0.157736105672962,0,0,0,0,0.0240199126092598,0,0,0,0,0.05086727229622,0,-0.0554044103167022,-0.0123941725773939,0.174352721388148,0.0764837827254222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.00316404293465035,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0767294863059323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222303961471659,0,0,0.0111286244365276,0,0.110904712271942,0,0,0,0,0,0,0,-0.00388623890968869,-1.73472347597681e-18,0.043658315386021,0,0,0,0,0,-0.0472652820507094,0,0,0,0,0.0233483232485188,0,0,0,0,-0.023110232348285,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.0214308018959268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14090398002982,0,0,0,-0.1210636569807,0,0,0,0,0,0,0,0.162754877847702,0,0,0,0,0,0,0,0.0148936463632199,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0571760528232667,0,0,0,0,0.182178541574275,0,0,0,0.0464054699614353,0.0771794307323779,0,0,0,0,0,0,0.0760099229284622,0,0,0.0567520698004445,0,0.0298540307835941,0,0,0,0,0,0.0234387063566326,0.0813635963780887,0,0,0,0.11767927682045,-1.73472347597681e-18,0,0.0652660124901033,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.00597407671642486,0.182641393156395,0.0169916445855753,0,0,0,0.0414870186130196,0,0.165969545180738,0,0,0,-0.124698764857882,0,0,0,0,0,0,0,0.056103630376307,0,0,0,0.0616099076744875,0,0,0,0,0,0,0,0,0.0732746074376391,0,0.0426395268454969,0,0,0,0,-0.035344519116179,0.0907807616010286,0,-0.0175103203290232,0,0,0,0.00564347507582259,0,0,0,0,0,0,0
X600809.SH,0.00756839330427483,0.49235175877348,0,0,0,0,0,0,0,0.00575589836069031,0,0.0447361405302614,0,0,0,0,0,0,0,0,0,0.10299682391886,0,0,0,0,0,0,0,0,0,0,0,0.0144936521211792,0,0,-0.00414100712160696,0,0,0,0,0,0,0,0.0783428201998594,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0.0166427095586606,0,0,0,0,0,0,0.0974345719480098,0,0.113402686903049,0,0,0,0,0,0,0.0661860444691372,0,0,0,0.135666131415289,0,0,0,0,0,0,0.0358500339941993,0,0.171431831883544,0,0,0,0,0,0,-0.11640709809283,0,0,0,0,0,0,0,0,0,0,0,0,0.011008355084851,0,0,0,0,-0.0394889902648234,0,0
X600183.SH,0,0,0,0,0,0,-0.0971738997145146,0,0,0,0,0,0,0,0,0,0,0,0,0.0306358693637791,0.132393314888603,0,0,0,0,0,0,0,0.255158483044827,0,0,0,0,0,0.064197055133371,0,0,0,0,0.0598947247073869,0,0,0,0,0.261432781892216,0,0.0742545760035069,0,0,0,0,0.0105290642323986,0,0,0,0,0.056387526977506,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534332280656156,0,0,0,0,0,0,0,0,0,0,0,0,0.0792898840528168,0.0261650331625489,0,0,0.121733730151511,0,0,0,0,0,0,0.0354571628798747,0.338813257602049,-3.46944695195361e-18,0.0953964910675169,0,0.356757362664489,0,0,-0.03197258899442,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.219467226432727,0,0,0,0.106880743133206,0,0,0,0,0,0,0,0,0,0.200187235250334,0.106928167938324,0,-0.273918761907372,0,0.101035175637723,0,0,0,0,0.0856393073007421,0,0,0,0,0,0,0,0,0,0.18501812882602,0,0,0,0,0,0.116587470722709,0,0,0.0540271611653994,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.242241816791126,0,0,0,0,0,0,0,0,0.0918047570303581,0,0.113651566065725,0.0383141800428347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656991393761411,0,0,0.0394391491935532,0,0,0,0,0,0,0,0.00818992038338939,0,0,0,0,0.0200500022941884,0,0,0,0,-0.0206827402196683,0,0
X002007.SZ,-6.93889390390723e-18,0,0,0,0,0,-0.0688031546662695,0,0,0,0.0605841761103244,0.0457929401204485,0.0198587126879227,0,0,0,0,0.176112084620568,-0.0331357650732259,0,0,0.069680075010459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269543920303442,0,0,0,0,0,0,0,0,0,0,0,-0.0340414738655286,-0.0131382194619281,0,0,0,0,0,0
X002236.SZ,0,0,-0.203297036353821,0,0.743471119697268,0,-0.0682005561760433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781197442943816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662950597635951,0.0252267371285292,0,0,0,0,0,0,0,0,0,0,-0.019491653112419,0,0,0,0,0.01229599045324,0,0,0,0,-0.0155913437318877,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.374623637151462,0,0,0,0,0.0455891321949981,0,0,0,0.217456626797173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630803137796922,0,0,0.00653283075757124,0,0,0,0,0,0,0,0,0,0,0,0.00133692833423743,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.309932108052354,0,0.0361431202267761,0,0,0,-0.0850977320190071,0,0.0740923133140913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00120780031210753,0,0.0403001213061029,0,0.0334900662382338,0,0,0,0,0,-0.0355408704047217,0,0,0,0,0,0,0,0,0,-0.0337360436294078,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0.00145658229989285,0.147410561804306,0,0,0,0,0,0,0,0,-0.0505572231043931,0,0,-1.73472347597681e-18,0,0,0,0.032185584054913,0,0,0,0,0.0238050599645591,0,0,0,0.116800031959181,0,0.0496822651049284,0,0,0,0.172949011783111,0,0,0,0,-0.0696246169377255,0,0,0.0262037919075963,0,0,-0.00232516971727156,0,0,0,0,0.0153203442736872,0,0
X601877.SH,0,0,0,0,0.133934964785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146567091617458,0,0,0,0,0,0,-0.0147086659572254,0,0,0,0,0,0,0.0206624894928108,-0.058003897301803,0,0.0853963153608084,0,0,0,0,0,0,0,0.100502808895385,0,-0.0112653180983845,0.0264531109549998,0.0646707144543839,0,0,0.0116606499411244,0,0,0,0,0.00670821759840472,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311952505484787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0974469519756236,0.14400772732409,0,0,0.386540688741515,0,0,0.0833281901137121,0,0,0,-0.0280334697767452,0,0.0280801980493103,0,0,0,0,0,-0.0146976524973283,0,0,0,4.33680868994202e-19,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159134218585762,0,0,-0.0105241980850197,0,0,0,0,0,0,0.00408612113581174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152043966214261,0,0,0,0,0.148930455206691,0,0,0.0148870446740081,0,0,0,0,0,0,0,0,0,0,0
