,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X002304.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000733.SZ,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X600460.SH,X000157.SZ,X600702.SH,X601799.SH,X600487.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600563.SH,X002176.SZ,X600418.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0244502310850541,0.0872991723158241,0,0,0,0.014159543657708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393621215628191,0,0,0,0,0,0,0,0,0.071328072972761,0,0,0.163634331966118,0,0,0,0,0,-0.0134184434324145,0,0,0,0.0108769321234633,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.073777944480569,0,0,0,0,0.0323093940128627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368125631016029,0,0,0,0.0769258169864716,0,0.316320211098807,0,0,0,0,0,-0.0976870087739792,0,0.0117119439318732,0,0,-0.027366242736427,0,-0.00479394082799108,0,0,0,0,0,0
X600809.SH,0,0,0,0.231845511222407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804171418494286,0,0,0,0,0,0,0,0,0,0,0,0,0.107088056678937,0,0,0.048771242968938,0,0,0,0.0159834710163708,0,0.0295432698376514,-0.115252201847255,0,0,0,0,0,0,0,-0.0601580382902648,0,0.182400317195679,0,-0.0200071849974968,0,0,0,0,0,0
X000568.SZ,0,0,0.221922143684687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128619606358614,0,0,0.0397066771143473,0,0,0,0,0,0.0162085528389227,0,0,0,0.004336111990715,0,0,0,0,0,0,0,0,0.329734447222468,0,0,0,0,0,0,0,0,0,0,0,-0.00909329789988353,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0563437506881756,0,0,-0.100094089134541,0,0,0,0,0,0,0,0,0.0506571202227881,0,0,0,0,0,0,0,0,0,0,0.211884052688338,0,0,0,0,0,0,0,0,0,0,0.0250973140975545,0.52615888112232,0.0389368957548947,0,-0.0513220803097309,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.118290107089271,0,-0.0558994975867473,0,0,0,0,0,0,0,-0.0475825005100356,0,0,0,0,0,0,0,0.00756892224510921,0,0,0.0499531434555655,0,0.251525978137393,0,0,0,-0.019073710424624,0,0,-0.22134790210298,0,0,0,0,0,0,0.0902445788074809,0,0,0,0,0,-0.0175666583034664,0,0.00762817120997991,-0.0667877347027673,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0763508585543326,0,0.362310537424933,0,0,0,0,0,0,0,0,0,0.0445057229723446,0,-0.0821190030373144,0,0,-0.0231726665991947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106834847393476,0,0,0,0,0,-0.104571516734293,0,0,0,0,0,0,0
X002304.SZ,0,0.263324833254036,0,0,0,0,0,0,0.0208220610808278,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0332105437527727,0,0,0,0,0,0,0,0,0,0,0,0.187649826404904,0,-0.0210550248017474,0,0,0,-0.12427728128628,0,0.0816200616619091,0.0282883246628362,0,0,0,0.015755156316413,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398637988926599,0.0571774261903136,0.14445559371814,0,0,-0.0291802308861835,0,0,0,0.200011562823547,0,0,0,0,0,0,0,0,-0.0115581612972099,0,0,0,0,-0.0198894530135796,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273949960115505,0,0,0.103948051683999,0.142057785220686,0,0,-0.0241027954391754,0,0,0.0164362463903673,0.0763336415672475,-0.013605904182566,0,0,0,0,0,0,0,-0.0714341230257651,0,0,0,0,0,3.46944695195361e-18,0.0111921930535987,-0.0320706808164083,0,0,0,-0.0630054639738522,0,0,0,0,0,0
