,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X002456.SZ,X300124.SZ,X601877.SH,X300003.SZ,X600487.SH,X600066.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X300136.SZ,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X000596.SZ,X600498.SH,X600177.SH,X600707.SH,X002179.SZ,X000661.SZ,X600699.SH,X002180.SZ,X300142.SZ,X002049.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0267572792045412,0.508649141933737,0,0.012157566412166,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.032634050285199,0,0.0589211396877769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123160974596082,0,0,0,0,0,0,0,0.076428848611145,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.191660659789066,0.113183542715622,0,0,0,0,0,0,0,0.054870120199157,0,-0.0926127072716865,0,0,-0.00487378813258971,0,-0.0709343242627491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701028060325995,0,0.0818380557589785,0,0.111681094472573,0,-0.000832888614181701,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0575481503044278,0.116013243166402,0,0,0,0,0,0,0,0,0.147142529434522,0,0,0,0,0,0,0,0,0.344565308826412,0,0,2.71050543121376e-20,0,0,0,0,0.0901905577184362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000963397953583802,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.245235043036361,0,0,0,0,0.242667696007682,0,0,0,0,0.0617682907222927,0,0.0227972034981187,0.100940683489776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155332184481454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635464563449803,0,0,0,1.73472347597681e-18,-0.0107282909499576,0,0,0,0,0,0
X000858.SZ,0.176586882554088,0,0,0.273455574872673,0,0,0,0.00295780388461516,0,0,0,0.500726467744341,0,0,0.0502499539508017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101295665287714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118081517658605,0,0,0,0,0,0
X600276.SH,0,0,0,0.0221569618259445,0.0576377353070363,0,0,0,0,0.139262716738586,1.0842021724855e-19,0,0,0,0.00442286857336388,0,0,0,0,0,0,0,0,0.301478146998764,0,0,0,0,0,0.0598974284688963,0,0,0,0.110174230024144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582743149788034,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.432327120650932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437897393480267,0.148623542828235,0,0,0,0,0,0.0619958018222233,0,0,0,0.0107210655001393,0,0.152894010812579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530183219349532,0,-0.00412134739783588,0,0,0,0,0,0,0
X002304.SZ,0.0903171023451145,0,0,0,0.0999918559857055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189228785986384,0,0,0,0,0,0,0.401815540878085,0,0,0,0,0,0.158376183344381,0,0,0,0,0,0,0,0,0.0309042090708407,0,0,0,-0.0159216500581716,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616859779806534,0,0,0,0,0,0,0.190669572831226,0,0,0,0,0,0,0,0,0.0984247866933446,0,0,0,0,0.0340521551386923,0,0,0,0,0,0,0.00735331394339009,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.174952689780293,0.334849828914592,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120990120145769,0,0,0,0,0,0.0248471226813622,0,0,0,0,0,0,0,0,0,0.0722201805873434,0,0,0.0121858215932869,0,0,0,0,0,0
