,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000568.SZ,X000157.SZ,X600372.SH,X002085.SZ,X600177.SH,X000338.SZ,X002074.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X601877.SH,X002007.SZ,X600498.SH,X002180.SZ,X002049.SZ,X000977.SZ,X000869.SZ,X000981.SZ,X002456.SZ,X300001.SZ,X002512.SZ,X002426.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,3.46944695195361e-18,0,0,0.314056515283835,0,0,0,0,-0.0366100864472989,0,0,0,0.0685659825851326,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136417753872142,0,0,0,0.0653600357034966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0725569983549657,0,0,0,0,0,0.00454187002035165,0,0,0,1.0842021724855e-19,0.148836645974046,0,0,0,0,0,0,0,0,0,0,0,0,0.0166156878696274,0.150441474898015,0,0,0,0,0,0,0,0,0,0,0,0.108534567476734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0581843297530901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671967503376151,0,0,0,0,0,0,0,0,0,0,0,0,0.0115266141184891,0,0,0,0,0,0.0573326626088187,0,0,0,0,0,0.0341084218223997,0,0,0.204695637859703,0,0,0,0.264778204009201,0,0.017416031281227,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.112303584304645,0.0147038598610466,0,0,0,0,0.0491247049631534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483983481241748,0,0,0.0839495037590803,0,0,0,0,0,0.0170934659929312,0,0,0,0,0.0607368978376251,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.018272928844067,0,0,0,0,0.0670846992781748,0,0,0,0,0,0.125353154692845,0,0,0,0,0.043094448455407,0,0.213556885885323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762669646501078,0,0,0,0,0.0166785562849416,0,0,0,0,0,0,0
X002304.SZ,0,0.136854940406804,0.0372866900570841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151890461923993,0.122742343647829,0,0,0,0,0,0.176669010881898,0,0,0,0,0,0,0,0,0,0,0,0.0273974161920966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0209653716632702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20854433876099,0,0.0500601216090351,0,0,0,0,0,0,0,0,0.0575987843243982,0,0,0,0,0,0,0,0,0,0,0,0.000139876714787487,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175178694966613,0,0,0,0,0,0.100271992186428,0,0,0,0.168615604445593,0,0,0,0,0.0156732548231364,0,0.0975829103262883,0,0,0.059747711528839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.048583407404972,0,0,0,0.00808356101947801,0,0,0,0,0,0,0,0,0,0.0315148230009043,0.296832770107501,0,0,0,0,0,0,0,0,0,0.123589557152622,0,0.013808932056063,0,0,0,0,0.0831574603011133,0.0786994255398858,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221753135275982,0.330931053638242,0,0,0,0,0,0,0,0.0904758334073816,0,0.122957287308461,0,0,0,0,0,0,0.0921451597996125,0.0980664954460934,0,0,0,0,-0.0103416848685451,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094853992702449,0.266979541041711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611539147312945,0,0.058937302552157,0,0,0,0,0,0.0126982890204168,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.239882589658823,0.129334136084104,0,0,0,0,0,0,0,0,0,0.0544949915396408,0.0253429669598407,0,0,0,0,0.108824660189037,0,0,0,0,-0.0917197653094484,0,0,0,0,0,0,0,0,0,0,0.0325506159279509,-0.228768532681695,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.00642768401939186,0,0,0,0,0,0,0,0,0,0,0.0156734742153872,0,0,0,0,0.0766777330056334,0,0,0,0,0,0,0,0,0,0.0129461531572712,0,0,0.0522474606468475,0,0,0,0,0.214859540915167,0.128222568262953,0.0188268330506278,0,0.0572936154875356,0,0.0225075836174718,0,0,0,0,0,0,0
X600741.SH,0,0.258709897997522,0,0,0,0,0,0.0382553804284723,0,0,0,0,0,0,0,0,0.00616846341554213,0,0,0,0,0.103766415766183,0,0,0,0,0.0159897961116478,0.165697137839662,0,0,0,0,0,0,0,0,0,0,0.00669162344688622,0,0,0,0,0,0.126996049315234,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0538788605850754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111259977849602,0,0,0,0,0.100015981557223,0,0,0.0681641972354443,0,0,0.0636137873213416,0,0.0281148848579364,0,0,0,0,0,0,0.000315263539825545,0,0.00388539016622681,0,0,0.0733386175772327,0,0,0.112369023720646,0,0,0,0.0892440505266024,0,0.0212928698769545,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.352146794017824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049668869537233,0,0.0336365078412407,0,0,0,0,0,0,0,0,0.130571645615144,0.00690176392932008,0,0,0,0,0,0.0110859756216961,0,0,0,0,-0.00261133207239326,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0.08546156454313,0,0,0,0,0,0,0,0.168080232047669,0,0,0.0727571240531181,0,0,0,0,0.0563942310830694,0,0,0,0,0,0,0,0,0,0,0,0.126713643043835,0,0,0.330715220897439,0,0,0,0.031539305238846,0,0,0,0,0.042004314879279,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052588046775129,0,0,0,0,0.0227100836308565,0,0,0.157638059102586,0,0,0.196637449031003,0.127971317064576,0,0,0,0,0.17307896939491,0,0.0522307665634386,0,0,0,0,0,0,0,0,0,0,0,0,0.0720217690282427,0,0.0152200681557404,-0.0245190679339292,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09527729227771,0,0,0,0,0.0727025238769561,0,0,0,0.245260395526841,0,0.132471944048109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216211636508003,0.169493111837564,0,0,0,0,0.00080157309628421,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157377561615609,0,0,0,0,0.0755725473635978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252802468618052,0,0.256692418132711,0,0,0,0,0,0.00126844035486298,0,0,0.281052845138284,0,0,0,-0.121942021218074,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.211832879069192,0,0,0,0,0,0.0098840760012559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299608978261556,0.351032609584749,0,0,0.0695688237561993,0,0,0,0,0,0,0,0,0,0.197206743820674,0.0389591201186044,0,0,0,0,-0.0297254620839621,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0.0651792697070549,0,0,0,0,0,0.048356019796862,0,0,0,0,0,0,0,0,0.0105577647345785,0,0.043586299830463,0,0.0554112731407961,0,0,0,0,0,0,0.265496377612232,0,0,0,0,0,0,0,0.0578967771521247,0.294791308915892,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
