,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600271.SH,X600066.SH,X600177.SH,X601877.SH,X600118.SH,X002236.SZ,X002129.SZ,X000550.SZ,X000581.SZ,X000568.SZ,X000559.SZ,X600582.SH,X300124.SZ,X000623.SZ,X002475.SZ,X000800.SZ,X000050.SZ,X600060.SH,X300146.SZ,X002294.SZ,X300003.SZ,X002465.SZ,X600839.SH,X000400.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X000869.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0851946602200877,0.144751924560875,0,0,0.141240358246542,0,0.0333918055599164,0,0,0,0,0,0,0,0.44161561085675,0,0,0,0,0,0.040255495723523,0,0,0,-0.032880758195348,0.0819492313488075,0,0,0,0,0,0.100928993066578,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.104822368083241,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.111017223729172,0,0.0204965627961005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151563708999014,0,0,0,0,0,0.0520655001709918,0.0584515488507255,0,0,0,0.0747209643902192,-0.0823977339238721,0,0,0,0,0,0,0,0,0,0,0,0,0.0568478105722511,0.122200236005599,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.345317699230884,0,0.147507995405148,0,0,0.130977688696145,0,0,0,0,0,0,0,0.109547731505599,0,0,0.0913867220916981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476560802626613,0,0,0,0,0,0
X000651.SZ,0.217169163385953,0.237178054074676,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0540666359150735,0.015153663913718,0,0.0164372297650887,0,0,0,0,0.00283532029894995,0,0,0,0,0,0,0,0,0.199651150103941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016984599601784,0,0,0,0,0.0638520048123703,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.120976599389513,0,0,0,0,0,0.027479067980009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161594992116621,0,0.304300693830058,0,0,0,0,0,0,0,0.0273743662022565,0,0,0.0318078606732546,0,0.0688356830960543,0.0460924534285775,0,0.132689916960992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.113388965912159,0,0,0,0.2094830044256,0,0,0,0,0,0,0,0,0,0,0,0.109691129315692,0,0,0,0,0,0,0,0,0,0,0.0948970195496127,0,0,0,0,0.0507895838176316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257907635687102,0,0,0,0,0,0
X000858.SZ,0,0,0.1967732949404,0,0,0,0,0.0763200436731643,0.105820046190225,0,0.0354647381199612,0,0,0,0.131015924012423,0,0,0,0,0,0,0,0.0643034196427729,0,0,0,0,0,0,0,0,0,0,0.0426760049514289,0,0.0603825697294817,0,0,0,0,0,0,0,0,0,-0.00622489069863589,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,-6.93889390390723e-18,0,0,0,0.186750962096246,0,0,0.108323626601783,0,0,0,0,0,0,0,0,0,-0.0328597217820279,-0.0518687421772109,0.0584637665705191,0,0,0,0.0669462309560431,0,0.138589312866363,0,0,0,0,0,0,0,0,0.0449376757354458,0,0,0,0,0,0,0,-0.237739757377007,0,0,0.206740271464093,0,0,0,0.0396595198199768,0,0,0.0265223650974009,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787797806752348,0,0,0,0,0,0,0,0.071508105753865,0,0,0,0,-0.00374411248247181,0,0,0.0415268842079132,0,0,0.0815371301362334,0,0,0,-0.0224678332102759,0,0,0,0,0,0.0148103129383234,0,0,0,0,0,0,0,-0.019679849073031,0,0,0,0,0,0,0
X000063.SZ,0,0,0.146797498225118,0,0,0,0,0.0313468537324061,0.112327627942217,0,0,0.122234614309525,0,0.163316748950327,0,0,0,0,0,0.0762725730908012,0,0,0.0460791947047213,0,0,0,0,0,0,0,0,0,0,0.0183538531525287,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
