,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X600271.SH,X000338.SZ,X002129.SZ,X600118.SH,X000157.SZ,X600703.SH,X600089.SH,X600741.SH,X002241.SZ,X600177.SH,X002236.SZ,X600066.SH,X600582.SH,X002292.SZ,X601877.SH,X000800.SZ,X300124.SZ,X000581.SZ,X000869.SZ,X600839.SH,X000977.SZ,X000623.SZ,X002475.SZ,X002294.SZ,X600060.SH,X000568.SZ,X000550.SZ,X000559.SZ,X002007.SZ,X300146.SZ,X600435.SH,X600867.SH,X002456.SZ,X002465.SZ,X000400.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.22697793310088,0,0,0,0,0,0,0,0,0,0,0,0.101196335465852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581468405210629,0,0,0.00169022922416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466796335310831,0,0,0,0,0,0
X600104.SH,0,0,0.173034400896731,0,0,0,0.227727262624903,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0193053408298097,0,0,0,0,0,0,0,0,0,0,0.0275474573078933,0,0,0,0.0459379305696395,0,0,0,0,0,0,0,0,0,0,0,0,-0.000574545281703791,0,0,0,0,0,0
X000651.SZ,0,0.124242747107031,0,0,0.010702522762716,0,0.105359364403146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139132419012613,0.0776014955278439,0,0,1.73472347597681e-18,0.0312616697219685,0.164770332324757,0,0,0,0,0,0,0,0,0,0,0.00351857016150617,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360348128682072,0,0,0.28643212887109,0,0,0,0,0,0,0,0,0,0.0773900643595318,0.0675854915479165,0,0.0415890131407444,0,0,0.0471400296834981,0,0,0,0,0,0.110031189045461,0,0,0,0.0326984106871078,0,0,0,0,0,0.015224468878846,0,-0.0258487970767687,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0303222732232451,0.0203849368222365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1609089139059,0,0,0,0,0,0,0,0,0,0,0.0581943557964112,0,0,0,0.00600001739214666,0.205588210235846,0,0,0,0,0.049817413561264,0.0377919279316006,0,0.156858794180256,0,0,0.0147294613688092,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.340242656565418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0984842604246471,0,0,0,0.118148697332172,0,0,0,0,0,0,0,0,0,-0.0251158234357076,0,0,0,0,0,0,0,0.041267285212385,0,0,-0.0774629011072302,0,0,0,0,0,0.0357511241198437,0,0,0.0196986039193944,0.0399759567246597,0,0,0,0,0,0
X000063.SZ,0,0.0230118716936751,0.0151905920460551,0,0,0,0,0,0,0,0,0,0.103432956337551,0,0,0,0,0,0,0,0.111140512660502,0,0,0,0.0560150888747007,0,0,0,0,0,0,0,0,0,0,0.0772150201188685,0,0,0.056647484907658,0,0,0,0,0,0,0,0,0,0,0.00543518818972404,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.108614357493062,0,0.337834974334849,0,0,0.042831515606847,0,0,0,0,0,0,0,0,0,0,0,0,0.0692653830602276,0,0,0,0.0656945242732335,0,0,0,0.134423937731804,0,0,0.0340698223242944,0,0,0,0.0509339721417538,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051152475904144,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0578223276886531,0,0,-1.73472347597681e-18,0.0854656063933099,0,0,0,0,0.0218719746978814,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0751620840178494,0.186674826032189,0,0.036281358786175,0,0,0,0.135234717558584,0,0,0,0,0,0,0,0,0,0,0,0,0.0178472424791593,0,0,0,0,0,0
X600276.SH,0.0212174536459811,0,-0.0597959520531862,0,0,0,0,0,0,0,0,0,0.00900758131428867,0,0,0,0.0154775510240474,0,0,0,0,0,0,0,0.0413299225800402,0,0.0527806423586211,0,-0.0376592020109353,0,0,0,0,0.00851032854427593,0.0532441746235289,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124382895055515,0.0217674923870169,0,0,0,0,0,0
