,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600118.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X002292.SZ,X002236.SZ,X002241.SZ,X600066.SH,X600741.SH,X002475.SZ,X000338.SZ,X600089.SH,X600177.SH,X601877.SH,X002129.SZ,X000559.SZ,X000016.SZ,X000568.SZ,X300003.SZ,X600435.SH,X000547.SZ,X002465.SZ,X002294.SZ,X300124.SZ,X600839.SH,X600582.SH,X000550.SZ,X002276.SZ,X000066.SZ,X600252.SH,X002456.SZ,X000800.SZ,X000869.SZ,X002007.SZ,X000581.SZ,X002498.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.093150228270714,0,0,0,0.0496704397710589,0,0,0.00458332694568832,0.0394294891859071,0,0,0,0,0,0,0,0,0,0,0.0676005121429867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100750520386985,0,0,0,0,0,0,0,0,0,0.0220374698548544,0,0,0,0,0,0,0.0135438038614698,0,0,0,0,0,0
X600104.SH,0.286092639012197,0,0,0,0,0.272672784085801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504750162123622,0.161167241481107,0.037937714589438,0,0,0,0,0,0,0,0,0,0,0,-0.00843066578498549,0,0,0.0812269986860397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773107263491954,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0414974758004857,0,0,0,0,0,8.67361737988404e-19,0.0314292111988964,0,0,0.0915494396468447,0,0,0,0,0,0,0,0,0,0,0,0.0455470851861972,0,0.493191195950151,0,0,0,0,0,0.0222952507545846,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0323639336051847,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.170721758586469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985885255789809,0,0,0,0,0,0,0,0,0.083089458520413,0,0,0,0,0,0,0,0,0,0.0211271855958197,0,0,0,7.33048816393082e-05,0,-0.0450553006240439,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.19616334785663,0.132474428971462,0.0737365606823412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811992256950018,0,0.12915466940372,0,0,0,0.0335324510054222,0,0,0,0,0,0,0,0,0,0.0436619309915747,0,0,0,0,0,0,-0.000540648097591598,0,0,0,0,0,0
X002304.SZ,0,0.133359827772571,0,0,0,0,0.443396185486811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354755012538017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365300112798143,0.0237384342368026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031826089550176,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.22532413050717,0,0,0,0,0,0,0.0183934947524275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116191055784948,0,0,0,0,0.556041328105029,0,0,0,0,0,0,0.070959904930313,0,0,0,0,0,0,0,0.0128020064469097,0,0,0.0120209060747013,0,-0.0131354429360497,0.0182614650063403,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0590534928455681,0,0,0.0716113450552268,0.0247409122625441,0,0,0,0,0,0.240307867138059,0,0.052011332784314,0.050958133742008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151721173430951,0,0,0,0,0,0,0,0,0,0,0,0.0185420737540805,0,0,0,0,0,0
X000625.SZ,0,0,0.0672065589525525,0,0,0,0.0396130157386372,0.0709462594720632,0,0,0,0,0,0,0.0847669383469631,0,0.0340053475777928,0,0,0,0,0.0257743283271221,0.193372912772206,0,0,0.0499805267334478,0,0,0,5.42101086242752e-20,0,0.082112187970733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499575625282645,0.0319585302316582,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.164310413396043,0,0,0.0435464653103546,0,0,0,0,0.00191893669254407,0,0.0326919839689221,0,0,0.419024540866719,0,0,0,0,0,0,0,0,0,0,0,0.00735511630926967,0,0,0,0,0,0,0,0,0,0,0,0.125691290958473,0,-0.00974752800664552,-0.0297368595386467,0,0,0,0,0,0
