,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X600703.SH,X000661.SZ,X000100.SZ,X600741.SH,X002241.SZ,X600809.SH,X300014.SZ,X002371.SZ,X000596.SZ,X601877.SH,X002236.SZ,X600183.SH,X000977.SZ,X300003.SZ,X002007.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X000157.SZ,X002456.SZ,X002180.SZ,X600584.SH,X300142.SZ,X000066.SZ,X600118.SH,X300136.SZ,X600271.SH,X002008.SZ,X002179.SZ,X002463.SZ,X002049.SZ,X002414.SZ,X000050.SZ,X002185.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262681444324296,0,0,0,0,0,0,0.0121608611811207,0,0,0.118913824676006,0,0,0,0,0.0510157519514481,0,0,0,0,0,0,0,0,0.146227366911846,0,0,0,0,0,0,-0.087394183733774,0,-0.00952186215733073,0,0,0,0,0,-0.00802572341536636,0,0,0,-0.0273511976452746,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0548334550069249,0,0.44181006033457,0,0,0,0,0,0,0.0378080046988646,0,0,0,0,0,0,0,0,0,0,0,0.0364065386029059,0,0,0,0,0.0181962431586966,0.130516306399465,0,0.0121080247174014,0,0,0,0,0,0,0,0,0.0349564587750901,0,-0.00127769186028285,0,0,0,0,0,0,0
X600276.SH,0.0829086184529594,0,0,0,0,0,0.108658589079996,0,0,0,0,0,0,0,0,0,0.0343051907996943,0,0,0,0,0,0,0,0,0,0,0,0.0953941533192018,0.106901725949823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016164819686234,1.73472347597681e-18,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.185201970703352,0,0.00179856254956386,0,0.114706866933149,0,0.0133076291823179,0,0,0,0,0.0370161559971109,0,0,0,0.0791357973163836,0,0,0,0,0.0195330726249712,0,0.0429750734681013,0,0,0.00636145855370956,0,0,0,0,0,0,0.081030758280233,0,0,0,0,0,0,0.0110518920017702,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595776212046625,0,0,0.0122959805322173,0,0,0,0,0,0,0,0,0,0.0872184954565815,0,0.00200771950394521,0,0,0,0,0,0.185269162366712,0,0,0,0,0,0,0,0,0,0,0,0.0159096323845411,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.20092665651363,0,0,0,0,0,-0.0511352779215243,0,0,0,0.117431960282977,0,0,0,0,0,0.0203332628275411,0,0.0990406380575303,0,0,0,0.0238443808021079,0.328381538765788,0,0,0,0,0,0,0,0,0,0,0.101035044235298,0,-0.0697499514137701,0,0,0,0,0,0.00258495328750432,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0688116908792758,0,0,0,0,0,0.0404381670032401,0,0.0734430720744924,0,0,0.29204613229304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205875153756425,0,0,0,0,0,0.0351082448584178,0,0,0,0,0,0,0,0.014793279976837,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0163157080824088,0,0,0,0,0.025650636055809,0,0,0,0,0.0493408653524051,0,0,0,0,0,0.0669986280611604,0,0,0,0,0.0721046676602929,0,0.0797035597659333,0,0,0,0,0,0.03921630019318,0,0,0,0,0,0,0,0.177956347842146,0.150198246539467,0,-0.00193611935661701,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054062709833394,0,0.353289088044889,0,0,0,0.0464932518094287,0.0127090662463235,0,0,0,0,0.0757783118613854,0,0,0,0,0,0,0,0.0588200011604643,0,0.101558421686672,0,0,0.0386492717890247,0,0,0,0,0,0,0,0,0,0,0,-0.00747042747873271,0,0,0,0.0174501163899649,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0211773157549505,0.183074594360819,0,0,0,0,0,0,0,0,0,0.0220728160795549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550082779439369,0,0.184025633029864,0,0,0,0.089132131581297,0,-0.0321236076116767,0.0159348325071921,0,0,0,0,-0.00287161682672661,0,0,0,0,0,0
