,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600031.SH,X000100.SZ,X002008.SZ,X600066.SH,X601877.SH,X600487.SH,X600809.SH,X300136.SZ,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600867.SH,X600699.SH,X600089.SH,X600498.SH,X002085.SZ,X000596.SZ,X600271.SH,X000157.SZ,X600177.SH,X600566.SH,X000050.SZ,X600118.SH,X600584.SH,X000559.SZ,X300142.SZ,X000661.SZ,X002180.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.185492859424455,0,0,0.0601107577017536,0.108721345702257,0,0.00560480924082184,0,0.0467743161019565,-0.0416858930944743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664408445479704,0,0.0429666075532615,0,0,0,0,0.0301127526200776,0,0,0,0,0,0,0,0.0334267237601388,-0.00475713020827345,0,0,0,0,0.00399669118252299,-3.3881317890172e-21,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0900592817793511,0,0,0,0.0763442582256719,0,0,0,0,0.101758102325127,0,0,0,0,0.122340074405858,0.062885068018236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741446971529539,0,0,-0.00192997199195336,-0.00134155938223802,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0268434483907328,0,0,0,0.108413577836408,0,0,0,0.0523624693665192,0.293000557401378,0,0,0,0,0,0,0,0,0,0,0,0.0470249634764537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037192407022453,0.0438933142148455,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.131394198248608,0,0,0,0.332449014116541,0,0,0,0,0,0,0,0,0,0.050710833675232,0,0,0,0.165773420481901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572261377564035,0,0,0.0822050137272577,0,0,0,0,0,-0.0226790069127478,0,0,0,0,0,0,0
X000651.SZ,0,-0.0841031662896558,0.103113995969011,0.147385786986783,0,0,0,0,0,0,0,0,0.0574539122363377,0,0,0,0,0,0,0.026249551518985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315357170706893,0,0,0.0101479778971708,0.00149306950403179,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.11948906749,0,0,0,0,0.0711321544986986,0,0.0760112696860428,-0.019042108662958,0,0,0,0,0,0,0.345516232898081,0,0,0.191409527363476,0,0,0,0,0,0.16306295043911,0,0,0,0,0,0,0,0,0,0.222870933823749,0,0,0.0113816497619777,0,0,-0.0399184556546938,0,0,-0.00213617857517896,0.025577948679821,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271537701412586,0,0,0,-0.00754865941594597,0,0.104657108476219,0,0,0,0,0,0,0,0,-0.160605981728212,0,0,0,0,0,0,0,-0.00231082145850848,0,0,0,0,0,0
X002304.SZ,0.171580163476446,-0.028857773616204,0,0.307783135239689,0,0,0,0,0,0,0,0.018576775904661,0,-0.0500540755754213,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440906433929083,0,0,0,0,0,0,0,0,0,0.0941670108199644,0,0,0,0,0,0,0,-0.0629560226465475,0,0,0,-0.0664033095143993,0,0,-0.0554590838457416,0.0441452162586091,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0360705165624375,0,0,0,0,0,0,0.0236217870166212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319740517453157,0,0.341457059445092,0,0,0,0,0,0,-0.0254323962772902,0.0505365847264667,0,0,0,0,0,0
X600703.SH,0,0,0.0327915994112506,0,0,0.0552970859567124,0.238946423113662,0,0.00237520061054581,0,0.122028276939563,0,0.037658871376738,0,0,0,-0.0192587697051464,0,0,0,0,0,0,-0.267571111275335,0,0,0,0,0,0,0,0,0,0.177427223443087,0,0.0804408631683463,0,0,0,0,0,0,0,0,-0.0230622034941466,0,0,0,0,0,0,0.0227420021225188,-0.0154515333771056,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0589466554454059,0,0,0,0,0,0.075945741176152,0,0.132585088772732,0,0,0,0,0,0,0,0,0,0,0,0.331107494447636,0,0,0,0.0670175479708522,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225384244517885,0,0,0.0402456106571854,0,0,0,-0.00295778063427574,0.000371965336131848,0,0,0,0,0,0
X000568.SZ,0.0795805451726731,0,0.000356519813140175,0.245272727059937,0.11261926029059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290536779055369,0.0394068413377606,0,0,0,0,0,0,0,0,0.0376149722780088,0,0.148788182239465,0,0,0,0,0,0,0.0161060328637699,0,0,0,0,0,0,0,-0.0117719402938838,0,0,0,0,0,0
X002236.SZ,0,0.194327405766089,0,0,0,-0.0347168131173901,0,0,0.199153475597856,0,0.0646840926237921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.161918582181688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227178051035333,0,0,0,0,0,0
X002475.SZ,0,0,0.211138036550254,0,0,0,0,0,0.0581330954797079,0.0354974080510085,0,0,0,0,0,0,0.139376196609436,0,0.111700233417522,0,0,0.121474125099678,0,0,0,0,0.281506497172239,0,0,0,0,0,0,0,-0.0857759014087463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419456382704595,0,0,0,0,0,0,0
X600741.SH,0,0,0.405225932657492,0,0,0,0,0,0,0,0.111075497974057,0,0,0,0,0,0,0,0,0,0,0.0361440579548322,0,0,0,-0.101271244024834,0.0424729765696576,0,0,0,0,0,0.0278006020603818,0,0,0,0,0,0,0,0,0.0554269293419717,-0.00993396723633773,0,0,0,0,0,0,0,0,0,0.0064259370221691,0,0,0,0,0,0
