,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X000100.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X600118.SH,X600271.SH,X000550.SZ,X601877.SH,X000581.SZ,X000800.SZ,X002236.SZ,X002475.SZ,X600582.SH,X000623.SZ,X600060.SH,X600177.SH,X000568.SZ,X300124.SZ,X002129.SZ,X000559.SZ,X000050.SZ,X000977.SZ,X002294.SZ,X000400.SZ,X002456.SZ,X300146.SZ,X600839.SH,X300003.SZ,X002465.SZ,X002292.SZ,X000869.SZ,X600312.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.151398857486736,0,0,0,0.164115012114189,0.0536514929155725,0,0,0,0,0,0.196412139582031,0,0,0.0435431594123193,0,0,0,0.0236305278223401,0,0,0.0805060349668766,0,0,0,0,0,0.0879672155522308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.101455266956732,0.0174046880677442,0.16141043900426,0,0.00185288146843556,0,0.21150535687147,0,0,0,0,0,0,0,0,0,0,0,0,0.107957160034934,0.0872170272428595,0,0,-0.046060778892193,0,0.015472179487903,-5.42101086242752e-20,0.00572300470420054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00489307316557744,0,0,0,0,0,0
X000651.SZ,0.144849230587132,0,0,0,0.122079212959258,0.242432499823067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103517473655887,0,0,0,0,0,0,0,0,0,0,0,0.183090279521671,0,0,0,0,0,0,0,0.0471485297811099,0,0,0.00620078455811222,0,0,0,0,0,0,-1.06753909343785e-05,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.230505509745717,0.0435532199135532,0,0,0,0.0675257992313651,0,0,0,0,0,0,0,0,0,0,0,0,0.0228731843957278,0,0,0.0124590914525523,0.267167842157006,0.0871420354197599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235507537552662,0,0,0,0,0.00467820146503885,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.182724519108704,0,0,0,0.088169965986257,0.139636142259465,0,0,0,0,0,0.113416489752894,0.0365908104328039,0,0,0,0.0803532756891317,0,0,0,0.0665425651202975,0,0.121402189177256,0.0606638476507178,0,0,0,0,0,0,0,0,0,0.120546935625996,0,0.067740062660188,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.346126167159127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389152743515193,0.0229298558485601,0,0,0,0,0,0,0.0988756051600903,0,0.0593606151653226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255993977240988,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.519332960220003,0,0,0,0,0,0,0,0,0,0,0,0.119375484468225,0,-1.73472347597681e-18,-0.0420850585551717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417761676627459,0,0,0.265481798255809,0,0,0,0,-0.00723652661004138,0,0,0,0,0,0
X000858.SZ,0,0,0.0742746413025127,0,0,0,0.0300362712794166,0,0.133388196585866,0,0.0237520117246279,0.0884016764272706,0,0.0901786403745446,0,0.107667401420681,0.0680764465170866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810248088294135,0,0,0,0.0121461514895315,0,0,0,0,0,0,0,0,0,0.14864157795032,0,0,0,0,-0.00827091877673352,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138778009452388,0,0,0,0,0,0,0,0,0,0,0,0.111599768356219,0,0,0,0,0.0390765088437879,0,0.204568917410748,0,0,0,0,0,0,0,0,0,0,0,0,0.00496050448638664,0,0,0,0,0,0,-0.00625654296240939,0,0,0,0,0,0
X600031.SH,0.117264932696418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873263925381309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730292323450677,0,0,0,0,0,0,0,0.00237287722435256,0,0,0,0,0,0,0,0,0,0,-0.0665677135463137,-0.0177830515949163,0,0,0,0,0,0
