,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X000625.SZ,X600690.SH,X000651.SZ,X600104.SH,X002304.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X000661.SZ,X002236.SZ,X600372.SH,X002241.SZ,X002049.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X601877.SH,X000800.SZ,X600522.SH,X002007.SZ,X600418.SH,X002180.SZ,X601799.SH,X600183.SH,X002074.SZ,X002463.SZ,X300142.SZ,X002028.SZ,X002294.SZ,X000733.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.313813200700865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364029729794492,0,0,0,0,0,0,0,0,0,0,0,0.0489183341206744,0,0,0,0,-0.00202832117184418,-0.0110064906325667,0,0,0,0,0,0
X000858.SZ,0.337833722289835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283667625796003,0.00584298907709639,0,0,0,0,0,0,0,0.0282407638832219,0,0,0,0,0,0,0,0,0,0,0.0864136228907956,0,0.0769300954433935,0,0,0,-0.000720934509787779,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110185754239012,0,0,0.0677865087658898,0,0,0,0,0.00306797676306326,0,0,0,0.0169366662531602,0,0,0,0,0.0984667203639962,0,0,0,0,0.0413486862296984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.36658531078707,0,0,0,0,0.340658248685017,0,0,0.0422436647493807,0,0,1.73472347597681e-18,0.000359875275228226,0,0,0.176200620338584,0.0151864602896578,-0.00705126613166434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167989816833143,-0.0108358345786106,0,0,0,0,0,0
X600276.SH,0,0,0,0.0610669849238219,0,0,0.0789422220788304,0.0141329255459166,0,0,0,0,0,0,0,0,0,0,0,-0.0484140262455381,0,0,0,0,0,0,0.232492376409962,0.053905963974641,0,0,0,0,0,0,-0.0429320285875018,0,0,0,0,0,0,0,0,0,0,0.00943590727514468,0,0.232094332187326,0,-0.0482311857603294,0,0.00507383468265386,0,0,0,0,0,0,0
X600809.SH,0.170062357623844,0,0,0.450042704907236,0,0,0.045374723477006,0,0,0,0,0,0,0,0,0.0553098483215058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759445989503609,0,0,0.0212596199725627,0,0,0,0,0,0,0,0,0.0445356899722856,0.02692612225379,0,0.00302717722179625,0,0,0,0,0,0,0
X002475.SZ,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755422804579146,0,0.191553528894308,0,0,0,0,0,0,0.00164879589019995,0,0,0.0725555401405743,0,0,0,0,0.186508908307051,0,0,0.223194635084491,0,0.0374034546044827,0,-0.0392131453647331,0.050791095001385,0,0,0,-0.133369704194125,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591189700132373,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874131049011765,0.0352753628658867,0,0,0,0,0.449842128257392,0,0,0,0,0,0,0,0,0,0,0,0,0.00382380641157008,0,0,0,0.0411153988381692,0,0
X600690.SH,0.187947233366257,0.0517218199957022,0,0,0,0,0,0,0,0.130705738087038,0,0,0,0,0,0.0302379721062933,0,0,0,0,0,0,0,0,0,0,0.0290550006804641,0,0,-0.00584275296773974,0,0,0,0,0,0,0,0,0,-0.00642581844492448,0,0,0,0,-0.0588299520935698,0,-0.0154254336865502,0,0,0,-2.16840434497101e-19,0.00404310380961419,0.0136646136228344,0,0,0,0,0,0
X000651.SZ,0.00738693502270145,0,0,0,0,0,0,0.00648316002373612,0.123488423191387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683281064501823,0,0,0,0,0,0.0231541561820542,0.0807963366902475,0,0,0,0.0645113256274988,0,0,0,0.111945006458612,0,0,0,0,0,0.00441441292181153,-0.0304752897069823,0,0,0,0,0,0
