,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X600104.SH,X002415.SZ,X003816.SZ,X002304.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X300003.SZ,X601877.SH,X002007.SZ,X002241.SZ,X000100.SZ,X600703.SH,X002179.SZ,X300142.SZ,X000157.SZ,X000625.SZ,X600271.SH,X300124.SZ,X600867.SH,X300014.SZ,X600498.SH,X002463.SZ,X002008.SZ,X000977.SZ,X600066.SH,X300136.SZ,X002506.SZ,X002049.SZ,X300146.SZ,X600177.SH,X002129.SZ,X000066.SZ,X002371.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.257474943488469,0,0,0,0.0572851653746173,0,0,0,0,0.137953956694973,0,0,0,0,-0.0159127128011456,0,0,0,0,0.0318295220316727,0,0,0,0,0,0.031464499032373,0,0,0,0,0,0,0,0,0,0.0294134905314112,0.011737524485776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359323333966385,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.108318956742007,0,0.303977267324786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294861666307804,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00833754567369808,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0167191245633242,0,0.0761718983161893,0,0,0,0,0,0,0,0.175867194134912,0,0,0,0,0.0229820067459758,0,0,0,0,0.245438543960621,0,0,0,0,0.167861547411641,0,0,0,0,0,0,0,0,0.121907364239414,0,0,0,0,0,0,0,0,-0.0102254054434616,0,0,0,0,0,0,0
X000651.SZ,0,0.0169810328840139,0,0,0,0,0,0,0.118267407545328,0,0,0.0392163956122635,0,0,0,0.0500287519829504,0.0810130605788448,0.162818598055974,0,-0.0589322207710521,0,0,0,0,0.0220790377748712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162861703317606,0,0,0,0,0,0,0.0120392243369087,0,0,0,0,0,-0.0259245931984517,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226998160046501,0.279505371471091,0,0,0,-0.087466755056503,0,0,0.0245706096923656,0,0,0,0,0,0,0.0652804102815211,0.074125272330396,0,0,0,0,0,0,0,0.0591468352044042,0.0236033450532587,0,0,0,0,0,0,0,0,0,0,0,-0.0137812177170199,0.0158569886723477,0,0,0,0,0,0
X002415.SZ,0,0.0831107826329497,0,0,0,0,0,0,0.216986013961999,0,0,0,0,0,0,0,0,0,0.0100111083362615,0,0.164375580308766,0,0,0,0.172608931587958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474328475375711,0,0,0.0655474698990249,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.184185755216704,0,0,0,0,0.128950510902236,0.160705701491543,0.0915487011335452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105149980628139,0,0,0,0,0,0,0,-0.016090771137157,0,0,0,0,0,-0.0162894980220905,0.0605359767117924,0,0,0,0,0,0
X002475.SZ,0,0.240422457995952,0,0,0,0.114030480839203,0,0,0,0,0,0,0,0,0,0.113447877596242,0,0,0.07078166323968,0,0.232247971226724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698994686185875,0,0,0.0584522435334292,0,0.068768563027257,0,0,0,0,0.0797975875096871,0,0,0,0.0203905375489284,4.33680868994202e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0577713924848338,0,0,0,0,0,0,0,0,0,0,0,0.105508720850444,0,0,0.0332724416132034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234074315590273,0,0,-0.032661437735901,0.0443393000161154,0,0,0,0,0,0
X000568.SZ,0,0.435297542145294,0,0,0,0,0,0.0870586315270907,0.108617936440876,0,0,0,0,0,0,0,0,0.110656920013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250612649666502,0,-0.067647251695717,0.0013078753999644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.288256579970629,0,0,0,0,0,0,0,0,0,0,0.112059717330479,0,0,0.0554612323581933,0,0,0,0,0.0495123004696959,0,0,0,0,0,0,0.118862543176216,0,0,0.0490029897537115,0,0.0587723275337884,0.00170063086918581,0,0,0,0,0.0121595106420027,0,0,0,0,0,0.0294386654786891,0,0,0.00689365939353564,0.0107212608863398,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0580646477182844,0,0,0.0760294397660972,0,0,0,0,0,0.132728752782689,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.120304385512875,0,0,0,0,0,0,0,0,0.0487940450993061,0,0,-0.14973939142807,0,0,0,0,0.00497801731202013,0,0,0,0,0,0.0281224045035669,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302632882904575,0.0307837763926225,0,2.16840434497101e-19,0,0,0,0,0,0.0369514431198032,0,0,0,0,0,0,0,0,0,0,0.0951394069072037,0.0201687555773555,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108039745951739,0.0493007106339404,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.129650437980716,0,0,0,0,0,0,0,0,0,0,0,0.0564752987707411,0,0,0.159534756580032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392987119955473,0.0499147022114908,0.0759316466864569,0,0,0,0.00950650443336072,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.10513288061518,0,0,0,0.304093690345635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121340317094575,0,0,0.112253125659788,0,0,0,0,0,0,0,0,0,-0.0692302860990458,0,0,0,0,-0.0924445780655263,0,0.00645270309042437,0,0,0,0,0,0,-0.0279873303892417,0,0,0,0,0,0
X600809.SH,0,0.343887538522199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046325004432969,0,0,0,0,0,0.0219708004551896,0,0.01373463337991,0.0190003992893702,0,0.00122029863540568,0,0,0,0,0.0101030880169552,0,0,0,0,0,0,0,0,0,0.0947599681285632,0,0,0,0,0,0,0,-0.00142659189030179,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.363805517029109,0,0,0,0,0,0,0,0,0.343646573005962,0,0.0637453240298189,0.0496308971441725,0,0,0,0,0,0,0.0529259942932571,0,0,0,-0.0401740461017434,0,0,0.0178964771735974,0,0,0,0.0429005977618681,0,0,0,0,0,0.0700237458920526,0,0,0,0,0,0,0,0.0253688005567249,0.0315935234104579,0,0,0,0,0,0
X000661.SZ,0,0,0.300407902905445,0,0,0.205541669024504,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295916523605926,-0.0502933010683537,0,0,0,0.0268346984274157,0,0,0,0,-0.00246894424759897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191095095084636,0,0,0,0,0,0,0
