,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X601877.SH,X002236.SZ,X000100.SZ,X600183.SH,X300014.SZ,X300124.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X002007.SZ,X002371.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002456.SZ,X000977.SZ,X002463.SZ,X600271.SH,X002008.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600066.SH,X002129.SZ,X002506.SZ,X002508.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.346661609802319,0,0,0,0,0.118895848620035,0,0,0,0,0.0208613916272339,0.248631207872283,0,0,0,0,0,0,0,0.0504087885555366,0.080268292271755,0,0,0,0,-0.0622468569363286,0,0,0,0,0,0,0,0,0,0,0,-0.00452669845391217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178318469060546,0,0
X000858.SZ,0,0,0,0,0,0,0.049897022358342,0,0,0,0,0,0.571505540505697,0,0,0,0,0.0733573278535357,0,0,0.00997502252481152,0.0408021661675359,0,0,0,0.00696764919794401,0,0,0,0,0.0071058099916067,0,0.0184657647543777,0,0,0,0.0253123474876204,0.00841136250061168,0,0,0.011128162630152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152996836814797,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440900910293332,0,0.0368877829673573,0,0.0579187912956919,0,0,0,0,0,0,0,0,0,0,0,0,0.0121278985349949,0,0,0,0.00928860234633052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109473533100932,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107120357501578,0,0,0,0,-0.0531178323586456,-0.052992304240073,0.0696040276280011,0,0,0,0,-0.0729479640100368,-0.0142076224571492,0,0,0,0,0,0,-0.0216445025650589,0,0,0,0,0,0,0,0,0,0,0,0,0.263638683206855,0.168371728520411,0,0,0,0,-0.000960833876743989,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556069489887461,0,0,0,0,0,0.0357311137278765,0,0.541868663815823,0,0,0,0.0201541730930141,0,0,0,0,0.0062803378283435,0,0,0,-0.0313157725088773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035701821848746,-0.0447447574869427,0,0,0,-0.0354109241314326,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101603747555241,0,0.0766774164658746,-0.0318672083885983,0,0,0,0,0,0,0.00881757245671767,0.0922168188721232,0,0,-0.0209712185881797,0,-0.0436348463199616,0,0,0,0,0,0.072862265660318,0,0,0,-6.93889390390723e-18,0,0,-0.0268584839153305,0.0434386440123946,0,0,0,0,0.0328880104761883,0,0,0,0,-0.0377590049614002,0,0
X002475.SZ,0,0.250968267562294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267047122931824,0.0465990598535067,0,0,0,0,0,0,0.019243664798816,0,0,0,0.182645923695642,0,0,0,0.119551315946338,0,0.0234882493822801,-0.0798919538708936,0,0,0.309295729029772,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.00724986673508806,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.192733403166653,0,0,0.103873590879384,0,0,0,0,0.00642029098143649,0,0,0,0,0,0,0,0,0,0,0,-0.0312294193700677,0,-0.0927870834524282,0,0.0779530872883408,0,0,0,0,0,0,0,0,0,0.17304458708569,0,0,0,0,0.0548417206549986,0,0.0185586543045665,0.00478664641361995,0,0,0,0,0,0
X002304.SZ,0,0.0719392668641941,0,0.0489719234817691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193442460536356,0,0.202491570218098,0,0,0,0,0.0231582103825126,0,0,0,0,0,0.0607580466643758,0,0,0,0,0,0.0163085489438439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153717576337729,0.0599719372231301,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877132646937578,0,0,0,0,0.171934071976127,0,0.0411384031656467,0,0,0,0.0534520324514707,0,0,0,0,0,0,0.0173231871486224,0,0,0,0.088110475692023,0,0,0.0251080451117398,0,0,0,0,0.0882510270773334,0,0.0224186647936738,0.00839511949386926,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.103112415270781,0,0,0,0,0,0.145357952380479,0,0,0,0,0,0.11673234885887,0,0,0,0,0,0,0.00534896853201233,0.00748127911262171,0,0,0,0,0,0,0,0.0978136639952718,0,0,0.00880958947940201,0,0,0,0,0,0,0,0,0,0,0.093338482251149,0,0,0.00302096641099829,0,0,0,0,-0.0794445740577535,0,0
X600031.SH,0.121264128708781,0,0,0,0,0,0.127776756234408,0,0,0,0,0,0,0,0.137913100576598,0,0,0.0886066477344443,0,0.00591199182381646,0.0622316435414338,-1.73472347597681e-18,0,-4.33680868994202e-19,0,0,0.0380314160064219,0,0.0204226090876238,0,0,0,-0.0607477409981196,0,0,0,0.0192182038023759,0,0,0,0,0,0,0,0,0,0,0,0.0449659179932698,0,0,-0.00854120812052408,0.0284252050573356,0,0,0,0.0304423920153289,0,0
X000568.SZ,0.285389143929606,0.43811899543014,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0817536341180988,0,0,0,0,0,0,0,0,0,0,0,0,0.0135538039666356,0,0,0,0,0,-0.0148939741687538,0,0,0,-0.00130454990091038,0,0,0,0,0,0.0421657300216424,0,0,0.00587114929594416,0,0,0.0187573569197294,0,0,0,0,0,0
X600690.SH,0,0,0,0.0499188284049922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00416768656338979,0,0.10382971047377,0,0,0,0.181520370166033,0,0,0,0,0,0,-0.0587018865721217,0,0,0,0,0,0,0,0,0.0029782940728372,0,0,0,0,0,0,0,0.0350437347639871,0,0.0336418118358656,0,0,0,0,-2.16840434497101e-19,0,0
X000338.SZ,0,0,0,0,0,0,0.0726343176559681,0,0,0,0,0.189079451340653,0,0,0,-0.0660893522494426,0,0,0,0,0,0,0,0,0,-0.0118158401690901,0,0,0,0,0.0712939502742049,0,0,0,0,0,0,0.0633833837933166,0.0599627127664172,0,0,0,0,0,0,0.0205261579175532,0,0,0,0,0,0.0180479544084772,0,0,0,0,-0.0205594790281073,0,0
X000661.SZ,0.148578799390622,0,0.348327262670552,0,0,0,0,0,0,0,0,0,0,0.0200011213911784,0,0,0,0.050658728977402,0,0.120858977407523,0,0.149076560490602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653661374536136,0,0,0,0,0,0,0,0,0,-0.0263464840308928,-0.0353672200636286,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.15907610674667,0,0,0,0,0,0,0,0,0,0,-0.100622200729462,0,0,-0.0454584866622973,0,0,-3.46944695195361e-18,0,0,0.0971147233743801,0,0,0,0.10667344905161,0,0,0.163263310794445,0.017431117094069,0,0,0.010746089058444,0,0,0,0,0,0,0.0222237522060667,0,0,0,0,0,0,0,0,0,0,0,-0.0173734526780219,0,0
X600809.SH,0,0.46901554319645,0.0473356308275995,0,0,0,0.0321854266602685,0,0,0,0,0,0,0,0,0.0617294612212155,0,0,0,0.0377213099075727,0,0.0183581050295456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311942188437313,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187986001225501,0,0,0,0,0.248412824623454,0,0,0,0.0297704743070053,0.0293065797199076,0,0,0,0.437580179344152,0,0,0.0507791781287039,0,0.206709565146092,0,0,0,0,0,-0.0398049351284381,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.162289410287543,0,0,0,0,0,0,0,0,0,0,0.0729170206137377,0.262557771256501,0,0,0.0290577064526399,0,0,0,0,0.10095584511669,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0945268540799645,0.144117562969589,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182825399991338,-0.000565427571790212,0,0,0,0,0,0
X000596.SZ,0.175169987574104,0.185397043581892,0,0.0212937605691246,0,0,0,0,0,0,0,0.0761433973541258,0,0,0,0,0,0.19777774005534,0,0,0,0.0206855075195305,0,0,0,0,0,0,0.190970233453455,0.063582593658421,0,0,0,0,-0.0292866572508107,0,0,0,0,0,0,0.00474638183023624,0,0,0,0,0.015942108309144,0,0,0,0,-0.0491818198063136,0,0,0,0,0.0112196784430846,0,0
X300003.SZ,0,0,0.15732933075963,0,0,0,0,0,0,0,0,0,0,0,0,0.200438484425959,0,0.0669915867034387,0.130183958894062,0,0,0,0,0,0,-0.147221517080442,0.0378317748287004,0,0,0,0.0101919655679429,0,0.16229261068462,-0.0073296697884615,0,0,0,0.169829864267131,-0.0513028554385372,0,0,0,0.0308755478054628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130082153662782,0,0,0,0,0,-0.0808429511549469,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362008108944857,0.0217211018455596,0,0,0.109421991879333,0,0,0,-0.0189015109422755,0,0,0,0,0,0.104635698536334,0,0,0,0,0.0426934384732737,0,0,0,0,0.00968787135406598,0,0
X002236.SZ,0,0,0,0,0.470312921097426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512958326304177,0,0,0.0158489349071159,0,0,0,0,0.0728197665047575,0,0,0.0531864748594874,0,0,0,0,0,0,0,0,0,0,-0.0384068911434854,0,0,0,-0.0496126444847175,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.340407322547785,0,0,0,0,0,0,0,0,0,0.0653614051661569,0,0,0,0,0,0,0.0122704410654583,0,0,0,0.0304309308859693,0,0,0,0.0308470178114251,0,0,0,0,0,0,0,0,0,0.312927757729759,0,0,0,0,-6.93889390390723e-18,0,0,-0.0106050842688208,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0.440583932746456,0,0,0,-0.218476845983554,0,0,0,0.016369366432613,0,0,0,0,-0.121602645496473,0,0,-0.0905973376251066,0,0,0,0,0,0,0,0.164005242594917,0,0.0165181570921816,0,0.41370948372556,0,0,0.236872152500873,-0.0155090437528505,0,0,0,0,0,0,0,0,-0.0762655852530235,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166559830182947,0,0,0.627713049203233,-0.0950826794257534,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0851758274299644,0,0.000908870870759098,0,0,0,0.012362570156136,0,0,0,-0.0664059806257639,-0.1477127019866,0,0,0,0,0,0.163191818619468,0,0,0,6.93889390390723e-18,0,0
X300124.SZ,0,0,0,0.043738185792631,0,0,0,0,0,0,0,0,0,0.113192067440593,0,0,0.0711506167675644,0,0,0,0,0.000379597498600628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193087274500853,0.0292477248828273,0,0,0,0,0,0,0,0,0.16881040864123,0,0,0,0,0,0.00559427422093393,0,0,0,-0.0340172455141261,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0147368957826933,0,0.0611397213723972,0,0,0,0,0.0440408575762658,0,0.0287271632640623,0,0,0,0,0,0.0440593094544808,0,0,0,0,0.0711658416778125,0,0,-0.0531788903771311,0,0,0.15277877592113,0.00870616622748244,0,0,0,0,0,0,0,0,0,0,0,0,0.00947820377498136,0.0136680303905762,0,0,0,0,0,0
X300142.SZ,0,0,0.256422841716464,0,0,0,0.230831725375254,0,0,0,0,0,0,0,0,0,0,0,-0.145646703894713,0.0283751947964715,0,0,0,0,0,0,0.0193120313281936,0,0,0,0.0128383729877367,0.10835355816982,-0.0343218473765036,0.0321608668414252,0.0504917635370603,0,0,0.0952665762710089,0,0,0.0146466140195967,0,0.0491879431874972,0,0,0,0.0788747394739492,0,0,-0.0876889470665742,-0.145475830381534,0,0,0,0,0,0,0,0
