,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X000338.SZ,X002236.SZ,X000625.SZ,X601877.SH,X600487.SH,X002456.SZ,X002241.SZ,X002008.SZ,X600066.SH,X000100.SZ,X600809.SH,X300136.SZ,X002508.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600522.SH,X600867.SH,X600271.SH,X600089.SH,X000157.SZ,X002085.SZ,X000981.SZ,X000596.SZ,X600177.SH,X600699.SH,X600566.SH,X600498.SH,X002179.SZ,X300142.SZ,X600118.SH,X000661.SZ,X002129.SZ,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.218257923246773,0,0.4688141260888,0,0.0983339780193449,0,0.089716996570321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101116148645975,0,-0.00501645286969829,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0644536205805855,0,0,0,0,0.0451331025004309,0,0,0.184694390115905,0,0.098539698020383,0,0,0,0,0,0,0,0,0,0.0271247176623562,0.0119017268502664,0,0,0,0,0,0,0.0794263523996785,0,0,0,0,0,0,0,0,0,0,0.0331525467984398,0,0,0,0,-0.0219961196059435,0,0,-0.0207394614297386,0.0296579191539476,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.191648271739126,0,0,0,0,0,0.0812076985385235,0,0.0285273958798311,0.188408637797771,0,0,0.255794568501645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00886824401374332,5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0.0637518330429489,0,0,0,0.0796476221846496,0,0,0.0529950332098843,0,0,0,0.43070910655862,0,0,0,0,0,0,0,0,0,0,0.0389556692907542,0,0,0.132255485321832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650903164000093,0,0.00239113749954125,0,0,0,0,0,0,0
X000651.SZ,0,0.110768785981419,0,0.310666736604512,0,0,0,0.0491281835178886,0.0568603594895573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072187438146314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067871627089029,0,0,0,0,-1.73472347597681e-18,0.0171517215635504,0,0,0,0,0,0
X600276.SH,0,0,0.170349740189071,0,0,0,0,0,0,0,0.192840922543302,0.139616556741815,0,0,0,0.162935067033591,0,0,0,0,-0.182859301831097,0,0,0,0,0,0.0621455796877831,0,0,0,0,0,0,0,0,0,0,0,0.00976192538581928,0,0,0,0,0,0,0,0,0,-0.0206860348009498,0,0,-0.0112553626643214,0.0310697905835658,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.304885760408002,0.0522376602224982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982049014134785,0,0,0.00896079618571508,0.0511681269993995,0,0,0,0,0,0,0,0.171474948961323,0,0,0,0,0,0,0,0,0,0,0.284373061828394,0,-0.0339266337398395,0.0624506331213376,0,0,0,0,0,0
X002304.SZ,0.202113074533322,0,0,0.326989369035303,0,0,0,0,0,0,0,0.0905417983802764,0.0505362846582589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319185666557246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105376798896307,0,0,0,0,-0.00514491047696177,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.338738905784724,0,0,0,0,0,0,0,0,0,0.0958257001467828,0,0,0,0,0,0.0224494835600944,0,0,0,0,0,0,0,0,0.0943804872136337,0,0.105869567806714,0,0,0,0,0,0,0,0,0.381616320770691,0,0,0,0,0,0.20658405192205,0,0,-0.0258054050770535,0.0316929846441173,0,0,0,0,0,0
X600690.SH,0,0.140134004253984,0,0.0144538128480872,0.0559657695842817,0,0,0,0,0,0,0.269310080138546,0.159641990572676,0,0,0,0,0,0,0,0,0,0.17015028747062,0,0,0,0,0,0,0.017403661956268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890912416830846,0,0,0,0,-0.0447021587193464,0,0,-0.00771901011088921,0,0,0,0,0,0,0
