,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002129.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X600741.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X000800.SZ,X002007.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X002463.SZ,X300142.SZ,X000733.SZ,X002180.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.324000832555399,0,0,0.0431167537115607,0,0,0.0814442776926258,0.0314776859171604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337330101197891,0,0,0,0,0,0,0,0.110815265133018,0,0,0,0,0,0,-0.00396647354835775,0,0.00325231751505943,0,0,0,0,0
X000858.SZ,0.120252662690131,0,0,0.142377390099939,0,0,0,0,0,0.12491587844232,0,0,0.0787829002011077,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105813277582633,0,0,0,0,0,0,0,0,0,0.0678013166799716,0,0,0,0,0,0,0.17015210911339,0.104210172435798,0,0,0,0,0.00843035857036605,0,-0.00705748901489358,-0.00547908883293902,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702444524225945,0,0,0,0,0,0,0,0.0529492561298395,0,0.0513709550300266,0,0,0,0,0,0,0,0,0,0.133241294503231,0,0,0,0,0,0.0445666350839535,0,0,0,0,0,0,0,0,0,-0.0182318367330083,0,0,0,0,0,0
X000568.SZ,0.419747163499567,0,0,0,0.170350280588085,0,0,0,0,0,0,0.118688109047329,0,0,0,0.171349249407876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00293850161714347,0.11614621806185,0,8.67361737988404e-19,0,0,0,0,0,0.000571241854282676,-0.0053840504637076,0,0,0,0,0,0
X600809.SH,0.150320554281461,0,0,0.508490696900661,0,0,0,0,0,0,0,0.0111221961572852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409475330831937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00129625159026425,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603608837568077,0,0,0,0,0,0,0,0,0,0,0,0,0.220896759905979,0,0,0,0,0,-0.0675045809728031,0,0,0,0,0,-0.0262164053625915,0,0,0,0,-0.0659764063993984,0,0.254436098873859,0,-0.0121424566688496,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105829380970431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161539676031461,0,0,0,0,0,0,0,0,0,0,0.190624574814148,0,0,0.130973475022262,0,0,0,0.112589467611577,0,-0.0450490002351382,0.0733485086739756,0,0,0,0,0,0
X600690.SH,0.138047237432821,0,0,0.0307649064872735,0,0,0,0,0,0,0,0.0713688572256931,0,0,0,0,0,0,0.058436135350491,0,0,0,0,0,0,0,0,0,0,-0.00696437309440359,0,0,0,0.120626060702632,0,0,0,0,0,0,0,0.0445676153548828,0,0,0,0.0700261035326472,0,0,0,0,0.00412939748247478,-0.00255045195684245,0,0,0,0,0,0,0
X000651.SZ,0.107376668059334,0,0,0,0,0.0258334391066905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375255253365475,0,0,0,-0.0425480794352392,0,0,0,0,0.0933159507669223,0,0,0.00847822674337164,-3.46944695195361e-18,0,0.0568930397592095,0,0,0,0,0,0,0.0371570115619023,0,0,0,0,0,-0.012888363131866,0,0,0,0,0,0
X002304.SZ,0,0.17006130418933,0,0.109150425880388,0,0,0,0,0,0,0,0,0.139819955704506,0,0,0,0,0,0,0.0807726661556857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10531481220639,0,0,0.00570699930932469,0,0,0,0,0.0242268505006849,-0.0452902725653303,0,0,0,0,0,0
