,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600741.SH,X600183.SH,X002371.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000977.SZ,X000596.SZ,X601877.SH,X002236.SZ,X300124.SZ,X300142.SZ,X000157.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X002456.SZ,X600498.SH,X002179.SZ,X600118.SH,X002223.SZ,X002049.SZ,X300136.SZ,X000066.SZ,X600271.SH,X002414.SZ,X600584.SH,X600487.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.475003941649296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618977222872306,0.0633904551638683,0,0,0,-1.0842021724855e-19,0,0.0583842803581942,0,0,0,0,0,0,0,0,0,0,0,0.0219142366951256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00875023823804556,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0599062104231989,0,0.0993911841843145,0,0,0,0.430999614632832,0,0,0,0,0,0,0,0,0,0,0,0.0338030537421809,0,0,0.0858565241945624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191496880597702,0.0109028988366258,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325310328192304,0,0.0726745401983762,0,0,0,0,0.0489732635942858,0,0.0508121261486684,0,0,0,0,0,0,0,0,0,0,0.0143642207094525,0,0,0.0083977921685428,0,0,0,0,0,0,0,0,0.0245888314379296,0,4.33680868994202e-19,0.0092369881962247,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.13526372530346,0.0697972279012295,0,0,0,0,0,0.189845552810458,0,0,0,0,0,0,0,0,0,0,0,0.00587967345927016,0,0.0503108507025905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104429183345362,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295756420586058,0,0,0,0,0,0,0,0,0,0.210772146473976,0,0,0,0,0,0,0,0,0,0,0.0214226831225611,0,0,0,0,0.108153658811376,0,0,0.0294253809153819,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.240672580360831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128023772808545,0,0.0708573421836045,0,0.0847857828621421,0.162934584992089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300352104789922,0,0,0,0,0,0.0176348857255873,0,0,0.000712450521660717,0,0,0,0,0,0
X600104.SH,0,0.170136823250599,0,0,0,0,0,0,0,0,0,0,0,0,0.0525961283251138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28940887787393,0.0322823813746491,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213980509466505,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0801997119168198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379762277738906,0,0,0.110781205521839,0,0,0,0,0,0,0,0,0.128178333480603,0,0,0,0,0.273909564784083,0,0,0,0,0,0,0,0.009840217734459,0,0,0,0,0.0309619364200337,0.0436697577041857,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0819476423611656,0,0,0,0,0,0,0,0.0899446652046598,0,0,0,0,0,0,0,0,0,0,0,0,0.082227894893911,0,0,0,0,0.41233318315528,0.072698756193892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225618395968234,0.00312269034333847,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0735246868168226,0,0,0,0,0,0,0,0,0,0,0,0.06723063352943,0,0.0125320388981465,0,0,0,0,0,0,0,0,0,0.00130829091170887,0,0,0,0,0,0,0,0.175596000142438,0,0,0,0,0,0,0.0166922539969586,-0.0166070342846184,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494607481153182,0,0,0,0,0,0.0281648976041964,0.451992636185286,0.0345487086825128,0,0,0,0,0,0,0.132054539096189,0,0,0,0,0,0.0455809626773923,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0282079984192343,-6.93889390390723e-18,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.200514611028206,0,0.104886004958989,0,0,0,0,0,0,0,0.0220864082443471,0,0,0,0,0,0,0,0,0,0,0.00310596483531034,0,0,0,0,0,0,0,-0.0198171209174251,0,0.0103152340856429,0,0,0,0,0,0,0,0,0.00273147393993032,0,0,0,0,0,0
X000568.SZ,0,0.430631258859633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428393151743952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768103034476085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159426887120235,0.00973853539372623,-0.00605368153898894,0,0,0,0,0,0
X000661.SZ,0,0.125714317058097,0,0,0,0,0,0.0132691883693569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363726261147242,0,0,0,0.0115631209290775,0,0.0836874362009623,0,0,0,0,0,0,0.159689206387616,0,0,0,0,0,0,0,0,0,0,0.0507066996541617,-0.00601583436009767,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0900602854603006,0,0,0,0.292771130294337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557167221821085,0,0,0,0,0,0,0,0,0,0,0.00659757748670335,0,0.00529509618169751,0,0,0,0.0666960299557366,0.101240166485194,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.133209685405411,0,0,0,0,0,0,0.0444133615580094,0,0,0,0.0991693362845704,0,0.103698127213937,0,0,0,0,0,0,0,0,0,0.132288699907781,0,0,0.0164132722197586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799805287101102,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-0.0947032161037302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919532974366313,0.160464717503711,0.0559153798523717,0,0,-0.0225752768617175,0.12074855816253,0,0,0,0,0.548566304932392,0,0,0,0,0.0147056898228135,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.0465610485108066,0,0,0,0,0,0.588386034715704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402023085548592,0,0,0,0,0,0,0.0143620019032399,0,0.0412794037302702,0.0642105844116069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241203905938337,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0577737960408006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789968489221466,0,0.0482166653712306,0,0,0,0,0,0,0.255441768320151,0.0460439378229676,0,0.0211970579861198,0,0,0,0,0.0417074966781507,0.138685092928915,0,0,0,0,0,0,0,0,0,0.0123592751040099,0.0304561695935592,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342225099883068,0,0,0,0.0402183850316536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227199079303463,0.247389728519105,0,0,0,0,0,0,-0.148189733288236,0,0.130112147710185,-0.0225358888058556,-0.0439908417746967,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.324878351091232,0.00031480129031286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132609913794292,0,0,0,0,0.0576685909671437,0,0,0,0,0,0,0,0,0,0,0.00904895768447374,0,0,0.0293075354757988,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0.01224391450482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224602060620643,0.133934909068959,0.082818466913195,0,0,0,0,0,0,0,0,0,0,0.545593866633898,0,0,0,0,0,0,0,0,0,0,0,0.0873327241974402,0,0,0,0.0264438981210657,0.00148961815470023,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24003851650966,0,0,0,0,0,0,0,0,0.0787747055397207,0,0,0,0,0,0,0,0,0,0,0.30417622625035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843036352885765,0.000435342452692825,0,0,0,0,0,0
