,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X600271.SH,X000100.SZ,X002475.SZ,X002456.SZ,X600118.SH,X000338.SZ,X002292.SZ,X600177.SH,X002085.SZ,X002007.SZ,X002180.SZ,X000157.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002294.SZ,X002506.SZ,X600498.SH,X002074.SZ,X601877.SH,X002426.SZ,X600522.SH,X600089.SH,X002465.SZ,X002508.SZ,X000977.SZ,X600487.SH,X000050.SZ,X300136.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0815781072908152,0,0,0.354349911269401,0,0.063804073041929,0,0,0,0,0,0,0,0.0466913534831375,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864523923609313,0.137349603413899,0,0,0,0,0,0,0,0,0,0.0771708815237084,0,0,0,0,0,0,0
X600104.SH,0.0403802301864639,0,0,0,0,0,0,0,0.396009818050111,0,0.0298682389993618,0.19768652312985,0,0,0.0573128965455826,0,0,0,0,0,0,-0.114676946436385,0,0,0,0.0322264250858601,0,0,0.0371245947931937,0,0,0,0,0,0,0,0,0.0812918551503925,0,0,0,0,0,0,0,0,-0.0360802113822606,0,0,0,0,0,-0.079215584252158,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803586101093093,0,0,0,0,0.0185823268663428,0,0.134804029538136,0.0383530895984338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430740286081694,0,0,0,0,0.0261313324807616,0,0.00561361579412634,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870523014395888,0,0,0.0169928145622068,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0133989201176907,0,0.0666473034953634,-0.0200120159325543,0.0838439187406487,0,0,0,-0.0370780375371901,0,0,0,0.0115264842016748,0,-0.104506312513553,0.082677194527325,-0.0204322883530103,0,0,0,0,0
X000858.SZ,0,0,0.0330118288784712,0,0,0,0,0,0,0,0.110514726986808,0.0187740934724717,0,0,0,0,0.407063865812308,0,0,0,0,0,0,0,0,0,0,0.134127106551066,0,0,0,0,0,0,0,0,0,0.0487286682998057,0.138746381671039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0430037056227169,0.0901877019552146,0,0,0,0,0.0697219156584074,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0546384710060771,0,0,-0.0296862102266832,0,0,0,0,0,0,0.105944441572123,0.0925864419066144,0,0,0,0,0,-4.33680868994202e-19,-0.00803165806809807,-0.0679482984689776,0,0.0102481099305693,0,-0.0462863418178372,-0.00583886031456695,0,0,0,0,0,0
X002304.SZ,0.144380420999432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226943219742976,0,0.168229932593508,0,0,0,0,0,0,0,0,0,0,0,0.0697865061674739,0,0,0.0833474991075788,0,0,0,0,0,0,0,0,0,0.117190426215219,0,0,0,0,0,0,0,0.0285253271025314,0,0,0.0400975478638945,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705854935483716,0,0.0907693232020891,0.168627585017364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186723695043474,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.026828697327946,0,-0.0670209748893163,0,0,0,0,0,0,0
X000625.SZ,0,0.146731112595978,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.11021273165407,0,0.055867144359253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189373908569649,0.00981003237042332,0,0,0.0119344688644363,0.0949042064486181,0.108799549434693,0,0,0.111116249325758,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00809242305100398,0,0.0488835302559907,0,0,0,0,0,0,0,0.0341542005409867,0,0,0,0,0,0,0.066978911261114,0,0,0,0,0.0433748248159685,0.00943279681976829,0,0,0,0,0,0,0,0,0,0.0687759362371502,0,0.0191925147613846,0.11694754857995,0.0164897996531593,0,0,0,0,0,0.0877299910230627,0,0.102623520563734,0,0,0.0157818941996804,0,0,0,0,0,0
