,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X600183.SH,X000596.SZ,X002007.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X000100.SZ,X300142.SZ,X000066.SZ,X002463.SZ,X002008.SZ,X300136.SZ,X002179.SZ,X300124.SZ,X600271.SH,X000625.SZ,X600867.SH,X300014.SZ,X002506.SZ,X600177.SH,X000977.SZ,X002129.SZ,X600498.SH,X002049.SZ,X600066.SH,X002456.SZ,X002371.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.100681733999827,0,0,0,0,0,0,0,0,0,0.495398501300775,0,0,0,0,0,0,0,0.0512602259229989,0,0,0,0,0,0,0,-0.0101679094824939,0,0,0,0,0,0,0,0,0,0,-0.0483195556366608,0.0184622040481498,0,0,0.0454598228544673,0,0,0,0,0,0,0,0,0,0.00158252755662942,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0669020837878414,0,0,0,0.403646988292233,0,0,0,0,0.0936685173948981,0,0,0,0,0,0,0,0,0.000780377065561948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279878229355576,0,0,0,0,0.0524689719498454,0.0244194800739383,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0582876780782091,0,0,0,0.231182498745316,0,0,0,0.0526655526669076,0,0.0588584392873442,0,0,0,0.0288177246490039,0,0,0,0,0,0,0.0489545444390814,0.0137168504421938,0,0.0428982986767341,0,0,0,0,0,0.0272566040672059,-0.0512098765745112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389440121563812,0,0
X000651.SZ,0,0,0,0,0.0431936788899244,0,0,0,0,0,0,0,0,0,0,0,0.259301673110296,0,-0.0647078003308757,0,-0.0266766802539621,0,0.0211184356142566,0,0,0,0.0630093986808153,0,0,0,-0.0206477417517262,0,-0.0601789948795124,0,0.163606782593581,0,0,0,0,0.122129594011165,0,0,0.110203621661528,0,0,0,0,0,0,0,0,-0.0173297294902846,0,0,0,0,0.00429090807980818,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00892196819269951,0,0,0.0513808642685151,0,0,0,0.0787472788861761,0,0,0,0,0,0,0,0.0661703068467441,0,0.51893604961223,0,0,0,0,0,0,-0.0240913205923441,0,0,0,0,0,0,0,0,0,0,0,0.0411554602092186,0,0,0,0,0,0,0.022974727804344,0,0,0,0,-0.0293181885578782,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173827578782618,0,0,0,0,-0.0724923088413813,0,0,0.0756285457362707,0,0,0,0,0,0,0,0.0566535746063112,0,0,0,0,0,-0.037043927801223,0,0,0,0,0.0176844665220866,0,0.0754981222491768,0,0,0,0,0,0,0,0,0,0,0,0.0017436115338278,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135170751404227,0,0
X002475.SZ,0,0.0202364649758493,0,0,0,0,0,0,0,0.0638139576267383,0,0.143139663480177,0,0,0,0.104375309120623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691636082564228,0.160633485561775,0.104724685192601,0,0,0,0,0,0,0,0,0,0,0,0.0103052756417441,0,0.201715733359796,0,0,0,0,0.0253620995607267,0,0,0,0,-0.0301137251644421,0,0
X002304.SZ,0,0.206971878741668,0.0404651955435369,0,0,0,0.0218775257772724,0.0275378124927087,0,0.0589448400312576,0,0.089021924688515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109706422289045,0,0,0,0,0,0.0286503315385998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106035317196027,0,0,0,-0.0275984230281355,0,0
X000063.SZ,0,0,0,0,0,0,0,0.158093890378129,0,0,0,0,0,0,0,0,0.088926434972737,0,0.190333379866195,0,0,0,0,0,0,0.0473747698388096,0,0,0,0,0,0,0,0,0,0.0194907320313644,0,0,0.0187947706886557,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0180081250119459,0,0,0,0,0,0
