,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600031.SH,X000625.SZ,X002456.SZ,X002008.SZ,X600487.SH,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X600867.SH,X600089.SH,X002085.SZ,X002294.SZ,X000981.SZ,X600699.SH,X600498.SH,X000157.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X600118.SH,X002180.SZ,X002049.SZ,X600566.SH,X002179.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.181021833767042,0,0,0.111282456925882,0,0,0.0386305924513304,0,0,0,0,0,0,0,0,0,0,0,0,0.100553776671808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306691193482765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165815169227848,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.1078426857637,0,0.268592716006784,0.0728105029277859,0,0,0,0,0,0,0,0,0,0,0,0.0751427768474279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713962331521532,0,0,0,0.0221896975088606,0,0,0,0,0,0,0.0170388403844403,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.007071940451129,0,0,0,0.0653075541712365,0,0,0,0,0,0.128101905828515,0,0,0.155535135322783,0,0,0,0,0.154699984250332,0,0,0,0,0,0,0,0,0,0.0339710045996842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0868296068609318,0,0,0.279272778394175,-1.73472347597681e-18,0,0,0.0767202274413653,0,0,0,0,0,0.0687529821224835,0,0,0,0,0,0,0.00629332041407862,0,0,0,0,0.0460044387122654,0,0,0,0,0,0,0,0,0,0,0,0.0381878021959446,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000939338065906058,0,0,0,0,0,0
X000858.SZ,0.116357874934725,0,0,0.0376043986060315,0,0,0,0.108138616017295,0,0,0,0.311291865765472,0,0,0,0,0,0,0,0,0,0.0271023284872155,0,0,0,0,0,0.274119227345152,0,0,0,0,0,0,0,0,0,0.0456580944768295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016038805791259,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.314436826008871,0,0,0,0,0.115801016769919,0,0,0,0,0,0,-0.0834956575147525,0,0,0,0,0,0,0,0,0,0,0,0.19962006363983,0,0,0,0,0,0.0755192440039736,0,0,0,0.0190245903112992,0,0,0,0.0271075271862125,0,0,0.0886564025375049,0,0.0622104625825864,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.146505702282356,0,0,0,0,0.221017944726816,0,0,0,0.0429920654195876,0,0,0,0,-0.205444587437042,0.0831432100620724,0,0,0,0,0,0,0,0,0,0,0,0.112051632691397,0,0,0.0554834759816707,0,0,0.020500706046284,0,0,0.0757628677788998,0,0,0,0,-0.0893819223275714,0,0,0,0,0,0.003824824787837,0,0,0,0,0,0
X002304.SZ,0.17905203217002,0,0,0,0.153117132230143,0,0,0,0,0,0.0618430935686455,0,0.0961997836236415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853753297848694,0,0,0,0,0,0.0618973110825914,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.32796457445357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131420603877896,0,0,0,0,0,0,0,0,0,0,0,0.1078072554351,0,0,0,0,0,0,0,0.0804450405716561,0,0,0.0972570579022028,0,0.0397590647282007,0,0,0,0,0,0,0
X600690.SH,0,0,0.0976615427571104,0,0,0,0,0,0,0,0.0303102982563495,0.0606288527500651,0,0,0.126111858522505,0,0,0,0,0,0.0999847042918571,0,0,0,0,0.10733080898299,0.233072059601525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17749039902212,0,0.0163339570783531,0,0,0,0,0,0,0
