,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000596.SZ,X000725.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X601877.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X000800.SZ,X002028.SZ,X002463.SZ,X002007.SZ,X002180.SZ,X300142.SZ,X600460.SH,X000066.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.21139937506997,0.148531875608346,0,0.0807368217043362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108665822049629,0.110289469022506,0,0,0,0,0,0,-0.00501528370926325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0732919512478318,0.0958071964442276,0,0,0,0,0,0
X000858.SZ,0,0,0.519239768622652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195257772336633,0,0,0,0,0,0,0,0,0,-0.0665299930112397,0,0,0,0,0,0,0,0,0,0.064591233451012,0,0,0,0,0,0,0,0.0267233013351584,0.112818878207596,0,0,0,-0.0787744881840372,0.105574046646152,0,0,0,0,0,0
X000568.SZ,0,0.468615413617735,0,0,0.0428893599823769,0.00790429122054801,0,0,0,0,-0.0558601702617093,0,0,0,0.274694317803611,0,0,0,0,0,0,0,0,0,-0.0162018530377492,0,0,0,0,0,0,0,0.0392025480027521,0,0,0,0,0,0.111319597152696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667376763010224,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.228420484740687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256856203352552,0,0,0,0,0.366730673246618,0,0,0.0528383985976496,0,0,0,0,-0.119380429467361,0,0,0,-0.0231191344283613,0,0,0,-0.0358072535493171,0,0,0,0,0,0,0,-0.0270974214234444,0,0,0,0,0,0
X600809.SH,0,0,0,0.12987517290538,0,0,-0.0862130805984589,0,0,0,0,0,-0.155951503201727,0,0,0,0.0679143845224816,0,0.0288502503078586,0,0,0.100333442597657,0,0,0,0.128971379100824,0,0,0.0247528579246159,0,0,0,0,0,0,0,0,0,0.305353047657162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.109088118157237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188670694405609,0,0,0,0,0.194571203285545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.086806104750285,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.139450455594931,0,0,0,0,0,0,0,0.0741791662049609,0,0,0,0,0,0.087398966304501,0,0,0,0.116584550997508,0,0,0.145061942538727,0,0,0,0.154504144260166,0,0,0.00365539213693374,0,0,0,0,0.0141220971200764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.00371626605490384,0,0.065336129857602,0.116395201686176,0,0,0,0,0,0,0.0259401661437195,0.259975455057678,0,0,0.0681174624887174,0,0,0,0.0238507004539575,0,0,0,0,0.0539767633763443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703022715403163,0,0,0.00657678460118081,0,0,0,0,0,0
X002304.SZ,0,0.308467438282588,0.153407392745795,0,0.0947855661751426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780631666569477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042875485822444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953658322800233,0,0,0,0,0
X000651.SZ,0,0.193827590289869,0,0,0,0,0.0617114974214015,0.301654814453274,0,0,0,0,0,0,0,0,0,0,0.0697398979330503,0,0.0131767873381366,0,0,0,0,0,0,0,-0.0872374698822191,0,0,0,-0.015776481652204,0,0,0,0,0,0,0,0,0,0,-0.00188550758062618,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
