,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000338.SZ,X600741.SH,X600031.SH,X000568.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X000661.SZ,X000596.SZ,X002236.SZ,X600809.SH,X000100.SZ,X002007.SZ,X002456.SZ,X600867.SH,X000625.SZ,X002179.SZ,X300142.SZ,X600566.SH,X600066.SH,X600498.SH,X300146.SZ,X000977.SZ,X000157.SZ,X002294.SZ,X002180.SZ,X600177.SH,X600089.SH,X600522.SH,X002241.SZ,X002506.SZ,X300136.SZ,X000869.SZ,X000050.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.43987911568004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14626969172841,0,0,0.0307619218377861,0,0,0,0,0,0.0664080170783098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388985378134378,0,0,0,0,0,0
X600104.SH,0,0,0.142169416789378,0,0,0,0,0,0,0,0.204615201251405,0.11058356505846,0,0,0,0.0874612088939762,0,0,0,0,0,0,0,0,0,0.0689764101131286,0,0,0,0.0661024855898954,0,0,0,0,0,0,0.102020717059803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143574723744805,0,0,0,0,0,0
X000858.SZ,0.0264028914203675,0.013975343208989,0,0,0,0,0.0640370107222128,0,0,0,0,0,0,0.327837070062562,0,2.16840434497101e-19,0,0,0,0,0,0,0.0221533479309341,0.167134640485645,0,0.0937789928307523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123507895494012,0,0,0,0,0,0
X000651.SZ,0.0303038242302447,0,0,0,0,0,0,0,0,0,0,0,0,0.277165420169082,0,0,0,0,0,0,0,0.0574044935772559,0,0,0,0.197221465096167,0,0,0,0,0,0,0,0,0,0,0,0.0464533817505439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124966315239605,0.0112313701710658,0,0,0,0,0,0
X002415.SZ,0,0.197145948467038,0,0,0,0.00302856523606639,0,0,0,0.0691089883010738,0,0,0,0,0,0,0,0,0,0,0,0.118433984137207,0,0.0686029133902685,0.342230617305864,0,0,0,0,0,0,0,0,0,0,0,0,0.0533737698846685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00964775952743559,0.0283973180681562,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321246403568418,0.353008051820696,0,0,0,0,0,0.17035737416248,0,0.105839119603432,0,0,0.0844764822446792,0,0,0,0,0,0,0,0,0.155190875521937,0,0,0.0223896233513035,0,0,0,0,0,0,0,0,0.00686801630061326,0,0,0,0.00891335259701173,0,0,0,0,0,0
X002304.SZ,0,0,0.574239325994662,0,0,0,0,0,0,0.124611404323025,0,0,0,0.267368790625135,0,0.00962954988214318,0,0,0,0,0,0,0,0,0,0.105280115377548,0,0,0,0,0,0,0,0,0,0,0.0129137834967858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054288621785492,-0.000703982741048918,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178082481167635,0.156579631924439,0,0,0,0.0412044298562258,0,0,0,0.0193032311692097,0,0.33950625694349,0,0,0,0,0,0,0,0,0.0401601131324254,0,0,0,0,0.0645089899771336,0,0,0.213041389102096,0,0,0,0,0,0.198775382541682,0,-0.0135370898687068,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.255320959171925,0,0,0.0974377386943393,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0117048990477729,0,0,0,0,0.120484478047406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00103082543454075,-0.00655559056943555,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.139395736823533,0,0.0371676826457663,0,0,0,0,0,0,0,0.0791239891591183,0.254623810532624,0,0,0,0,0.131357913300819,0.0359595421911217,0,0,0,0.065139715005907,0,0,0.0889637527964866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405670912322874,-0.00219588269226055,0,0,0,0,0,0
X000338.SZ,0,0.199395643804137,0,0.0819310144869607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.214214060316956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105014638588231,0,0,0,0,0,0,0,0.00149967077398207,-0.00941899945827383,0,0,0,0,0,0
