,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600703.SH,X002292.SZ,X600690.SH,X600118.SH,X600271.SH,X002241.SZ,X000559.SZ,X000100.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X600372.SH,X002475.SZ,X000157.SZ,X000338.SZ,X600089.SH,X300124.SZ,X002465.SZ,X002049.SZ,X000568.SZ,X600177.SH,X002129.SZ,X601877.SH,X002294.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X600582.SH,X000869.SZ,X600867.SH,X002456.SZ,X002426.SZ,X002085.SZ,X300001.SZ,X000547.SZ,X600498.SH,X000977.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140368072338658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773756275024483,0.0992324335304033,0,0,0,0,0.0337907863890845,0,0,0,0,0,0.0100468209613245,0,0,0,0,0.0314605752668819,0,-0.0384447227243255,0.0394638531431858,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.128482671781037,0,0,0,0,0,0.0491814423901389,0,0,0,0,0,0,0,0,0,0.0789122945258219,0,0,0,0,0,0,0.12202804987128,0,0,0,0,0,0,0,0,0,0,0,0,0.0385419867151071,0,-0.057754988088136,0.00451390650929109,0,-0.0233027539974826,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0196550855669124,0,0.102290319578972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130024253319104,0,0.0501758679790748,0,0,0,0,0,0,0,0,0,0,0,0.0668992331348143,0,0,0,0.062666283948476,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.20369727448544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082818992412504,0.105070938034204,0.117620833783902,0,0,0,0,0.014171817202373,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0157312850004677,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0330195337182095,0,0,0,0,0.0195468508025405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132648729386608,0.102972645811989,0,0,0,0,0,0,0,0,0,0,0.00334825430310053,0,0.0897804256341021,0,0,0.0226569920505456,0,0,-0.00194421590955026,0,0,0,0,0,0
X002304.SZ,0,0.0702764312463346,0,0.0889005201324379,0,0,0,0,0,0,0,0.00905723794844929,0,0,0,0,0,0.0571149484619173,0,0,0,0,0,0,0,0,0,0,0,-0.0214640885981136,0.136978704141083,0,0.0917331912633914,0,0,0,0,0.00409712992549321,0,0,0,0,0,0,0,0.0566460927287481,0,0,-0.00198786056521495,0,-0.018470093290298,0.022180313208253,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0155137046369925,0,0,0,0.0323734106074803,0,0,0,0.0741330026848497,0,0,0,0,-0.0145523081767815,0.0356693570314536,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00406620059134663,-0.0189983019548967,0,1.73472347597681e-18,-3.46944695195361e-18,0,0,0,0,0,0,0.181789116474706,0,0,0,0,-0.00297172932571729,0.0688064099007415,0,0,0,0,-0.00743147452610874,0,0,-0.153199887369601,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216001536871429,0,0,0,0.0970746610687805,0.14837580758814,0,0,0,0,0,0,0,0,0.0169040916936728,0,0,0,0.0295484898119004,0,0.0884620570836238,0.0103104992156628,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0308635977618607,0,0,0,0,0.220119547419343,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.124093835526312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19801645942421,0,0,0,0,-0.0126049174690913,0,0,0,0,0,0,0
