,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X002508.SZ,X002008.SZ,X600177.SH,X600089.SH,X300136.SZ,X002085.SZ,X300003.SZ,X600487.SH,X000157.SZ,X600271.SH,X600522.SH,X002294.SZ,X600809.SH,X600118.SH,X000050.SZ,X002074.SZ,X300115.SZ,X600699.SH,X600867.SH,X000981.SZ,X000559.SZ,X600372.SH,X000066.SZ,X600566.SH,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.151143128563212,0,0.0233550369952622,0.0632741960392896,0,0,0,0.273931451664094,0,0,0,0,0.0118061698543422,0,0,0,0,0,0,0,0,-0.00491963005809377,0,0,0,0.0159793363933914,0.030265821148843,-0.0318503954745954,0,0,0,0,0.0830256052210492,0,0,-0.0666399907165623,0,0,0,0,0,0,0,0,0,0.0323144246734891,0,0.000755782158367292,-0.00497745477968312,0,0,0,0,0,0
X600104.SH,0,0,-0.0172756681203758,0.223627797854615,0,0,0,1.6940658945086e-21,0,0,0,0,0,0.143173552562712,0.426972367025809,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700886180942504,0,0.115839404365776,0,0,0,0,0,0,0,0,0,-0.0519312671135319,0,0,0,0,0,-0.157222061602217,0,0,-0.0514259436983217,0,0.0258288136217909,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0840326221865252,0,0.0860200534291193,0,0,0,0,0,0.228684881029628,0,0.128137486685469,0,0,0,0,0,0,0,0,0,0.12789225348896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.121622107567679,0,0,0.132554780529897,0,0.076479042310064,0,0.0191509206370072,0.113046071538859,0,0,0.077976404284283,0.00763220429196337,0,0,0,0,0,0,0,0,0,0,0.0430774226364976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155870274353037,0,0,0,-0.00845676018230215,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0707304535939612,0,0,0,0,0,0.090236357319816,0,0.632503683162391,0.0895095126787949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125167282873242,0.0107367544638837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00319317179836584,0.0148187753975394,0,0,0,0,0,0
X600276.SH,0,0.0712540656367485,0,0,0.171779849110694,0,0,0,0,0,0,0,0,0,0.0547204867830357,0,0,-0.0583236990975117,-0.0178123618181227,0,0,0,0,0,0,0,0,0,0,0,0.131287177054097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124895937821697,-0.0456497417673403,0,0,0.0637833716853075,0,0.0155730682352869,0.00139027243481587,0,0,0,0,0,0
X000725.SZ,0,0,0.156876617242936,0,0,0,0,0,0.0924285117079958,0,0,0,0,0,0,0,0,0,0.189447259250047,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0554747603748555,0,0,0,0.21748530448771,0,0,0,0,0.0572734829758082,0,0,0.0974437648679019,0,0,0,0,0,0,0.186484842492026,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.146776288196926,0,0,0.168943220093833,0,0,0,0,0.0943388724588366,0,0,0,0,0.0935254781425499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254844382199206,0,0.00978825233414445,-0.0241394223840461,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.279746502332193,0,0.0699118481030851,0,0.00223349920927814,0,0,0.0624849389725159,0,0,0,0,0,0,0,0.137366799952866,0,0,0,0,0.107763592362034,0.039559365163257,0,0,0,0,0,0,0,0,0,0,0,0,0.0784850617532115,0.097114137598449,0,0,0,0.0422797597787799,0,-0.0366430280909899,0,0,0,0,-0.21808480703391,0,0
X600690.SH,0,0.0180081979317681,0,0.477669818461352,0,0,0,0.00771572683016426,0,0,0.019087583549181,0,0.0715131891727626,0.0380202405855176,0.185449361680509,0,0,0,0,0,0.0663761470928493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685674112596023,0.152638139308848,0,0,0,0.0191241929337949,-0.0175180283632837,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.157183295084036,0,0,0,0.0949738216285608,0.0272515980227616,0,0,0.153177084737773,0,0.156161064956583,0,0.0685830497433603,0.27031811491474,0,0,0,0,0,0,0,0,0,0,0,0,-0.143899034614333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152586668525898,-0.0782677761260097,0,0,0,0,0.0238471277791901,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.58155108500793,0,0.0289023764597864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864485856124159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328793270432311,0,0,0,0.0208586312935523,0,0.00717042034812916,-0.0399634439024981,0,0,0,0,0,0
X002236.SZ,0,0,0.354609575953851,0,0,0,-0.0383164133650425,0,0,0,0,0,0,0,0,0.093306384003925,0,0,0,0,0,0,0,-0.226476774677314,0,0.139788723897105,0,0,0,0,0,0,0,0,0,0.11223067793211,0,0.069651031960741,0,0,0.268597463397519,0,0,0,0,0,0.0250577538221437,0,0.100656843445282,0,0,0.00259421449049339,1.73472347597681e-18,0,0,0,0.0701304762687764,0,0
X000625.SZ,0,0.218173167475078,0,0,0,0,0,0,0.0707862513837591,0.0122684599051093,0,0,0.038784796422688,0,0,0,0,0,0.0164231666306226,0,0,0,0,0,0,0,0,0,0,-0.0579461083792624,0,0,0,0,0,0,0.0265747473137829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00919997129194838,-0.0181709212853895,0,0,0,0,0,0
X600741.SH,0,0.632101666056003,0.0583771183346594,0,0,0,0,0.0531221626149787,0.10740117169377,0,0.0488848558002015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952132277187885,0,0,0,-0.0568619535892656,0,0,0,0,0,0,0.105078982765081,0,0,0,0,0.0108685211094536,0,0,0,0,0,0,0,0,0,0,0.0396694136128206,0,0,0,0,0,0
X002475.SZ,0,0,0.000586554134795526,0,0,0,0,0,0,0,0.043345814111214,0,0.0782192970775642,0,0,0,0,0,0,0,0,0,0,0,0.138439005316697,0.295438167823044,0,0,0.210672717553924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127121795920091,-0.0365425116730825,0,0,0,0,0,0
X600031.SH,0,0,-0.0974936436989953,0,0.156438817765703,0,0,0,0,0,0,0,0,0.0444271767780405,0,0,0,0,0.00394477425883267,0.0907313206578494,0,0,0.157460081265965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140127096233927,0,0,0,0,0,0,0,0,0,0,0,0.102224956211285,-0.0282430331609325,0.0177507960101783,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.207205900741276,0,0,0,0,0,0,0,0,0,0,0,0,0.10102764891799,0,0.442658215626499,0,0,0,0,0.197813835232339,0,0,0,0,0.275761506097776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158692334788404,-0.0655696052774789,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.156129491314493,0,0,0,0,0,0,0,0,0,0,0.390260476700969,0.0377826101301167,0,0,0,0,0,0,0,0.0364590116288361,0,0,0,0,0,0.229101079534509,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0122329933369118,0.00353168033054787,0,0,0,-0.00974288868080666,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0879893917067837,0,0,0,0,0.156624034019846,0,0,0,0,0,0.0515699037570969,0,0.123111685683906,0,0,0,0,0,0.192342216606632,0,0,0,0,0,0,0.0581599913981232,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331313713924666,0.0274772407833386,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0832257041565659,0,0,0,0.226415189931081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00250699819359159,0,0,0,0,0,0,0,0,-0.0443061954206722,0,0,0,0,0,-0.0405090066634499,0,0,-0.0447531638339741,0,0.0077373129807058,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,-0.00926619523085095,0,0,0.170049039465596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895113033166005,0,0,0,0,0,0.173721650363485,0,0.103321419520796,0,0.073403634868763,0,0,-0.0490878256044384,0,0,0,0,0,0.0660754766472303,0.00568696866990397,8.67361737988404e-19,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.070142358350858,0,0.135090738066014,0,0.07248823536231,0,0.0437619482710169,-1.73472347597681e-18,0,0,0,0,0,0.113387073693574,0,0.0713804494293373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113905042698909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332852859027447,0,0,0,0,0,0,0
