,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300142.SZ,X600702.SH,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X002294.SZ,X300003.SZ,X600884.SH,X000066.SZ,X002007.SZ,X601799.SH,X002236.SZ,X002414.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0174608822333026,0.177072894240532,0.321764019409888,0,0,0,0.0156104273300679,0,0,0,0,0,0,0,0,0,0,0,-0.0190687519381197,0,0,0,0,0,0,0.0330587872835303,0,0,0,0,0,0.0380770812099829,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0123838774527298,0,0,0.00491168605429447,0,0,0,0,0,0
X000858.SZ,0,0,0.134950681876036,0.354044314013511,0,0,0.223874241329389,0.0527010020850598,0,0,0,-1.0842021724855e-19,0,0,0.0449699194708276,0.00349002937111538,0,0,0,0,0,0,0.0713517114071456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117274726952886,0,0,0,0,-0.00856112506507671,0,0,0,-0.0248262466732254,0,-0.0160984264377035,0.0117258466804643,0,0,0,0,0,0
X600809.SH,0,0,0,0.662634596252918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480610155318015,0,-0.0760038389021484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140764137326014,0.0143321004366874,0,0,0,0,0,0
X000568.SZ,0,0.136547346318248,0.300042959046457,0,0,0,0.238629332569684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117623491211664,0,0,0,0,0,0,0,0,0,0,0,0.280940090137705,0,0,0,0,0,0,0,0,0,0,0,-0.0138404768865728,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0950129404160317,0,0,0,0,0,0,0,0.056137078926902,0,0,0,0,0,0,0,0.109237346690192,0.167634618877782,0,0,0.0813683911439771,0,0,0,0,-1.0842021724855e-19,0,0,0.117434631101478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095579173435959,0,0,0,0,-0.0209254975962167,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109571199589482,0,0.010910204223535,0,0,0,0.0357715350535273,0,0,0,-0.0224511781355476,0,0,0,0.0482184164114084,0.0901425389080542,0.14479535157465,0,0,0.014068879387028,0.110557171492104,0,0,0,-0.0459667618760089,-0.0181797554876062,0.00428199353341336,0,0,0,0,0,0
X002304.SZ,0,0.131786516285814,0,0.531066702840661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600312461607498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173260861943875,0,0,0,0,0,-0.0701030935620532,0,-0.0164885319976777,0,0,0,0,0,0,-0.00572053846167965,-0.00689957759923334,0,0,0,0,0,0
X600690.SH,0,0.0710828922040649,0.0126293012017682,0.0884042918924255,0,0,0,0,0,0,0,0,0,0,0,0.252604819412705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353252973864411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0533074793157454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806572424493058,0,0,0,0,0,0,0,0,0.267121233333192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310955330804195,0,0,0,0.275853298801398,0,0.0319017294474274,-0.0243626281246521,0,0,0,0,0,0
X000651.SZ,0,0.0100921639826046,0,0.19243797185216,0,0,0,0.012344175770505,0,0,0,0,0,0,0,0.00775174460444346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350133033270769,0,0,0,0,0,0,0,0,0.0404521248640926,0,0,0,0,0,0,0,0,0,0,0.0103173746265807,0.00227926423423317,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.155472801202701,0,0,0.131918580256036,0,0,0,0,0,0,0,-0.0289914800799619,0,-0.0809978612424546,0,0,0,0,0,0,0,0,0,0,0.0582142157976162,0,0,0,0,0,0,0,0,0,-0.0218587429823403,0,-0.0320221445041404,0.0955947386055163,0,0,0,0,0,0,-0.0104050409161356,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.216013495678391,0,0,0,0,0,0.12322715408587,0,0.148753092541927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201360013665021,0,0,0,0,0,0,-0.0960130176080079,0,0.347424345177355,0,0,0,0,0,0,-0.111482996578046,-0.0343145312713447,0,0,0,0,0,0,0
