,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X002475.SZ,X000568.SZ,X000651.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000625.SZ,X000338.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X002463.SZ,X000157.SZ,X002241.SZ,X600703.SH,X600372.SH,X002028.SZ,X600066.SH,X600584.SH,X002236.SZ,X000977.SZ,X600522.SH,X000921.SZ,X600741.SH,X600183.SH,X002049.SZ,X601877.SH,X000661.SZ,X002180.SZ,X002223.SZ,X002129.SZ,X000800.SZ,X002074.SZ,X600487.SH,X002156.SZ,X600418.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.15027563555369,0,0,0.22717918102377,0,0,0,0,0,0,0,0,0.0836153357055981,0,0,0,0,-0.0267127819650296,0,0,0,0,0,0,0,0,0,0,0,0.0274493272565257,-0.00836412388514234,0,0,0,-0.0103042510300035,0,0,-0.00955001876425896,0,0.0317013107447655,0,0,0,0.000538426207725303,-0.00782659500369866,0,0,0,0,-0.0187673445079129,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.00990338037327921,0.46062694704367,0,0,0,0,0,0,0,0,0.122807498359796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039267269275387,0,0.0442802715966996,0,0,0,-0.00450713619158802,-0.0238092648747993,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0173956800629463,0,0,0,0,0,0,0,-0.0712049219807959,0,0.116634553710257,0,0,0,0,0.0654221525509055,0.0633541274727242,0,0,0,0,0,0,0,0,0,0.026995347767496,0.00288552419655861,0,0,0,0.165452649993851,0.00503644393971289,0,0,0,0,0.154553974142269,0,0,0,-0.0241605119303142,0.0454739077286039,0,0,0,0,-0.0819997344888465,0,0,0.0462207693227825,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.203304964668257,0,0,0,0,0,0,0,0,0,0.0298145555811857,0,0,0,0.00277819975094317,0,0,0,0,0,0,0,0,0,-0.0184572761387157,0,0,0.222102872761578,0,0,0,0,0,-0.125274378831239,0,0,0,0,0,0,0,0,0,0.0495789861853326,0.0102079445872545,-0.0400539224389471,0,0,0.171944123736297,0,0
X600809.SH,0.076071941127141,0,0,0,0,0,0,0.03896321134569,0,0,0.0485043321697191,0,0,0,0,0,0,0,0,0.248122092495737,0,0,0,0,0,-0.0972097617301716,0,0,0,0,0.0192802087020673,-0.0365921994861421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327260605340448,0,0,0,-0.0176448270493816,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0223247696600938,0,0,0,0,0,0,0.179524209425908,0,0,0.0432935792714029,0,0,0,0,0,0,0.124856056164594,0,0.0762608222789081,0,0,0,0,0,0,0.073108062040397,0,0,0,0,0.0691142525088007,0,0,0,0.0660191721488524,0,0,0,0,0,0,0,0,-0.0425463868235518,0,-0.087653594499333,0,0,-0.016564377633868,-0.149483530571632,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705634068397751,0,-0.0301397284897937,0,0.0762935150922401,0,0.362355466184866,0,0,0,0,0,0.0139682269788308,0,0,0,0,0.0302702926364485,0.0367169178373108,0,0,0,0,0,0,0,0,0.0835561298713544,0.051159196179687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X000568.SZ,0,0.916681372119133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09632782477525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019471198029439,0,0.140656079138981,-0.167550859414376,0,-0.0546243407067725,0,0,0,-0.0159247358690118,0,0,0,-0.00758555021778592,0,0
X000651.SZ,0,0,0,0.454656524534861,0,0,0,0.146365155912215,0,0,0,0,0,0,-0.00206282755425886,0,0,0,0,0.0639947832671562,0,0,0.0113978030681972,0,0,0.0843061964442739,-0.0106769065344097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300634635424786,0.0441094154766721,0,0.016264153119366,0,0.108559702192347,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639877753722449,0,0,0,0,0,0,0,-0.228479796754981,0,0,0,-0.0147755297824167,0.135555226828389,0,-0.0226593344425289,-0.012598968867401,0,0.110386166681692,0,0,0,0,0,0,0,0,-0.0173734688826831,0,0,0,0,0,0,0,0,-0.0287800093151199,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617179399140768,0,0,0,0,0,-0.003782740517791,0.194315711207734,0,0,0,0,0,0,0,0,0,0.320163503575598,0,0,0,0,0,0,0.0901855594503893,0,0,0,0,0,0,-0.0901738044416741,0,0.0226531371752792,0,0,0,0,0.0443567657790591,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0360519322698202,0,0,0,0,0,0,0,0.0958953564475385,0.00461374614875083,0,0,0,-0.0215123151011722,0,0,0.0190106893001115,0,0,0,0,0,0,0,0.0108400412682972,0,0,0,0,0,0,-0.0600074994305069,0,0,0,0,0,0,0,0.0383033615303319,0,0,0.0547669994943734,0,0,-0.0490172214169194,0.0119225919503924,0,0,0,0.0102281594824719,0,0
X000725.SZ,0,0,0,0,0,-0.01725024577952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389270870632496,0,0,0,0.0357099099871463,0,0,0,0,0,0,0.0617080589706864,0,0,0,0,0,0,0,0.00850083131729289,0,-0.0283118692099377,0,0.149785278282246,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.142577294840662,0.0778329790741206,0,0,-0.0662985752045201,0,0,0,0,0,0,0,0,0,0,0,0,0.257385673167946,0,0,0,0,0.0186625205951047,0,0,0,0,0,0,0,0,0,0.178983615085524,0,0,0,0,0,0,0.137589381995407,0,-0.0322606993241874,0,-3.46944695195361e-18,0,0.0229946396745292,0.0171529555572375,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124733731495589,0,0,0,0,0,0,0,0,0,0.048737101283273,0,0,0,0,0,0,0,0,0,0,0.12260935216453,0,0.0176890739261891,0,0.108652045955194,0,0,0.462769248051725,0,0,0,0.0350567502421394,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272166956664908,0,0,0,0,0,0,0,0,0.0489340860669223,0,0,0,0,0,0,0.218314543521875,-0.0678605908841299,0,0,0,0,0,0,0,0,0,-0.0229488138844528,0,0,0.0675891823712377,0,0.0914336760379614,0,0,0,0,-0.00568751301587023,0.0560864155106117,-0.00627736934082611,0,0,0,0,0
X002304.SZ,0,0.109681089010189,0,0,0,0,0,0.0296443671512182,0,0,0,0,0,0,-0.0162380965570588,0,0,0,-0.0193987773093139,0.217483611661864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323339200113806,0,0.0662992375994227,0,0,0,0,0,0,0.0246064119522896,0,0,0,0,0,0,0,0,0,-0.284748294823883,0,0,-0.0620541316683518,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462989596325659,0,0,0,0,0,0,0,0.105741492885184,0.0573298095464393,0.0380941462447591,0,0.180333042673898,0,0,0,0,0,0.065058245290921,0,0,0,0,0.0533277733480232,0,0,0,0,0,0,0,0.0383017599922993,0.00781734281871842,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0336853555716932,0,0,0,0,0,0.10098732521928,0,0,0.136984149648763,0,0,0,0,0,0,0,0,0,0.33514603964981,0,0,-0.0869344390076307,0,0,0,0,-0.0451805764280334,0,0,0,0,0,0,0,0,0,0.0858315897617949,0,0.055213877502141,0,0,0,0.0433093284032122,0,-0.0846967669318603,0,0.123892438529644,0,0,0,0,0
X000596.SZ,0,0,0,0,0.116947854220026,0,0,0.482550791619926,0,0,0,0,0,0,0.015127801422885,0.0140091207880338,0,0,0.0382335396943102,0,0.124789678700505,0,0.0814523051131036,0,0,0,0,0,0.089536992313605,0,0,0.0134624422671944,0,-0.0233075790785943,0,0,0,0,0,0,0,-0.0377728105320689,0,0,0,0,-0.0155833620014717,0.0229977888247382,0,0,0,0,0.0215749726692033,0,0,0,-0.0211015599618549,0,0
X300014.SZ,0,0,0,0,0,0,0.0777264598099924,0,0,0,0,0,0,0,0,0,0,0,0,0.150699218957895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265413296802996,0,0.276881807655102,-0.0031924470945414,0,0,0,0,0,0.0112936092244519,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238757377068541,0,0.00303830937006168,0.10643201172054,0,0,0.0284067149226687,0,0,0,0,0,0.240145441578458,0,0.0206413797914306,0,0,-0.0421171837034278,0,0,0,0,0,0,0,0,0,0,0,0.103649188943863,0,0,0,0,0.0390066320837125,0,0,0,-0.015793469719624,0,0,0,-0.0307627361477356,0,0
X000100.SZ,0,0,0,0,0,0,0.0166845772260389,0,0,0,0,0,0.505122907684398,0,0,0,0,0,0.022881168363898,0,0.0107904219659622,0,0,0,0,0,0,0,0,0,-0.038282326643122,0.0745981228606653,0,0,0,0.148223381629181,0,0,0,0,0,-0.0870506281543311,0,0,0,0,0,0,0.0390510938061486,0.0243896635021742,-0.228255946812586,2.16840434497101e-19,0.00382165266444362,0,0,0,-0.040946786112226,0,0
