,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000596.SZ,X000100.SZ,X002129.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X600741.SH,X000799.SZ,X000157.SZ,X600460.SH,X601877.SH,X002007.SZ,X600584.SH,X600702.SH,X002414.SZ,X002236.SZ,X600779.SH,X601799.SH,X300146.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X002508.SZ,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0557900115441216,0.0712060907901894,0.0348831196942579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980539873615295,0,0,0,0,0.0372224940058251,0,0,0,0.0730475834059352,0,0,0,0,0.0927904809973147,0,0,0,0,0,0.0624717873587067,0,0.00201267239212808,0,0,0,0,0.0125394991362241,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.397165141793175,0,0,0,0,0,0,0,0.0513739184096499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988319894628529,0,0.131051177262071,0,0,0,0,0,0,0.0149165513330151,0,0,0,0.0402678724955632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597312267735912,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0298855117814492,0,0,0.00467268299657353,0.028969167333661,0,0,0,0,0.0734345647293139,0,0,0,0,0.0811634564648484,0,0,0,0,0,0.00920232912540726,0,0.125100541311526,0,0,0,0.0130960791353569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450332904939849,0,0,0,0,0.0161843309879287,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412326974872344,0,0,0.0244214970881182,0,0.0653630131921891,0,0,0,0.02455777940967,0,0,0,0,0,0,0,0,0,0,0.0266138352124462,0,0,0,0,0,0,0,0,-0.0788139509321336,0,0,0,0,0.122335999483135,0,0,0,0,0.00538249073020079,0,0
X600809.SH,0,0,0,0,0,0.185783607620544,0,0.090358968989541,-0.0440198883691708,0,0,0,0,0,0.114170265951527,0,0,0,-0.0808104383463116,0,0,0,0,0,0,0,0,0,0,-0.179835165680302,0.442724012809252,0,0,0,0,0,0,0,0,0.0662565691723827,0,0.0919745416291548,0,0,0,0,0,0,0,0,0,0,0.0247205331914819,0,0,0,0.0146246434766176,0,0
X000568.SZ,0,0.167794300737678,0,0,0.0908886241890927,0,0,0.34107279250697,0,-0.0520967348640447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156236942682106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121095060884092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423675817944029,0.0383699900294252,0,0,0,0.0278212111001932,0,0.397834983261571,0,0,0,0,0.132589667503258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769979445537917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00268998553459026,0,0
X002304.SZ,0,0,0,0.219872222149226,0,0.372287043892945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293191232075933,0,0,0.0290713130864754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456607900085057,0.0923817984861028,0,0,0,0,0,0.004238287995451,0,0,0,-0.0338347455846514,0,0,0,0,1.0842021724855e-19,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032823179743417,0,0,0,-0.0247979906025185,0.134700697920374,0,0.0962343449400321,0,0,0,0,-0.083126548127375,0,0.0137204832974775,0,0,0,0,0,0,0,0,0,0.0313688731250324,-0.0194636907691991,0,0,0,-0.0415193285483829,0.073526347163689,0,0,0,0.0192319910565246,0,0
X600104.SH,0,0,0,0,0,0,0.0162666114583821,0,0,0,0,0.0685942334958125,0,0.0127879938666175,0,0,0,0,0,0.102897211217255,0,0,0,-0.0259173463602912,0,0,0.000811757618181601,0,0,0,0,0,0,0,0,0,0.0661421874107393,0,0,-0.0288678691192855,0,0,0,0,0.130211492821623,0,0,0,0,0,0,0,0.00989942932840558,0,0,0,0.00649652802708477,0,0
X600690.SH,0,0,0.147012026818567,0,0,0,0,0.0263178017923999,0,0,0,0,0.33488498601131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477911416805955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106822420281627,0,0,0,-0.0328973584671147,0.0204698058187546,0,0,0,0.00759997730706916,0,0
X600031.SH,0,0,0,0,0,0,0.00146648023388282,0,0,0,0,0,0,0,0.217440311144865,0,0.293699629660902,0,0,0,0.0407812796495098,0,0,0,0,0,0,0.087403028046085,0.0767249429963322,0,0,0.0717648171835245,0,0,0,0,0.0101761713586629,0.026142954459807,0,0,0,0,0,0.0829317091534646,0,0,0,0,0,0,0,-0.0560870220670089,0,0,0,0,-0.0123901469023052,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424527732630469,0,0,0.07833742194523,0,0,0,0,0,0.400113676311329,0,0.0313059723656754,0,0,0,0,0,0.00424241720016143,0,0,0,0.0288772000388938,0.0955678377483994,0,0.020812284104648,0,-0.0550765252500128,0.0296649303897593,0,0,0,0,-0.0480338423381817,0,0,0,0,-0.0425865565295764,0,0,0,-2.71050543121376e-20,0,0
X300014.SZ,0,0,0,0,0.126875224310164,0,0.0371260817545156,-0.143952053808166,0,0,0,0,0,0,0.233747271923033,0,0,0,0.291775037851178,0.216747854075509,0,0,0,0,0,0,0,0,0,0,0.0205743260054945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267846160185693,0,0,0,0,0,0,0,0,0,0,0.0355788955202765,0,0
X300124.SZ,0,0,0,0,0,0.190675330179647,0,0,0,0,0,0,0,0.326841275983226,0,0,0,0,0,6.93889390390723e-18,0,0,0.147394182086343,0,0,0,0,0,0,0,0.0488872310388404,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00237672595925421,0,0,0,0,0.0938379722002238,0,0.0861417855882553,0,0,0,0,0,0,0,0,-0.0404236943543845,0,0
X000661.SZ,0,0,0,0,0,0,0,-0.0752805173471562,0,0,0,0,0,0.167057526356343,0,0,0,0,0,-0.00483395532702895,0,0,0,0,0,0.0862948871686673,0.246067993585098,0,0.0883438650343241,0,0.0633886490556744,0,-0.215278276209062,0,0,0,0.0237725786578048,0,0,-0.105645274793675,0,0,0.388100675065089,0,0,0,0.424489312644498,0,0,0,0,0,0,0,0,0,0.108311373184241,0,0
X000338.SZ,0,0.0751724594228336,0,0,0,0,0,0,0,0,0,0.104187119227356,0,6.93889390390723e-18,0,0,0,0,0,0.0950471724970436,0,0,0,0.101050916546342,0,0,-0.0919896319362316,0,0,0,0,0,0.0179434834692447,0,0,0.0564044144157744,0,0,0,0,0,0,0,0,0,0.0715892958013036,0,0,0,0,0,0,0,0,0,0,-0.0226516461865174,0,0
