,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X002241.SZ,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002007.SZ,X000338.SZ,X600372.SH,X000559.SZ,X002475.SZ,X002456.SZ,X600522.SH,X002074.SZ,X002506.SZ,X000157.SZ,X002180.SZ,X300003.SZ,X600867.SH,X002294.SZ,X002426.SZ,X002085.SZ,X300124.SZ,X600089.SH,X002508.SZ,X000981.SZ,X601877.SH,X000869.SZ,X600498.SH,X002465.SZ,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.271380519221185,0,0.051875414162801,0.157925358733277,0,0,0,0.132928911018156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553375143488917,0,0,0.00857963325592482,0,-0.0661913984768895,0,0.0353450553184631,0,0,0.0399592248912893,0,0,0,0,0,0.0974126682374186,0,0,0,0,0,0,0,0,0,0,0,0,0.0123675081162917,0,0,0,0,0,0
X600104.SH,0.186976480967112,0,0,0,0,0,0,0.236174175969175,0,0,0.0789200714873441,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120717550639412,0,0.00190918815215701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409293564171412,0,0,0,0,0,0,0
X002415.SZ,0.082501561742902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421631037057859,0,0,0,0,0,0,0,0.10319969963002,0,0.050628206480182,0,0.101059361429228,0,0,0.031185701970973,0,0,0,0,0,0,0,0,0,0,0.0619800747988528,0,0,0.0808412946218168,0.0837343790270285,0,0,0,0,0,0.0298863561423571,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.307289241738907,0,0,0,0.292826745075932,0,0,0,0,0,0.224019715692385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429500046039341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433191792101797,0,0,0,0,0,0,0,0.0141978849360514,0,0,0,0,0,0
X002304.SZ,0,0,0,0.563698748456489,0,0,0,0,0,0,0,0,0,0,0.037162394539396,0,0,0,0,0,0,0,0,0,0.0614832090282593,0,0,0,0,0,0,0,0.0308392927678334,0,0,0,0,0,0,0,0,0.00654056984469422,0.0428035214536221,0,0,0,0,0,0,0,0.0271327008118344,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0199681327001732,0,0,0,0,0.203015198600412,0,0,0,0.0719057857681387,0.0334615402131393,0.0215288196180416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342040388418746,0,0,-0.0155101721116189,0,0,0,0,0,0,0,0,-0.031770480652198,0,0,0.00734351139253519,0,-0.022633385205292,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222881473544038,0,0,0,0,0,0,0.094439904925214,0,0,0,0,0,0,-0.00127812180350101,0,0.0285371992146687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07198462230164,0.0321176368052282,0,0,-0.0377350024137909,0.00561588835041247,0,0,0,0,0,0
X000625.SZ,0,0.20384355904531,0,0,0,0,0,0,0,0,0.0124286301762069,0,0.114937230490456,0.0249503006874163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023092225449918,0,0,0,0.00716350261067111,0,0,0,0,0,0,0,0,0,0,0,0.064855371336899,0,0,0,-0.0123965546208221,0,0.00134324503265076,0,0,0,0,0,0,0
X600690.SH,0,0,0.0287745998200933,0.108662121772135,0,0,0,0,0,0,0.060897334516327,0,0.0323495874054827,0.0133759311080736,0,0,0,0,0,0,0,0,0.164169911106745,0,0,0,0,0,0.0441412551814611,0,0,0,0.0133952852813629,0,0,0,0,0,0,0,0.00832688550627708,0,0,0,0,0,0.0721504372281698,0.0224441925451247,0,0,0,0.0854349931788287,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0326249206601013,0,0,0,0,0,0,0,0,0,0,0.00991993243375372,0,0,0.118073303943881,0,0,0,0,0,0,0.0615670117234076,0.0273357689193051,0,0.0960253221825161,0.0652477830751273,0,0,0,0.068095849308278,0,0,0,0,0,0,0,0,0.0808473581737036,0,0,0,0,0.00709928430822546,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.524938985655919,0,0.159357003369698,0,0,0,0,0,0,0,0.0777803977653173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075715888841755,0,0.0198385940804841,0,0,0.0350232884817829,0,0,0,-0.00304663211577473,0,0,0,0,0.150596615555443,0,0,0,0,0,0.0852122542813759,0,0,0,0,0,0,0,-0.119385648911769,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355634866340674,0,0,0,0,0,0,0,0.0324578245721068,0,0,0,0.0368067201173055,0,0,0,0,0,0,0,0,0,0.0962169052826758,0,0,0,-0.0243161759611155,0,0,0,0,0,0,0
X600066.SH,0,0,0.026631004727748,0,0,0,0,1.73472347597681e-18,0.168736537884031,0,0.247163831974443,0,0,0,0.0155876466122559,0,0,0,0,0,0,0,0,0,0,0,0,0.108863163625554,0.102896254663674,0,-0.0722288851594288,0,0,0,0,0,0,0,0,0,0,-0.255437041600249,0,0,0,0,0,0,0,0,-0.0101770903664635,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0801227254151351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130324575084877,0,0,0.0196707189522392,0,0,0.135824108105556,0.00458514595448418,0,0,0,0.00883555706155551,0,0,0,0,0.263285503503676,0,0,0.0408808234413376,0,0,0,0,0,0,0,0,0,0.0195654797022273,0,0,0,0,0,0,0
X000568.SZ,0.0918380178171096,0,0.146666882234423,0.379839693037635,0.169842964300703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318758953736448,0,0,0.00618418221537231,0,0,0,0,0,0,0.0292549153294804,0,0.100511272690084,0,0,0.0116046131738645,0,0,0,0,0,0.0382659739069658,0,0,0.0177618137849355,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1820354189393,0,0.211568766644412,0,0,0.00316776256478788,0,0,0,0,-0.0357250361675385,0,0,0.113540665808775,0,0,0,0.0381985015900118,0,0,0,0,0,0,0,0,0,0.0898541070123213,0,0,0,-0.0350423816660268,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0549806176729716,0,0,0,0,0.0529892903517129,0,0,0,0,0,0,0,0,0.0677431505493571,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0276676707748745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122393841958017,0.00272790182771759,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.251305697854777,0,0,0,0.219496980255016,0,0,0,0,0,0.0869634549830122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169788893479033,0,0,0,0,0.0251713218907986,0,0,0,0,0.0972493898647531,0,0,0,-0.0216112135666855,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104853221355893,0,0.106915163380849,0,0,0,0,0,0,0,0,0,0,0,0,0.0684987876527377,0,0,0,0,0,0,0,0,0.0143072332068295,0.0419944894085741,0,0,0,0.0227693344619826,0,0,0,-0.00558838900100694,0,0,0,0,0,0,0
X600118.SH,0,0,0,0.0744179241201908,0,0,0,0,0,0,0,0,0,0,0,0.121164260631093,0,0,0,0,0,0,0,0,0.260523227043113,0,0,0,0,0,0.0555424070830363,0,-0.025133930568608,0,0,0,0.0241084773841885,0,0.0192117231467419,0,0,0,0.0432354166647743,0,0,0,0.0634879968961485,0,0,0,0.0290893659278506,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.163595866663897,0,0.190708460243659,0,0,0,0.125175000631828,0,0,0,0,0,0,0,0,0,0,0.0171241207187646,0.0531657907147962,0,1.35525271560688e-20,0,-0.00448329708278458,0,0.0126437218818402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977636089863206,0,0.0887289369880595,0,-0.00221740756456846,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884332153177039,0,0,0.0143199178897464,0.0892228750121796,0,0,0,0,0,0,0,0,0.119914776573895,0,0,0,0.122484751453126,0,0,0,0,0.459561749115424,0,0,0,0,0.161879609470018,0,0,0,0,0,0
X002007.SZ,0,0,0.302437822871615,0,0.153304025807184,0,0,0,0.241445662459576,0,0,0,0,0,0,0,0,0,0,0.0922446012148679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225109346886071,0,0,0.0666518516898516,0,0,0.00339794104179529,0.0431798914724942,0,0,0,0,0,0,0,-0.0335720165155038,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0779608988993893,0,0.0212180802294947,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0703910423150008,0,0,0,0,0,0,0,0,0,0,0,0,0.0218065683005399,0,0,-0.0388572648687209,0,0.102286449232311,0,0,0,0,0,0,0.00520025905542654,0,0.0443706574967876,0,0,0.0496222526846436,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331091648770829,0,0,0,0.0999430564863711,0,0.469764646940081,0,0,0,0,0,0,0,0.000985837575293531,0,0,0,0,0,0,0,0,0.0140974432625763,0,0,0,0,0,0,0,0,0,0.0187367063836544,0,0.133769352975531,0,0.0264545952308079,0,0,0,0,0,0,0
X000559.SZ,0.0486701284089255,0,0,0,0,0,0,0,0.103723317666731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411443404751185,0,0,0.171763580400852,0,0.0469366461016024,0,0,0.0381078860699216,0,0,0,0.0106924855932075,0,0,0,0,0.0449186469919091,0,0,0,0,0.164918017465679,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.367234431473503,0,0,0,0,0,0.159127559821842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740120165341171,0.275373720136161,0,0,0,0.0584437341942805,0,0,0,0,0,0,0,0,0.0610682921020366,0,0,0,0.00132805699346178,-0.0270526290907396,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134173041051928,0.0328460035222277,0,0.0234546271259509,0.378888705594766,0,0,0.0697332855146695,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.172734382436093,0,0,0,0.108358277292293,0,0,0,-0.022821985037812,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0.185433977702994,0,0,0,0,0,0,0,0,0.0877792712444859,0,0,0,0,0,0,0,0.0986335729897908,0,0,0,0,0,0.0587298083663385,0,0,0.105674595427803,0,0.0561501930075618,0,0,0,0.0493147869951089,0,0.0242795585494917,0,0.161663554238248,0,0,0,0,0,0.143584243691893,0,0,0,0.0374433380279565,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291081491344377,0.0707761618741518,0,0,0.0296869794654201,0,0,0,0,0.0328942177987811,0,0,0,0,0,0,0,0.181803284888848,0,-0.0599938633591087,0,0,0,0.0385665219266376,0,0.673920463900613,0,0,0,0,0,0.119992595153132,0,0,0,0,0,0.0710285686305155,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292984265629309,0,0,0,0,0,0,0.0339032976627886,0,0,0,0.0184483834099752,-0.0866185854392009,0,0,0,0,0.668125376812414,0,0,0,0,0,0.126500259534123,0,0.0755687268899034,0,-0.146265351446145,0,-0.103862807540078,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114210651613612,0.0824151761939027,0,0.000625882698847533,0,0.0331292416003174,0,0,0,0,0,0.0168819969102663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504906628671885,0.00644770360590208,0,-0.000473305608524406,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,-0.0886423607349544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153124750872034,0,0,0,0,0.294671450125702,0,0,0.292595016794208,0,0.108685164871133,0,0,0,0,0,0,0,0,0,0,0,-0.0346167650298553,0,0,0,0,0,0,0
X300003.SZ,0.143039653332451,0,0,0,0,0,0,0,0.0360375827186669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113944043962046,0,0.0486474409533713,0.0655413694003929,0.00949203373326911,0,0,0,0,0,0.0448954599176808,0,0,0,0,0,0.0463512251981977,0,0,0.0222440435667633,0.121054570366605,0,0,0,0.0223792110572183,0,0,0,0.0448195379132634,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0.124524481493787,0,0,0,0,0.0981485511725964,0,0,0,0,0,0,0.0251248969507087,0.00643503689952135,0,0,0,0,0,0,0,0,0,-0.0503555582787624,0,0,0,0,0,0,0,0.0718118334129011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002294.SZ,0.0694774840024132,0,0,0.0104749141839171,0,0,0,0,0,0,0.00847271822442274,0,0,0,0,0,0,0,0,0,0,0,0.0799316689803535,0,0,0,0,0,0,0,0,0,0.030585165432854,0,0,0,0.0573905936716057,0,0,0,0,4.33680868994202e-19,0,0,0.118624654746785,0,0.0373574486941701,0,0,0,0,0.0299098468206826,0,0,0,0,0,0
X002426.SZ,0,0,0,0,0,0,0,0.105374829925804,0,0,0,0,0,0,0,0,0,0.117804467531166,0,0,0,0,0,0,0.136332897600675,0,0,0,0.248942559176399,0.242271960218099,0,0,-0.0822729446043759,0,0,0,0,0,0.106070926609618,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0422763206529632,-0.0756593917322404,0,-0.136392830867109,0,0,0,0,0,0,0
X002085.SZ,0,-0.0927615790265792,0,0,0,0,0,0,-0.016193160594267,0,0,0,0,0.0297741114302957,0,0,0,0.0562780407622911,0,0,0,0.16205849409015,0,0,0.022606853582879,0,0,0,0.062586666103374,0,0,0,0,0,0,0,0,0,0,0,-0.0243913264338988,0.0664191334480003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102425937556063,0,0,0,0.122344587443853,0,0,0,0,0,0,0,0.056990930741337,0,0,0.056477883323619,0,0,0,0.0551644241207769,0,0,0,0,0,0,0,0,0,0.209261899891204,0,0,0,-0.0327050885305502,0,0,0,0,0,0,0
